geneID	Ctrl-Sal rep1	Ctrl-Sal rep2	Ctrl-Sal rep3	CUMS-Sal rep1	CUMS-Sal rep2	CUMS-Sal rep3	CUMS-Flx rep1	CUMS-Flx rep2	CUMS-Flx rep3	CUMS-Alb rep1	CUMS-Alb rep2	CUMS-Alb rep3
ENSRNOG00000014089	2.794829709	2.175190277	2.089173365	2.282562986	2.920735839	2.94170584	2.415941188	1.953649344	2.631278607	2.250962346	2.825763876	2.627868981
ENSRNOG00000017907	80.38071058	87.48706497	87.34578879	86.09498541	79.99997702	84.32797337	86.47810711	81.09854748	84.7389918	80.73984583	82.24385469	87.37957425
Novel01331	0.373891113	0.352105181	0.853993286	0	0.179086775	0.805573705	0.400692951	0.494130662	0.304238353	0.357226131	0.322123706	0.63967183
Novel01771	0.951643391	0.725489506	0.828045577	0.725048992	0.694581628	0.998068613	0.660481122	0.678749097	0.608425915	0.432965228	0.780840769	0.620236058
ENSRNOG00000045778	0	0	0	0	0	0	0	0.304273843	0	0	0	0.14771048
ENSRNOG00000004706	0	0.103577132	0	0.034504747	0	0.03510694	0.062863983	0.096904068	0	0.070055692	0.063171748	0.062723089
ENSRNOG00000021896	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047261	0.851458433	1.042399215	1.01129092	0.961630407	1.386630473	2.446033082	0.58399615	1.425353064	1.177826145	0.976208926	0.513498329	1.311046341
ENSRNOG00000018282	52.86628832	52.6025008	58.34417027	55.04312696	63.53719309	69.62734904	54.09168692	59.89664123	67.35500097	69.97249295	53.45114337	63.30550933
ENSRNOG00000055176	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000050423	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000051437	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000039505	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000025742	2.560801399	2.999026494	2.999511978	3.306195755	3.774078329	3.552526777	3.377684557	3.123995884	2.831756977	3.324950916	2.885087646	3.033102856
ENSRNOG00000043131	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000033680	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000012515	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000022283	7.283404423	6.480585771	8.719454767	9.833163238	9.52752246	9.283277936	8.354581494	8.674169344	9.48250819	8.974414149	9.390823991	10.35536837
ENSRNOG00000013516	52.73834532	55.72842759	50.18563776	63.99720888	56.07212699	63.90732958	49.74830267	50.21909566	54.50589151	61.11963164	54.46468787	55.26137074
ENSRNOG00000053311	0.199298787	0	0.273127368	0.140679045	0.190920703	0	0	0.131695617	0.121628328	0.33322746	0.042926177	0.170485223
ENSRNOG00000018664	0.226808947	0.213593216	0.165775167	0.085385409	0.260729275	0.304064585	0.233344719	0.399664506	0.110733812	0.130019805	0.273568294	0.116410866
ENSRNOG00000047898	1.208724324	2.927042306	2.997451244	2.437720848	1.819576314	1.322808052	1.628465093	2.282053821	0.843042153	1.649784806	1.636437604	2.067946717
ENSRNOG00000006460	4.702341156	2.561493431	4.169831077	5.293431331	6.138710184	4.90020853	4.545360663	5.239732001	4.764161789	4.624889267	4.766205374	5.521080568
ENSRNOG00000060391	0	0.0598381	0.290261763	0	0	0	0	0.055982968	0.051703428	0.060708373	0.109485866	0
ENSRNOG00000059515	0	0.058203179	0	0.058167838	0	0	0.264939055	0.054453379	0.150872298	0	0.053247225	0
ENSRNOG00000028330	0	0	0	0	0	0	0	0	0	0	0	0
Novel00777	0.924998275	1.46503243	0.768276488	1.345428582	1.248614297	1.167599393	0.973281688	1.667002141	1.300081735	1.365825562	1.159166346	1.043033667
ENSRNOG00000024641	2.623592196	1.409471375	2.525684036	3.380677319	3.407295496	3.523984333	2.596540227	3.862911967	3.95446706	3.431929098	3.716667329	3.313712527
ENSRNOG00000057880	4.129316974	5.813324511	3.619454356	4.90232251	5.471757849	3.80363496	3.396490044	3.333455051	4.912169014	4.62617495	5.462795184	5.818469782
ENSRNOG00000025730	65.24373221	68.38058666	66.78276298	70.43759566	67.67075204	68.01548301	70.95264706	69.09993769	67.60415246	67.73875002	70.43695002	72.50748726
ENSRNOG00000028041	1.300854385	2.313994751	2.707131433	3.672936588	4.638519113	2.42215452	3.159969586	3.311043798	2.705096921	2.485746052	2.054696417	5.069348159
ENSRNOG00000042552	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000051853	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054883	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054625	1.041769597	1.359725326	1.202260626	1.530912328	1.05050093	1.172598263	0.971505042	0.998375499	1.234365383	1.239804617	1.322676547	1.610334638
ENSRNOG00000050992	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054847	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000045924	4.318442359	0.726216936	1.690906707	3.774035095	3.915284612	3.913745584	2.842916487	3.397148302	4.517939541	1.768269351	3.189024687	3.298307872
ENSRNOG00000014319	8.362902825	10.3168397	8.299606301	10.0135629	9.555310048	9.961677254	8.73530598	8.311587954	9.308677955	9.110067308	8.418792127	9.1688686
ENSRNOG00000042383	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000051432	0.557763592	0.087543959	0	0.174981606	0.089052739	0.178035467	0.239098424	0.409519247	0	0.177634364	0.240268983	0.079520847
ENSRNOG00000052821	0	0	0	0	0.203788399	0	0	0	0	0	0	0.181975607
Novel00980	1.437267699	1.463563154	1.088935184	1.693623087	1.326475619	1.667233558	1.282327836	1.225137736	1.469027263	1.278309799	1.419479779	1.304443137
ENSRNOG00000016672	0	0.125062799	0.040443518	0	0.169624264	0.254336382	0	0.156007332	0.036020392	0.126881689	0.190689669	0.151468281
ENSRNOG00000011853	36.5118435	53.67411452	37.19994755	37.34139679	32.90307475	32.77054064	38.87036279	38.51490836	35.70619702	32.65693355	34.32603566	38.10658518
ENSRNOG00000007189	1.800122905	1.439348881	2.187684603	2.141729318	2.375185407	2.488085753	2.213076503	1.975038773	2.349167762	2.579832411	2.062970174	2.426022647
ENSRNOG00000031216	7.475248146	7.919639422	6.260461626	7.328546899	6.079394935	6.748085568	5.908186528	7.169288763	6.367797746	7.179261487	6.306084387	6.994002235
ENSRNOG00000025394	22.32624692	22.30193808	25.49319371	30.49991092	29.05729138	26.31900771	25.03817924	25.32189438	28.16115686	26.02501801	29.01717462	28.28965604
ENSRNOG00000010980	3.063021308	3.764330981	3.707961371	4.280948095	4.841526685	4.311664634	4.35927887	3.953602881	3.850767697	5.150634865	4.736875983	4.231600224
ENSRNOG00000014018	4.919658028	5.941555715	6.381839369	6.291397315	6.547618626	6.36523595	4.926194977	5.393325428	6.631200691	6.99674923	6.794546233	6.746289925
ENSRNOG00000013454	60.04987165	77.63430707	55.24555417	58.61703967	56.79056971	57.23574958	61.34975593	53.64491699	53.63021757	53.7083798	54.01895363	56.4990308
ENSRNOG00000032311	1.729389324	0.684020845	1.137613075	1.9531586	1.689823374	2.484057552	1.126841706	1.645591104	1.63237367	2.181045784	1.400548558	1.893585111
ENSRNOG00000009960	62.16379631	52.80024309	60.47478104	61.98980722	56.66516241	62.51567863	57.52725128	64.20210627	63.42832767	64.00441611	61.43562264	61.03033672
ENSRNOG00000045629	3.389923036	2.482976683	3.211836359	2.895047202	2.946731232	4.508529987	2.099023167	2.931415297	3.83112357	3.47874143	2.866483799	3.060927342
ENSRNOG00000018553	35.37256799	22.30994222	35.32431994	39.76241685	43.17251112	43.84203529	32.57555766	38.78801127	39.93287258	42.48233505	40.09059606	40.72574756
ENSRNOG00000056869	0	0	0	0	0.050987058	0	0	0	0	0	0	0.045529583
ENSRNOG00000000081	0.971428752	1.089077886	1.22562881	1.828539892	1.285103256	1.506080538	0.912170538	1.26345202	1.392714832	1.325900672	1.594150037	1.06840893
ENSRNOG00000020681	0	0	0	0.1327823	0	0	0	0	0	0	0	0
ENSRNOG00000037540	6.874831207	6.683094414	7.091493269	8.348795585	8.391619996	7.220327283	8.460906646	7.815661453	7.398659161	8.051596826	7.06935211	7.967677056
ENSRNOG00000032908	8.652047123	4.859294887	8.238083622	9.761742671	9.886085133	10.78058083	6.166609121	9.7812823	8.60945468	9.312160918	8.217494488	9.585865582
ENSRNOG00000046600	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000030316	0.063659697	0.089925549	0.145403172	0.109842268	0.071147513	0.040639741	0.045482033	0.112176004	0.120867676	0.040548182	0.06398658	0.136140287
ENSRNOG00000056699	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000058081	0	0	0	0	0	0	0.015510695	0	0	0	0	0
Novel00992	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000011635	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000005970	2.83708476	2.736412836	2.487521779	2.51941655	2.08220075	2.716751601	2.040048589	2.560116617	2.476116561	2.776210702	3.134189805	2.837923698
ENSRNOG00000058370	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000029926	0	0.169066377	0	0.16896372	0.171980157	0	0.153916975	0.316348202	0.438248104	0.686100983	0	0.153572007
ENSRNOG00000025444	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000011632	93.50375727	104.2154615	94.20858276	91.66417455	86.55374723	94.49354926	94.27661823	91.39887258	90.55452214	92.12439978	87.56408381	85.37775836
ENSRNOG00000048699	5.073737351	2.189962597	5.601238208	6.516156928	7.847599204	6.629879959	4.621824674	7.403878356	6.579865219	7.675353984	7.649685385	5.42525407
ENSRNOG00000057404	0.034729395	0	0.03172974	0.065371839	0.166347234	0	0.059550273	0.061197349	0.056519203	0	0.089762721	0.059416805
ENSRNOG00000006539	15.9030806	13.71887449	14.19675995	15.99563519	13.95531289	14.53107011	13.53037593	15.50898474	14.81733302	16.06415239	12.34154455	14.79813264
ENSRNOG00000006255	2.016091882	1.879044616	2.411635191	1.545358227	1.891518354	1.711648796	2.227435547	1.593174113	1.67433594	2.740411306	2.112993386	1.813513719
ENSRNOG00000015668	0.445283708	0.251602718	0.406823573	0.167633297	0.170625982	0.426397281	0.534467606	0.156928635	0.217398666	0.340349306	0.690536842	0
ENSRNOG00000050799	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000049271	0.046448485	0.02187101	0.042436627	0.043715459	0.022247946	0.044478402	0.019911231	0.102309737	0	0	0.040017421	0.039733209
ENSRNOG00000058705	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000053286	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047075	0	0	0	0.13305893	0	0	0	0	0	0.270152262	0	0.120937955
ENSRNOG00000016532	19.61368058	19.73020293	20.93814668	21.10022593	19.06547562	19.40951194	18.27698656	19.3831726	20.14180156	19.94199695	20.10597094	18.81921691
ENSRNOG00000017324	0.068167993	0.032097986	0.031140087	0.160392482	0.09795354	0.293745108	0.175330838	0.330330443	0.166406613	0.130259252	0.117459473	0.233250501
ENSRNOG00000015850	0	0	0	0	0	0.10169475	0	0	0	0	0	0
ENSRNOG00000012210	10.04913789	9.055360071	9.505213078	9.346578471	9.3246802	9.509699349	7.838503499	7.846978564	9.491812585	10.99434989	10.25352304	9.607614568
ENSRNOG00000027914	6.581369975	4.820577935	7.549558321	7.088829182	7.005226208	7.212546758	7.147187801	7.795869638	8.032974399	8.244301786	8.190203488	6.818398515
Novel00277	0.950263898	1.283978071	0.943682079	1.069332037	1.068632864	0.949522492	1.222058611	1.146653893	1.176666141	0.750011759	1.317029982	1.254662258
ENSRNOG00000013336	8.423057529	9.818044792	9.350806487	8.94455156	8.830194272	7.852740024	9.810314724	10.24968173	9.28511228	9.049784437	9.09158326	10.22336402
ENSRNOG00000046794	29.73781899	26.83512832	36.0602085	34.24821145	33.96706481	32.64017517	34.8151744	36.55341938	36.93920057	36.39946266	34.89642765	36.41975954
ENSRNOG00000048359	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000017531	0	0	0	0	0	0	0.047885281	0	0	0	0	0
ENSRNOG00000053134	0	0	0	0	0	0	0	0	0	0	0.113305141	0
ENSRNOG00000039689	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000015413	8.396496554	7.258145994	9.131104392	9.376784404	9.72426304	9.690439249	8.837221987	8.860816735	9.534627716	11.04556063	9.90619626	10.23785018
ENSRNOG00000049365	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047718	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055486	1.006072859	0.85576209	0.652318545	0.885786849	1.119228107	0.683703875	1.085147797	1.029379801	0.765833845	0.930222997	0.67105254	0.943905993
ENSRNOG00000057676	80.64801122	89.42405328	82.58310473	80.40126117	78.13269151	79.61795617	84.8565205	85.24540895	81.13193358	78.12963397	81.88835486	82.8693564
ENSRNOG00000005214	2.590996137	2.296492859	2.610889076	2.295098438	2.409074086	2.006772603	2.156047551	1.611404203	2.604389629	1.856633176	2.363566865	2.28159197
ENSRNOG00000030946	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000012347	1.213584128	1.25528439	1.254175892	1.198349551	1.238801656	1.238314706	1.50099509	1.174411398	1.408406834	1.501637903	1.456922741	1.310427097
ENSRNOG00000053281	0	0	0	0	0	0.233751603	0	0.10753563	0	0	0	0
ENSRNOG00000051753	0.067590874	0	0.061752901	0.063613831	0	0.129448099	0	0	0.109998528	0.06457823	0.058232522	0.057818943
ENSRNOG00000025454	8.885916781	9.380857297	9.152614284	8.469605929	11.71128927	9.592978618	8.103555424	8.975951477	10.96095424	10.97732961	10.38627306	11.23240259
ENSRNOG00000045576	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047267	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000061311	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000036681	1.416379411	1.255387901	1.560464344	1.607489095	1.396744919	1.715326371	1.321475022	2.055389421	0.983031658	1.631858967	1.543286962	1.461055224
Novel00955	0.254758281	0.239913995	0.407319932	0.26973936	0.2135427	0.060988217	0.464134435	0.336685932	0.310948443	0.547657331	0.082307066	0.190685842
ENSRNOG00000014027	8.917934784	9.37810556	9.137033425	10.39158599	9.336327014	9.617313281	9.174915741	9.728004149	8.777028978	8.926182371	9.622286628	9.699254288
ENSRNOG00000045801	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000056590	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000059453	2.251320661	1.40748819	1.711176846	2.902294579	3.352821955	3.260922832	2.092361173	2.916982651	2.924912071	3.416254977	2.526385601	2.880663201
ENSRNOG00000009431	3.790734725	5.154604781	3.706076737	4.017817014	5.039813173	4.342373809	4.404170917	4.167026704	4.00703591	4.46798416	4.456254804	5.030715886
ENSRNOG00000028533	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000038948	0.035692958	0.042016496	0.057067638	0.02519459	0.008548126	0.059813362	0.022950934	0.015723816	0.10891373	0.042627576	0.09225318	0.053432154
ENSRNOG00000020103	0	0	0	0	0	0	0	0	0.022474262	0	0.023795463	0
ENSRNOG00000057677	0	0	0	0	0.186806032	0	0	0	0	0	0	0
ENSRNOG00000046159	14.57132523	12.63166126	14.78143611	15.56850482	16.07826101	15.17813578	13.45593474	14.75708762	15.16208951	14.35123682	14.68337653	14.74173915
ENSRNOG00000002705	13.5145341	14.78785613	14.91776777	16.47629779	16.65526043	14.92166857	13.35968798	16.65300877	14.16681255	16.26657418	15.16538317	14.89311064
ENSRNOG00000039624	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047860	0.070068391	0.098978457	0.12803286	0.230809501	0.302052913	0.167741212	0.150182283	0.246937781	0.114030482	0.234308622	0.211284547	0.119876548
ENSRNOG00000056168	0	0.305775552	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000028582	0.389168385	0.183246137	0.044444382	0.274702306	0.139803224	0.13974827	0.16682614	0.128580237	0.197918498	0.232389043	0.125732156	0.291291419
ENSRNOG00000050171	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000018593	42.78208424	45.74348093	43.37997104	42.27031504	39.36102368	41.07215158	41.59773546	39.47475386	39.52489781	38.00402834	36.15255039	38.55992778
ENSRNOG00000052448	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000013217	17.5529345	19.24353167	19.22343658	19.69569497	17.21454113	19.05924381	18.65680104	21.27715589	18.84858576	18.72653221	16.52710559	16.60430832
ENSRNOG00000054812	0	0	0	0	0	0	0	0	0	0	0	0.016129541
ENSRNOG00000003975	278.181174	317.4991964	296.4750722	275.2754444	244.4192103	250.0569228	299.8868541	271.4721158	243.8850696	244.3288839	267.82336	280.0780765
ENSRNOG00000040281	4.382364225	4.311803685	4.601439295	5.571161352	5.325997526	4.603611082	4.87876013	4.293340582	5.348950107	4.624485949	4.930821303	4.839849546
ENSRNOG00000042182	0.050407604	0.071205672	0.023026894	0.154185278	0.181082171	0.19307839	0.129650399	0.066618173	0.092288459	0.072241273	0.108570943	0.053899924
ENSRNOG00000054460	0.052000948	0	0.047509512	0.048941215	0	0	0.178331392	0.137447839	0.04231361	0	0.044801113	0.088965852
ENSRNOG00000046460	10.16104084	12.09791978	7.360417429	10.24624913	7.439475311	8.548558613	7.529256251	6.842256345	9.862691546	10.47092831	8.566595727	6.891523271
ENSRNOG00000054669	16.22312384	19.48559096	17.04107186	17.89328036	15.3400524	16.08062285	16.22269952	16.3279287	16.17780383	17.7347857	17.56805469	17.21241566
ENSRNOG00000003546	1.197965763	1.393612562	2.060225548	1.459088574	1.687655743	1.552032967	2.477056361	2.173046058	1.892248821	1.885174663	2.00348903	1.627576221
ENSRNOG00000033224	0	0	0	0	0	0.137968037	0	0	0	0.137657204	0	0.123248872
ENSRNOG00000011909	4.932182694	4.710677278	5.017518698	6.057610652	4.948241435	5.203101826	5.048318097	4.735928259	5.009582446	5.726113923	5.223717413	4.907338063
ENSRNOG00000054413	0	0	0	0	0	0	0	0	0	0	0	0
Novel01519	3.641824259	3.82119302	3.707157249	4.048275062	4.601277675	4.434711898	3.675471018	3.398153163	3.675061743	4.232937195	3.878755993	3.802148267
ENSRNOG00000060160	0	0.070459857	0.205071376	0.070417074	0.215022599	0	0	0.131840816	0.060881214	0.285938447	0.193380769	0.128004892
ENSRNOG00000006268	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047653	1.170021329	0.847574142	1.151192011	1.101177349	0.862181687	0.603289945	0.694463592	1.348046117	0.952056225	0.687920879	1.008025045	0.615917438
ENSRNOG00000002385	0.511677565	0.562173588	0.525918203	0.521701364	0.6127097	0.469559456	0.255899664	0.601091399	0.381659988	0.7333068	0.514304955	0.711265637
ENSRNOG00000058791	0	0	0	0	0	0.105663326	0	0	0	0	0	0
ENSRNOG00000021198	0.143016306	0	0	0.336503089	0.068502107	0.136950359	0.122614576	0.189008883	0	0.068320909	0.123214863	0.367019295
ENSRNOG00000019965	6.533761491	4.818262542	5.59041494	6.637356286	6.623382497	6.78629844	6.520497008	7.797346607	7.032509049	6.936155884	6.40350092	6.239733119
ENSRNOG00000002358	10.19938236	9.097884388	10.02577951	9.282444376	8.70649543	9.15434352	9.75448828	9.10489668	8.847133591	9.616134085	10.26625507	9.703831176
ENSRNOG00000014785	48.56068469	57.84844185	54.42654131	53.27208924	44.08962936	49.69980977	48.84626052	51.45084845	49.02785804	48.05114799	50.68427111	50.43013516
ENSRNOG00000060905	6.462974959	4.869111645	3.149201909	6.488206854	5.572157075	6.395147022	4.802209615	5.314649788	4.382481036	4.116605896	4.825719896	4.607160202
ENSRNOG00000007544	0.108577979	0.034083782	0	0	0	0	0.062059324	0.095663696	0	0.03457949	0	0.030960117
ENSRNOG00000052838	0	0	0	0.131416227	0	0	0.059856601	0	0	0	0	0.119444894
ENSRNOG00000018430	0.192332273	0.060375144	0.146433426	0.211184697	0.429909773	0.276261932	0.247343197	0.338912481	0.208669858	0.27563953	0.193319872	0.3016308
Novel00874	3.571644056	4.997246162	4.335332233	3.025339874	4.10579995	4.250764107	4.593206565	3.6413343	4.733079519	3.558697465	4.044226796	5.019379799
ENSRNOG00000000551	8.963842498	6.577147871	8.340344804	10.14439554	9.008471122	9.689515382	9.335301511	11.53158412	8.815392567	10.66597909	9.712656224	8.890997816
ENSRNOG00000053869	3.070544255	3.078857217	3.188797587	3.492796903	3.893738234	4.399886938	2.897667423	3.834177276	3.181578518	4.031178283	3.064107379	3.212414438
ENSRNOG00000009830	7.572223144	7.402948999	6.742307278	7.670233901	8.329694225	7.55830005	7.537347006	7.321778166	7.075375766	7.387993773	7.629534239	8.014498258
ENSRNOG00000051695	0.124516031	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000012500	8.634311153	9.61653177	7.334316238	7.669523047	7.283431378	7.861464807	8.252077905	7.571713141	7.486520792	8.036949294	7.038153411	8.008716087
ENSRNOG00000008005	1.622686035	1.444565278	1.80683474	1.777764739	2.137398816	1.869488813	1.912906501	1.664240932	1.681438362	1.84105259	1.878583569	1.984530169
ENSRNOG00000043280	0.112260111	0	0.025640989	0.026413683	0.026885235	0	0	0.024726969	0.0456735	0.053628241	0	0.024007535
ENSRNOG00000028440	0.082405874	0	0.075288297	0	0.039470856	0.118366021	0.105975622	0.036302253	0.033527177	0.03936645	0	0.105738103
ENSRNOG00000008970	14.03523547	16.5492079	14.45910855	14.19599754	16.93205708	16.38166939	15.00388351	16.07308133	16.39636501	16.88726948	16.67036827	16.41497276
ENSRNOG00000039863	0.17136676	0.161381541	0	0.161283551	0	0.164098347	0.146920749	0.301968738	0.139442578	0	0.147640032	0
ENSRNOG00000007989	60.36259911	52.11052328	68.14215625	83.12070781	84.79728453	77.88599443	76.38361208	85.40678211	83.34321154	85.80822734	80.44569048	80.6116498
ENSRNOG00000030085	0	0	0	0	0	0	0.063377578	0	0	0	0	0
ENSRNOG00000010887	5.698271815	5.93111204	5.878657842	4.772800818	4.910244215	5.613231536	4.955520569	5.188669741	4.947326322	5.418240625	5.191187233	5.434190808
ENSRNOG00000017489	7.123977579	5.701105604	9.371917401	9.395357266	12.06735827	10.92076535	11.50767769	10.76189644	12.01662676	10.76470649	10.74742269	10.91956127
ENSRNOG00000010793	50.96620663	33.01248619	53.75551658	60.87859428	60.67280394	57.33789313	51.5768514	63.15825012	59.70268076	63.70848371	63.50307236	59.58924671
ENSRNOG00000059402	16.83500735	12.56544941	13.61902842	13.98038523	15.22856548	16.32060153	13.13755856	15.29186388	14.20772078	13.84374725	14.63881532	14.98070156
ENSRNOG00000039459	2.795460796	2.632574549	2.788562693	2.496742589	3.388421144	2.676893091	2.592326754	2.03571863	2.669279118	2.507340035	3.293136043	2.781725479
ENSRNOG00000049136	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000030698	0	0.041045016	0	0	0	0.083471992	0.037367127	0.038400649	0.070930329	0	0	0.149133509
ENSRNOG00000050486	0	0	0	0	0.053373152	0.106704344	0	0	0	0.053231973	0	0
ENSRNOG00000006985	9.959733799	10.38622695	9.999156714	10.85654948	10.67303718	11.09990612	10.49277287	11.13002684	11.26363036	11.98884665	11.65915535	10.20451603
ENSRNOG00000010951	3.149061708	2.297827157	2.610322072	2.708612016	3.276396395	2.695973463	2.378003071	2.572395027	2.392721515	2.490647774	2.91069555	2.604588785
ENSRNOG00000013847	10.57458301	9.092472203	10.62735629	13.02463018	17.79365426	13.78025878	11.43115094	12.55748044	15.9372664	13.30994071	13.3884302	12.2707779
ENSRNOG00000037580	43.33469385	40.17858543	47.38768829	44.40086257	42.497327	45.1329872	43.93230225	44.95060116	43.33203369	44.17763125	40.79880167	44.25421532
ENSRNOG00000053861	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000042623	0.157086197	0.049311026	0.047839439	0	0.200643516	0.100282323	0	0	0.170429818	0.100056393	0.135336696	0.358334682
ENSRNOG00000014459	24.96698864	28.45347901	24.32857394	24.32097755	22.03251971	23.82428867	26.50367001	24.84821361	25.54602412	22.80976315	23.43138628	24.38707635
ENSRNOG00000002121	19.74615412	23.54899136	21.82207851	23.06805636	20.9398406	20.8903243	21.0322559	22.18376691	20.97910935	19.97822318	22.52814294	20.69007154
ENSRNOG00000004595	6.448490479	5.24204282	5.863729966	7.758093037	7.838317475	6.990545465	7.406228186	7.343078428	7.771783044	7.933830659	7.311457316	8.456441519
ENSRNOG00000020271	28.12858528	26.25789815	26.26099016	35.65818518	31.69900838	35.18109922	26.6470739	26.87831947	28.02669443	33.02550189	32.04118761	29.18294975
ENSRNOG00000027052	0.556239648	0	0	0.349007029	0	0	0	0	0	0	0	0.158607155
ENSRNOG00000050769	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000030524	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000043478	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000034110	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000029670	0.576316238	0.135683844	0.263269268	0.135601457	0.276044583	0	0.617628625	0.63471136	0.117238346	0.412971611	0.248260945	0.123248872
ENSRNOG00000051708	0	0	0	0	0	0	0	0	0	0	0.062663936	0
ENSRNOG00000056280	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000037231	0	0	0	0.103096507	0	0	0	0	0	0.026164868	0.023593807	0
ENSRNOG00000008712	2.723527909	2.944808325	2.004456483	2.919286215	2.174197298	3.235865739	2.875519135	2.821741317	2.339277503	3.445420152	3.150312384	3.171082173
ENSRNOG00000032712	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000019789	0.098635519	0	0.045058076	0.232079528	0.141733647	0.047225978	0	0.043451897	0.280911938	0.188478322	0.084978856	0
ENSRNOG00000050473	6.117470008	5.894993658	4.809217538	7.230372025	5.996591122	4.359442888	5.488737404	4.637784013	6.945819	4.48554699	6.496161399	5.233038569
ENSRNOG00000018193	6.48098771	6.910800182	7.418792958	8.971464954	8.817577931	7.389365046	8.842761852	7.776452449	8.392671041	8.770160387	8.038728152	7.873775463
ENSRNOG00000016427	29.01514175	27.53758654	31.44789934	29.41396064	32.17908668	30.98668059	27.18257036	30.92499997	33.47117862	29.61965815	31.38808477	29.76713689
ENSRNOG00000059578	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000023603	10.02790255	7.245517249	11.29425159	12.33973258	14.43713167	13.98995898	10.49968663	12.23723502	12.89621808	13.21509154	11.94135146	10.99379935
ENSRNOG00000031675	0.028018678	0.079158246	0.102394571	0	0.026840834	0.053660566	0.024021724	0.074058394	0.045598069	0.13384918	0.048278656	0.047935771
ENSRNOG00000007585	0	0	0	0	0	0	0	0	0	0	0	0
Novel00127	0.161190587	0.5312941	0.662706904	0.530971501	0.386036219	0.77176895	0.621883074	0.284037103	0.459067491	0.46201812	0.347182022	0.620489272
ENSRNOG00000000410	0.078908415	0.037155285	0	0	0	0	0.03382594	0	0	0	0.033991542	0
ENSRNOG00000048459	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000007213	24.37760838	21.45996416	25.99256508	26.3820911	25.46366615	23.85111812	24.03268375	24.82026643	24.19388914	25.28971606	24.96736755	24.67074639
ENSRNOG00000042927	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055056	1.581847018	1.489675765	1.372958437	1.712086927	1.742652077	1.590491674	1.356191527	1.393701868	1.608952828	1.964743723	0.885840191	1.420809545
ENSRNOG00000002943	14.72122074	12.84904462	17.12378538	15.81500421	13.41445222	15.33459985	16.86930044	14.67855656	14.19923856	15.7803226	14.04408226	12.90004857
