XFTU	SFTU	SFRC	SFNC	SFRN
Kcnk15	Fdxr	Tmsb10	Opcml	
Aanat	Tmem123	Cpm	Ern2	
Snx14	Il2rg	Nisch	Tmed10	
Padi1		Pmpcb	Ppdpf	
Lst1	Cnp	Opa3	Fam45a	
Ndufa5	A130040M12Rik	Parm1	Sox8	
Galnt1	Znfx1	Top2b	Pecr	
Picalm	Gsr	Esd	Arl9	
Prkab2	Ppa2	Sf3a3	Ttc23l	
Ly6d	Pno1	Polr2e		
Atpaf2	Rc3h2	Bnip3	Wdfy3	
Gfer	Gm4825	Rassf2	Irx6	
Dpp3	Elof1	Haus1	Zfp92	
Manba	4833422C13Rik	Uggt1		
Lcp1	Ppp1r7	Uqcr10	Lin37	
H2-DMb1	BC048355	2310003C23Rik		
D11Wsu47e	Rpl35	Rpl18a	Uqcrb	
Phf7	Ubtf	Dhx30	Npb	
Csnk1g3	Ibtk	Timm44	Pigs	
Prf1	Lck	Tor1aip1	Oprk1	
Lbx1	Psg27	Rpn1	Prkaa2	
Hddc2		Dcaf17	Rbm14	
Anp32b	Atp6v1g3	Ssr1		
Ccr9	Adck3	Zkscan14	Mllt1	
Gm1082		Copb2	Cdk5r1	
Psip1	Arsa	2410003K15Rik	Ankrd12	
Zfp687	Itgb1	Yaf2	Prkrip1	
Psmg1	Tfb1m	Tom1	Dcaf12l2	
Tradd	Srsf9	AI467606	Prdm13	
Adcy9	Rps2	Ran	Gtf2b	
Atp6v1e1	Mpp6	Actr8	Dicer1	
Ndufs7		Tlr12	Rangap1	
Trim25	Lhpp	Dolk	Rabac1	
Gm6471	Cnbp	Paqr7	Pes1	
Elof1	Churc1	Ranbp2	Tmem167b	
Ivns1abp	Bnip2	Mrps30	Dscr3	
Mfng	Pkd1l3	4933424B01Rik	Gm14548	
2310035K24Rik	Pnpla6	Acot8	Zfc3h1	
Mapk11	Ddx56	Lrrc61	Nr2f6	
Mrps31	Eef1e1	Atp5g2	Cbfa2t3	
Caln1	Grk6	Gm9790	Nif3l1	
Tox2	Lrrn3	Gm4978	Dtx4	
	Rnf130	Txnl4a	Fnbp1	
Tfam	Mkks	Ppp1r7	Phb2	
Flii	Nes	Mapkapk5	Net1	
Aarsd1	Sdf2	Stat5a	Map3k4	
	Ebna1bp2	Kif1c	Atp13a4	
	Eif6	Hspa4	Sun2	
Mfsd6	Akap8l	Ndufb8	Enox2	
Mex3c	Mgst2	Slc9a3r1	Tmem204	
Fam36a	Parl	Trmt112	Ceacam13	
Rnf166	Srrm1	Dctn5	F630043A04Rik	
Pnliprp1	Armc6	Bicd2	Pkm2	
Pias1		Psg27	Psma6	
Ccz1	Rdx	Prkaa1	Eif2s3x	
Snhg12	4933424B01Rik	Apc2	Nod2	
	BC048403	Tmem222	Btk	
Nrxn2	Psmd8	C1qbp	Mtrf1l	
Dynlt3	Gatad2b	Rnf34	Cd5	
Pdha1			Eif3e	
Pgk1	Pde6b	Rpl7a-ps5	Cxcr1	
Gata2	Zfp187	Hdlbp	Lrrn3	
Arhgef3	Gyg	Polr2d	Slc25a39	
Hars2	Mat2a	1500012F01Rik	Tmem11	
Tg	Tmem129	Tradd	Plekho1	
Aup1	Cdc123	Inpp5b	Chrdl1	
Pigv		4930404H24Rik	Myh1	
Amica1	Tradd	Cars	Gstm1	
Etfa	Tubb5	Klf2	Eaf1	
2410091C18Rik	Eomes	Flcn	Hras1	
Gulp1	Ptgs1	Map3k1	Atic	
Srsf12	Dok2	Lrmp	Adra2c	
Bcas1	Egln2	Papolg	Dus4l	
	Rnf141	Rdh5	Fgf23	
Vasp	Stx4a	Glrx3	Pdf	
Rapgef6	Usp19	Sympk	Pla2g1b	
Nap1l1	Ambp	Lck	Unc13a	
Robld3	Rpl4	Sdccag1	Atp6v0c	
Aldh8a1	H2-Ke6	Vps54	Ncdn	
Gpr56	Acap1	Ndufa3	Dnd1	
Rhoc	Cycs	Zbtb16	Gatad2b	
Atp5d	Rpl11	Efna4	Vti1b	
Sh3pxd2a	Lrwd1	Gosr1	Pla2g4a	
Hnrnpab	Rpa3	Lgals4	Tuba1a	
Cog6	Prkrip1	Rnf128	Rer1	
Lrrc50	Aarsd1	9430023L20Rik	BC029214	
Mark4	Alkbh6	2900092E17Rik	4930449I24Rik	
B3gnt2	Brd7	Vapb	Clcn6	
Pmaip1	Timm8a1	Fbxo33	Map2k5	
Dctn6	Tmem120b	Bola2	Adam12	
Aldoa		Eya1		
D8Ertd82e	Pygb	Jak1	Tmem120b	
Tbx6	Vps28	Srek1ip1	Mudeng	
Rasgef1b	Zfp276	Ets1	Hectd3	
Strbp	Ccdc109a	Nme1	Psmd10	
1700019B03Rik	Mt3	Sdf2	Mdh1	
Sh3bp5l		Atp5l		
	BC029214	1700021C14Rik	Cox6b1	
Fyco1	Gpx4	Tkt	Cacna1i	
Faah	Atp9a		Plekha2	
Ercc2	Taok1		Dsc3	
Dda1	Limd2		Gng5	
Alg9	Cdh26	Mnt	Ddx28	
Pole	Vamp1	Pdp2	Gin1	
Adi1	Catsper2	Pold4	Rhbdl1	
Fermt3	Isx	Psmb4	Tuba8	
Olfr735	Ran	Gnb2	Sp110	
Unc13d	Med20	Gm6273	Unc5cl	
M6pr		Hint2	Mccc1	
Usp17l5	Cbx3	Rsu1		
Ndufb9	Psip1	Cab39l	Cecr2	
Pik3c3	Gm2382	Casp6	Kif17	
Mettl11a	Gm6273	Polrmt	Smtn	
Rnaseh2a	Shc3	Tmem173	Srsf5	
Cd55	Mogs	Cd81	Bzw2	
	Wdr73	Dcaf12l2	Msx1	
Abcf3	Fam195b	Fgd3	Casp2	
Zap70	Ophn1	Cacybp	Il3ra	
Bola2	Nfic	Hcfc1	Psip1	
C530005A16Rik	Cox7a1	Trmt2b	Ttc19	
Cep164	Bax	Serpina3b	Cd7	
Nadsyn1	Hiatl1	Gaa	Cblc	
	Exoc5	Tbc1d1	Stk25	
Slc23a1	6430548M08Rik	Rpl36a	Uba52	
Ubxn6	Nploc4	Adam12	Tfam	
	Tuba8	Gm4825		
Samm50	Iqcc	H2-Ke6	LOC668917	
Kpna2		Smarce1	Tsc22d3	
Vti1b	Epor	Pinx1	6430548M08Rik	
Rtkn	Mboat7	Med11	Zfp957	
	Nme1	Hexim1	5730403B10Rik	
Clec4a2	Rgs14	Leprot	Ddx3x	
Uba52	Psmd5	Ubtf	Syt5	
Lnpep	Sdhb	Sec13	Eme1	
Vps28	Psd	Cnp	Sox4	
Cyba	Lgi4	Gpr157	Eif3g	
Prdm10	Ube2n	Vapa	Huwe1	
Tox4	1700029M20Rik	Nme2	Rpl23a-ps1	
Foxp4	Upp1	Tbc1d17	Agtr2	
St7	Cdkn2b	Rassf1	Gapdh	
Pkm2	Rassf1	Gmfg	Strn4	
Cops2	Pin1	Pfkp	Tectb	
Rad9	Furin	Nkx2-2	Snx6	
Klhl17	Ddx54	Timm8a1		
Fam96b	Rab15	Nrsn1	Zap70	
Cbr1	Slc16a5	Gm7849	Dnaja1	
Trim9	Gosr1	Traf3	Srf	
Nrsn2	Twistnb	Ndufc2	Prkaa1	
Ccdc163	Csgalnact1	Adck2	Cpsf7	
Casp4	Gpr56	Ddx50	Abhd3	
COX3	LOC100505283	Nucks1	U2af2	
Pno1	Kcnh8	Rpl15	Atrx	
Appl1	Itgb5	Mgst1	2010002M12Rik	
Hpse	1500032L24Rik	Dnajb11	Elovl4	
Ube2a	Sugp1	Ramp1	2610005L07Rik	
Fam69c	Rfk	Prkcsh	Opa3	
Arpc1a	Ttc13	Eif3d	Mtif2	
Med30	Lrrc61	Itgb2	2610002J02Rik	
Cst3	Mudeng	Tmtc1	Kif1c	
Map3k4			Parp8	
Polr2g	Hspa9	Osgep	Polr3k	
Bysl	Akirin2	Arhgdia	Phc1	
Smad7	Sla2		Gria2	
Sp7	Camk2g	Eif6	Acap3	
Prpf3	Myh1	Eif5a2	Ldlrap1	
9430023L20Rik	Psme2	Ppa2	Atp9a	
Trafd1	Pcbp3	Snx11	Rpl18a	
Mff	Srp9	Adi1	March1	
Vps39	Esco1	Stk11ip	Rchy1	
Nes	Csnk1g2	Eed	Supt5h	
Ruvbl1	Nfya		Pmpcb	
Itk	Sdccag1	Apbb1ip	Def8	
Suox	Palld	Hnrnpa0	Tpmt	
Parp8	Gm8580	Tmem129	Avpr1a	
Ddx51	Bid	Akt3	Srp68	
Vav1	Litaf	Gnb2l1	Guca2a	
Mrpl27	Rab5b	Tti1	Ubtf	
Rnf216	Atpaf2	Txndc17	Napa	
Vars	Kif19a	Mcm7	Timm8a1	
Arpc5l	Tomm5	Lrwd1	Bfsp1	
Tbc1d17	0910001L09Rik	Vcl	Zbtb46	
Eif3g	Acadm	Pno1	Scp2	
Gzmm	Cdca8	Cyc1	LOC100503794	
Nefh	Rrbp1	Rufy2		
Gata5		1700061I17Rik	Mki67ip	
Lpgat1	Pin4	Mia1	Rps26	
Pou2af1	Trim25	Map3k3		
Pde4d	Stk11ip	Rdx	Furin	
Cs	Ptpn12	Dtx2		
Casp7	Spns1	Padi1	Supt6h	
Lck	Mta2	Rchy1	Klc3	
Rbl1	Rufy2	Card11	Jmjd6	
Rpl3	Dnajb11	Il10ra	Aggf1	
Trp53i11	Anapc1	Pgap2	Sesn2	
Siva1	Tsen54	Aaas	Usp22	
Numa1	Slc1a4	Dbp	Hspbp1	
Rnf181	Krtap4-8	Frs2	Cd2ap	
Ubr7	Gigyf2	Fbxo4		
Mfhas1	Nudt21	Trp53inp1	Zbtb5	
Dhx34	BC005537	Zfp260	Ms4a10	
Aff2		Ppm1f	Utp6	
Zzef1	Bola3	Klc4	Npffr1	
Pinx1	Lemd2	Pnpla6	Pi4kb	
Rbm28	Il10ra	BC006779	Flnb	
Cpsf3	Gm16378	Gata2	Olfr538	
Hmox2	Dennd5a	Rab12	Rps6kb2	
	Cntn1	Mmaa	Hdgfrp2	
Eif3c	Osgep	Gtf3c5	Snx14	
Ddx19b	Rexo4	Prpf31		
Smek2	Vmn1r172	Lsm12	Slc6a20a	
Vps37a	Rab3ip	Pdlim2	Rps15a	
Slamf1	Loxhd1	Dpagt1	Mad2l2	
Ppa2	Zfp260	Cox6b2	U2af1	
Wdr61	Cct4	Rnf5		
Hcls1	Mknk2	Siglech	Josd1	
Ndor1	Bola2		Gm8909	
Pacs2	Bst2	Rps10	Tbrg4	
Fcrl5	Ndufb7	4930453N24Rik	Sec11c	
Bfsp1	Hyal2	Slc38a1	Banf1	
1500012F01Rik	Elovl7	Sdcbp	Ltc4s	
Bzw1	Wdfy1	Ccnd2	Acbd4	
Asl	BC006779	Setd5	Fam70a	
Hibch	Ppm1g	Exosc10	Adam10	
Gcn1l1	Calm1	Rfxank	Tmem9b	
Tomm22	Ostc	AU021034	Idh3g	
5830454E08Rik	Med29	Gsk3b	Kcnk4	
Xlr5a	Bcl7b	Ogfod2	Zfp11	
Pbx2	Snapc4	Cd300lf	Spns1	
Lrrc33	Eif2b1	Itga6	Rgs18	
Dlk2	Usp5	Lman2	Zfand2b	
Csk	Slc6a20a	Xrcc6	Snap25	
Npy	Ppm1f	Emd	Cyfip2	
Agpat2	Fgfr1op2	Spata2	Spint4	
Ncaph2	1810009A15Rik	Cwc22	Bckdha	
Pde4c	Lgals4	Clic1	Arfip2	
Gm11346	Hars	Rps2	Ctdnep1	
Snap25	Grb2	Hcls1	Gm5341	
Hirip3	Pbrm1	Cdk4		
Fam53b	Zfp687	Stx7	Capza1	
Narfl	Mrps15	Fam117b	Efna4	
Sec14l2	2810002N01Rik	Klhl28	Casc5	
Wdr73	Abca2	Cdk9	R3hcc1	
Aamp	Tes	Pkd1l3	Meox1	
	M6pr	Bckdha	Mapre1	
Rbm8a	Trmt112	Rybp	Hsd3b4	
Nod1	Dock10	Hars2	Kif5b	
Gnpat	Fas	Slfn8	6720456B07Rik	
Rnf5	Nlgn3	Rabgef1	Prickle3	
Naa30	Tmem115	Stk16	Dnajc5	
Pkd1l3	Rgs11	Prmt7	Rnf139	
Sh3glb2	Zbtb43	Dok1	Dck	
Rictor	Cltc	Myh1	Pgap2	
Dnttip1	Fbxo4	M6pr	Zdhhc9	
1810027O10Rik	Rpl29	Rpl31	Foxp3	
Psme2	D10Jhu81e	Rpl37	Sbf2	
Uqcrh	Atp5g2	Tsc22d3	Kcnrg	
Gramd2	Lamp3	Akr1b7	Hnmt	
Th1l	Clic1	Spast	Ppcs	
Rpusd3	Myst2	Tbca	Zhx1	
Fcgr2b	Cd300lf	Hectd1	Bcorl1	
Cst10	Nr2c2ap	Cxcr6	Bmp2	
Rer1	Lsm7	Eif2b1	Cd6	
Nkd2		Dcp1b	Usp3	
A230051G13Rik	Lrmp	Myl9	Prpmp5	
Cenpj	Igj	Odf3	Amd2	
Wwp1	Adi1	Uhrf2	Rdh5	
Tpk1	Shroom1	Dock10		
Cisd2		Psenen	Cct7	
Rab3gap1	Psma3	Ndufs8	Tomm22	
Atg4d	Tmem134	Rrbp1	Atp2a2	
Cldn6	Hint3	Golim4	Atp5l	
Pcyt2	1500011K16Rik	Yif1b	Fbxo4	
Rbm39	2610305D13Rik	Eno3	Ndufa8	
Scap	Cenpq	Itk	Pabpn1	
Stard3	Gstm2	Gmip	Ophn1	
Zbtb46	Dph2	Isx	St3gal4	
U2af1	Cdkal1	Myst2	Gxylt1	
Tars	Gm5820	Taf10	P2rx7	
Eftud2	Cyp4b1	Actn1	Clec4g	
Map2k2	Ogfod2	Shmt2	D930014E17Rik	
Psmd8	Tecpr1	Rnaseh2a	Lat2	
Abcf1	Crcp	Nhp2	Myl9	
		Tmem9b	Slc16a5	
Cd3g	Gm10094	Fnbp1	Anp32e	
	Mospd1	Enox2	Gars	
Birc3	Gm5635	Prex1	Dus2l	
St8sia4	Sp1	Gm16378	Plekhf2	
Zfp36l1	Polr2g	C430048L16Rik	Cdk10	
Kctd2	Prdx6	Ctsd	Opalin	
Mctp1	Fars2	B230369F24Rik		
Gm1968	Chordc1	Hectd3	Pdgfc	
Rps11	Clec2i	Rhbdl1	Qrsl1	
Slc30a5	F7	Birc2	E2f5	
Rab11fip3	Nadsyn1	Fbxl14	Polr2c	
Dcaf17	Lars	P2rx4	Vamp8	
Rab6b	Vax2	Mboat7	Lsm7	
Ppp1r8	Dtx2	Rhog	Dbp	
Pdzd11	Aup1	Steap3	Psma7	
Zfp276	Dhx15	Tubb4	Gas5	
Tgs1	Rpl26	Uba52		
Slc25a17	4933402D24Rik	Btg2	Cited2	
Txndc16		Mbd3		
Rpl29	Ppp1r2	Ddx54	Cldn6	
Prpmp5	Stat5a	Rps11	Itgb1	
Ssr4	Rassf2	Acap1	Ptplad1	
Glul	2700094K13Rik	Med20	Nacc1	
Tmsb10	Tpm4	Cd5	Tmtc1	
Mbd3	Ruvbl1	Ibtk	Sh3bp5l	
Grm1	Apoc2	Rspry1	Rdm1	
Trpv4	Ppdpf	Tmem127	Ino80e	
Epb4.1l4b	Snx6	2610301G19Rik	Epn3	
Psmb3	Mrpl30	Defb30	Nhp2l1	
	Acadvl	Csnk1e	Xlr4b	
Twf2	1810032O08Rik	Ufsp2	Usp26	
Dhx9	Mast4	Atp13a2	Psmd3	
Rftn1	Tgfb1i1	Zfand2b	Atp6v0a1	
Srfbp1	Sub1	Abtb1	Cpsf3	
Sun2	Ndufs7	Gstm1	Zer1	
Klhdc3	Kdm6b	Rfc4	Cyp2r1	
Ybx1	Rnf126		Cd3d	
Yap1	Prkcsh	Jakmip1	BC005624	
Nudt9	Gm7849	Prss51	Enpp1	
Mcm4	3110003A17Rik	Il2rg	Mff	
Klk1b21	Derl2	Foxj3	Gigyf2	
2610019F03Rik	Ppbp	Calm2	Daxx	
Ptplad1		Prim1	Zfp764	
Vdac2	Lix1l	Tmem120b	Serpina3b	
Tfip11	Cpt1a	Cd8b1	Ercc8	
Sirt7	Msx1	Col6a2	Shc3	
Gstp2	Flot1	Pgrmc1	Cdc42ep5	
Trim68	Cib1	Sugp1		
Cplx2	Rftn1	Psmd11	Ccdc28b	
Sox10	Brap	Lbh	Gm16378	
Elovl7	Srm	A630001G21Rik	Samd1	
4930404H24Rik	Plcl2	G6pc	Cables2	
Mapkapk5	Cyp2u1	Kctd2	Gtpbp10	
Set	Mpa2l	Dok2	Cd28	
Atg16l2		Psmc1	Mmrn2	
Sar1b	Map2k3	Sft2d2	Lepr	
Ddx5	Sesn2	Cd320	Alad	
Ormdl1	Ube3b	Ppp1r2	Ikzf1	
Fam100a	Cyp2s1		Map3k11	
Slco1a4	Kbtbd11	Trim11	Tpt1	
Psmb8	Grin2b	Ell	Kntc1	
Mrps10	Cnst	Eif2s2	Bud31	
Znrd1as	Rpf1	Gpr107	Psen2	
Chd4	Ndufb3	Ezh1	Chd8	
Gsk3b	Med12	Gng5	Gm885	
6430548M08Rik	Smad7		Sh3kbp1	
Ltbp2	Rpl21-ps5	Prdx3	Ibtk	
Pcnt	Tbxa2r	Ubr7	Ccnb2	
Scaf8	Aoc2	Cenpe	Dcun1d1	
	Ctps		Ddx4	
Zfpl1	Ndufa4	Gps1	Acot7	
Cox6b2	Stk19	Bax	Adap1	
Phf21a		Camk2g	C1qtnf6	
Lrrc8a	Pitpnm1		Nav2	
Glb1l	Ebp	Lass5	Cd300c	
Slc39a7	Slc19a1	Safb2	Olfr1124	
Erlin2	Gmip		Cnbp	
Ctu2	Ncdn	March7	Rasa3	
Sumo2	Dbr1	E430025E21Rik	2810453I06Rik	
A630001G21Rik	Psmb4	Elmod3	Ube2m	
Scp2	Ubr7	Aprt		
Gm13180	Ddx17	Nit1	Ndufb10	
Ppm1f	Zdhhc13	Ninj1	AK129341	
Ddx24	Hiat1	Acsl5	Ppan	
Rdh14	Mcrs1	Txlna	Fam32a	
Hk3	Crebzf	Rgs11	Nfkbib	
Pex6	Rps6ka1	Ube2d2	Trim69	
Rpl37a	Eif3a	Parp10	Slc25a20	
Gm15348	Ndufs3	Mrps18a	Ak3	
Srp9	Cct7	Mrpl24	Eya1	
Ear2		Fkbp8	Tmem222	
Flrt1	Dmap1	Cdc42	Gpr157	
Psd	Usp42	Tmem107	1700069B07Rik	
Pex7	Mxra7	Ccnl2	Bet1	
Cln3	Coq6	Obfc2b	Acot8	
Ces1c	Brcc3	Krtap4-8	Wdtc1	
	Osbpl7	Ak3	Git2	
Prkar1a	Edem1	Eif4ebp1	Mixl1	
Comt	Mrps18b	Hiatl1	Treh	
Dlx3	Fam125b	Ccdc22	Hdac8	
Ikzf5	Txn1	Tpt1	Cdc42	
Mpp6	Ldlrap1	Lims1	Ksr2	
Cycs	Stk33	Mkl1	Scaf11	
Rpl10a	Sez6l2	Ccr9	Nfya	
Ctnnb1	Mrpl47	Slc10a3	Cst12	
Dnajc2	5133401N09Rik	Celsr1	1700021C14Rik	
Smarca4	Zfp946	Anxa7	Pldn	
Bid	Map3k11	Txndc3	Fam149b	
Ppp2r1a	Zbtb20	Dynlrb1	Rhox3h	
Ube2e1	Klc4		Slc22a6	
Zbtb40		Dlx3	Mgll	
Ndufv1	Cenph	Irak1	Ogfod2	
Grap	Snx14	Ruvbl1	Grsf1	
Flnb	Rad52	Lrrc33	Mafa	
4833422C13Rik	Prdm10	Lmbr1l	Sco1	
1700069B07Rik	Mrps30	Rhof	Usp19	
Ddah2	Nxf1	Psmb6	Ap1s1	
Cd79b	Manbal	Spc25	Cblb	
Rufy1	Ndufs8	Nadsyn1	Qars	
Bcas2	Gm5341	Surf1	Prrc2a	
Cyp4f13	Letmd1	Epor	Cbll1	
Eif2ak4	Mtfmt		Podnl1	
Chrna1	Cpped1	Btg1	Zfp936	
Srpk3	Lrrc3b	Eif3l	Exosc7	
	Usp16	1810032O08Rik	Dctn3	
Dcc		Irf2	Mrpl47	
Ogfod2	Pfkp	Shisa5	Clcn2	
Atn1	Rab11fip3	Psip1	Ssx2ip	
Gstz1	Epc1	Pitpnm1	Map4k3	
Csnk1d	Hexim1	Rpf1		
Dolk	Cdk10	Parvb	2410006H16Rik	
Zfp259	Pigu	Tmem167b	Pip5k1b	
Lamp3	Tnp1	Tacc1		
	Ctcf			
Akirin1	Dap3	Kbtbd11	Tbpl2	
Slc38a5	Socs7		Agpat5	
Txn2	Twf1		Rps6	
2410006H16Rik	Mrpl40	Tbc1d15	Vps52	
Ass1	Pmm2	Ndufv1		
Mcm7	Prkaca	Psma3	Sigirr	
Hspb9	Smek2	Rit1	Gna14	
Derl1	Cpm	1700029M20Rik	Pde6h	
Mapk14	Cacna1s	Psmb3	Hint3	
Ubash3b	Dus2l	Polm	Eif5a2	
Snapc4	Pdlim2	Ehd4	Dnajc1	
Ngrn	Csnk1e	Man2b1	Cntfr	
	2900092E17Rik	Poldip3	Fbxl14	
Cdh12	Tmem8b	Mkrn1		
Idua	Fam45a	Grap	Atpaf2	
Clic3	Polrmt	Srp9	Fam102a	
Ctrb1	Mlst8	Csnk1g2	Dnttip1	
Scaf4	Gng2	Tmc6	Hnrnpab	
Larp7	2410091C18Rik	Crebzf	Rnpepl1	
Ifi35	Safb2	Fbxw11	Tpm1	
Snhg3	Clec9a	Ctsm	Zc3hav1	
Pgam1	B4galnt4	Gpi1	1110034B05Rik	
Vps54	Akr1b3		Mtfr1	
Elf1	Rnpep	Mpp6	Fam113a	
Mrpl22		H3f3b	Gm2016	
Gm166	Anapc4	Tcp11l2	Slc32a1	
	Med11	Ybx1	Ms4a6d	
Rhpn2	Hcls1	Phactr4	Gm12359	
Aebp2	Mrpl18	Rasa4	Poli	
Gmip	Sema4g	Lrrn3	Rpl7a-ps5	
Mpa2l	Cryaa	Thy1	Kctd7	
Abi3	Pnliprp1	Ass1		
Plcxd2	Ezh1	Rgs14		
Nr2f2	Hnrnpa0	Mpg	Rbm11	
Agpat3	Rcn1	Stk38l	Copg2	
1110051M20Rik	Itgb7	Itgb1	Setdb1	
Sec22b	Pigv	Fam132a	Stk16	
Rab11b	Nme2	Asxl2	Comtd1	
Pip4k2b	Lsm10	Cep63	Plek	
Lrrcc1	Afap1l1	Mfhas1	Cpsf1	
Cdkn2b	Ywhaq	Rpl11		
Sqrdl	Ncl	Rps2	Ntan1	
	Dtx4	Rab40c	2210011C24Rik	
Sytl5	Ptplad2	4732414G09Rik	Lnpep	
Rpl9	Acp5	Zfp277	Haghl	
Rinl	Phf13	Ppp1cc	Abcc2	
Rtn4rl1	Plek	Grpel1	Acot13	
Rnpepl1	Frs2	Csn1s2b	Rdbp	
Npas2	Scd2	Mat2a	Saa1	
Prph2	S100a1	Dpm3	Gipc1	
Cdca8	Psmb10	A3galt2	Psmd12	
Tusc2	Dcp1b	Ccl24	Ncbp1	
Med21	Klf2	Pias1	Cd3g	
Kcnk18	Lhx9	Ncln	Mrvi1	
Ugdh	Gata2	Ppm1m	Fermt3	
Tm4sf1	E130116L18Rik	Adra1b	Tmsb4x	
Dpt	Actr6	Thap3	Bmper	
Arl4a		Nsmce1	Pgk1	
Csf2rb	F9	Nras	Wdr75	
Galk2	Ap3d1	Spg11	Lmo4	
Atp5c1	Sec11c	Akap8l	Olfr183	
Diras2	Pole4	Apbb3	Tmsb10	
Sema3c	Ric8	Snx32	Cidec	
Clns1a	Fbxw11	Trak2	Tomm20l	
Aes	A630001G21Rik	Csgalnact1	Bst2	
Lrpap1	Rps15a	4833442J19Rik	Sez6l2	
Kif21b	Ugt2a3	Phf10	AI316807	
Fdx1	Usp8	Adap1	Pdxp	
Plekha2	Il7r	Rad51c	1700027A23Rik	
Srm	Casp9	Ubiad1		
Cox6a1	Chd8	Eif3a	H2-Ke6	
Gm5736	Fnta	Adck4	Tulp1	
Tmem57	Cd47		Rufy2	
2400001E08Rik	Zwint	Adprhl2	Wisp1	
Stk38	Pi4kb	Slc20a1	Sfxn5	
Mgrn1	R3hcc1	Rngtt	Ifih1	
Zfp865	9030617O03Rik	Epb4.1l4b	Clec4a3	
Armc9	Gpr157	Dync1h1	Sfxn3	
Mthfsd	Lbx2	Pigu	Ptpn12	
Lrrc20	Magi2	Smg1	Mobkl2a	
Mogs	Lars2	Tomm34	Pds5b	
Thtpa	Hsd17b4	Smek2	Hs3st6	
Pvalb	Rasa3	Tecpr1	Rab28	
Usp36	Pdxk	Zkscan5	Rinl	
Acsl5	Actr8	Xiap	Traf4	
Cyp4b1	Psmd6	Tmbim4		
Zfp677	Dlx3	Mrps24	Ddx27	
Dpysl4	Aprt	Ctnnbl1	Gm5918	
Gm5918	U2af2	Acp5	Syde1	
Ubox5	Ppp1r8	Slc25a4	Rnf34	
Cdt1	Hnrnph2	Pgm2	Nrip1	
Golga3	Helb			
Olfr183	Slc20a1	Golga5	Plekha1	
Anapc1	Prmt7	Cyp4b1	Ass1	
	Gm5635	Thoc4	Pla2g4f	
Lgals4	Il27ra		Hmox2	
Bmp2		Rpgrip1	Niacr1	
Twf1	Sparc	Drap1	Ccndbp1	
Ccdc90a		Rgl2	Ube2e3	
Sqstm1	Flrt1	Mad2l2	Trp53inp1	
Mfsd10	Cstf2t	Cpt1a	Zfp654	
Zfp579	AB041803	Uqcr11	4833439L19Rik	
Mcoln2	Inpp4a	Slc35b1	Ndufb6	
Phf10	Sesn1	Prkcq	D11Wsu47e	
Faf1	Apc	Cstf2t	Myadml2	
Plin2	Akr7a5	2700078K21Rik	Tnnc2	
Mrpl30	Stk17b	Vps18	Csk	
Carf	Rps11	Eif4ebp3	Chst14	
Tnfrsf13c	Il3ra	Glt8d1	Laptm5	
Stard8	Telo2	Hddc2	Smc3	
Epha6	Asb8	Asph	Zfp946	
Fryl	Glyr1	Irs2	Irs2	
Isg15	Tnk2	Akr1b3	Eef1e1	
Sprr1b	Mthfd2	AB041803		
Eapp	Dpp8	Itgb1bp1	B230312A22Rik	
Cyp2u1	Man2c1	Hmg20b	Kifc3	
Fgf23	Dgcr14	Tmem115		
Zeb2		Orc6		
Rab37	Slmap	Sf3b3		
Rpl37	Nfe2l2	1110002B05Rik		
Kbtbd11	Cdk9	Csnk1d		
Ssrp1	Itgb1bp1	Mrgprf		
Stxbp2	C8g	Rpusd2		
Gng2	Adprhl2			
Eif2b2	Polm	Phf13		
Cnst		Dus2l		
Zfp92	Nr2e1	Ncaph2		
Nans	Atp2b4	Slc8a3		
Rybp	1110003E01Rik	Ahr		
Pxmp4	Gpn2	Morc4		
Gtf2h3	Dock2	Pcyt2		
Grm7	Nucb1	Akirin2		
Psmd13	Vps41	Ube2o		
Tmem115	Rab25	Gpank1		
Trp63	Ttl			
Pln	Adora2b	Ppbp		
Glmn	Trib2	Hmgcl		
Scaf11	Nup107	Hyal2		
Trmt112	Rpl22	1700112E06Rik		
Timm44	Pvalb	Commd4		
Rrm2	P2rx7	Samd1		
Pdk1	Vars	Tgtp2		
Acer1	3200002M19Rik	Rnf40		
Rfng	4932411N23Rik	Uvrag		
Gnptg	Stk38l			
Cisd3	Tacc1	Ndufv2		
Uck2	Morc4	Rhot1		
Ctsz	Bmp2	Prpsap1		
Brap	Pi16	Hnrnpm		
	Rab27b	Grn		
Lhx5	Rrp36	Arfip2		
Serpine2	Tcf4	F7		
Trappc5	Tmsb4x	Mrpl47		
AI316807		Wdr61		
Prkcsh	Phlda3	Las1l		
Tgm3	Ndufv3	Golga3		
Mknk2	Grap	Kpna2		
Per1	Glod4	Umps		
Apex1	Pard6g	Slc30a5		
Ndufs3		Gsr		
Suv39h1	Ndufa9	Donson		
Map1lc3a	Ppp1r14b	Ifih1		
Cirh1a	Corin	Actr2		
Abcg2	Dpagt1	Ppp1r14b		
Plek	Gm8709	Adrm1		
H2afv	Phf10	Ophn1		
	Cisd3	Ift140		
Prmt7	Rnpepl1	Apc		
D430042O09Rik		Slc39a7		
Gm13157	Zbtb40	Hes5		
Prop1	Rpsa	Gm9104		
Ctsh	Arl4d	Cbx3		
Ckb	Ddx21	Gdap2		
