XFTU	SFTU	SFRC	SFNC	SFRN
Txndc8	Pfdn2	Dgkz	Elane	
Selm		Zbtb7b	Atp5e	Baiap2
Cbs	Lmna	Magoh		Mrps15
Rnf128	Taf2	Ubox5	Epor	Pydc4
Nfyc	Trpc4	Amotl2	Ada	Tas2r140
	AI462493		Sec62	Ap4b1
Alox5ap	Phf23	Arid4a	Pbx1	
1700029G01Rik	Atxn7l2	Pa2g4	Adi1	Dpm3
Smurf1	Cab39	Abca7		5830403L16Rik
	Dusp16	Gm216	Slc3a2	Vps28
Tmem14a	Il17d	Asb3	Cdh12	5730494M16Rik
Tpra1	Rpl30	Slc25a17	Kcnd3	Txndc17
Eya1	E330020D12Rik	Camk1g	Msx2	Med29
Smc1a	Hdlbp		AI462493	Serpina3c
Rps6kb1	Rcn3	Ptp4a2	Tubb2c	Med11
Gng5	0610009D07Rik	Fam113a	Edem1	Tomm34
Gsdmc	Tab1	Ada	Ccdc123	D6Mm5e
Ptprh	Gdpd2	Gabrr1	Cope	Dlg1
Myl6	Tuba1b	Pla2g12a	Rnf25	Efs
Zfp943			Tal1	Fgf18
Zscan10	Aldoa		Chst12	Zfp112
Gm9992	1700057K13Rik	Pnck	Dnajc12	Rundc3a
Map4k2	Ssbp1	Lass4	Dnahc17	Copa
Hmgb1		Selm	Chordc1	Ap3s2
Clec18a	Gm7935	Nup54	Atox1	Suv39h1
Tbrg4	Dtx3l	Rtp2	Atp6v0e	Gm7849
Arfgef1	Trappc6a		Tbpl1	Get4
	Nsa2	Rab5a	Arhgap26	Sbf2
Rchy1	Slc6a6	Tmem208	Uba52	Itga5
Guca2a		Rplp1	Avpi1	Pdgfb
Ccdc124	Rnaseh2c	0610009D07Rik	Phf5a	Top2b
Rdx	Sf3b5	Pbx1	Ndufa7	3110047P20Rik
Cdh26	Ush1g	Cyp21a1	1190002H23Rik	Katnb1
Rpl27	Skp1a	4933434E20Rik	Eif3j	Wipf1
Sox5	Ahcyl2	Ndufa5	Ubb	Vrk3
Prss53	Pdzk1	Nr2f2		Agtr2
	Vipar	Vkorc1	1700029G01Rik	Ddx52
Tubb2c	Zmynd8	H19	Ctnna1	Anapc4
Relb	Adrb1	Yipf3	BC066135	Dnajb1
Lmna	Klf6	Samm50		Wdr48
Arr3	Nfyc	Nfatc4	Thoc6	Ms4a10
Srsf5	Spaca4	Vmn1r172	Tgif2	Usp5
Rdm1	Arap2	BC029722	Wdr82	Cideb
Lancl1	Nkain1	Oxct1	Cox4i2	Gstm3
Cln5	Baiap2	Ap3b1	D430041D05Rik	Klrb1b
	Tlr7	Stx17	Nr2c2ap	Olfr1124
Mbd2	Ramp1	Ppp2r5d	Ufsp1	Plcb2
	Rnf19a	Dnase1l1	1810022C23Rik	Naaa
Sympk	Klc1	Dicer1	Mrps31	Foxp3
Podnl1	Rpl36	Ppt2	2700029M09Rik	
Gmppb	Txnl4a	Dscr3	Myl12b	2410091C18Rik
Ahr	Fkrp	P2rx1	Plcb2	Cdc42ep3
Gm9970	Dgkz	1500011K16Rik	Cd47	Ampd1
Anxa7	Tubgcp4	Mvk	H47	Dnahc5
Trpc4	Ints9	Ppp2ca	Dnase1l1	Ogt
Snx2		Rev3l	Luc7l	Nos3
	Tmem204	Srp72	Pdlim7	Pla2g1b
	Camk1g	Sim2	Sprr1a	
Sod1	Lcp2	Cdh12	Samd14	
Wrb	Cbs	Pnrc1	Rad51c	Tes
Casp2	Naa20	Rpl26-ps2	Itpa	Vhl
Arpc3	Ttc23l	Dbi	Lrrc2	Pnck
Drp2	Sfxn1	Vipar	Lsm12	Rpl35
Sco1	Rpusd3		Rcn3	Gdpd2
Pacsin1	Ift46	Hp1bp3	Trappc6a	Smap2
Srsf1	Morf4l1	H2afy2	Ppp2r5d	Fasl
Sstr5	0610037P05Rik	Ddx28	Cyp2s1	
Zer1	Ddost	Gm9992	Senp3	Map3k1
Psma3	Tnfrsf4	BC066135	Rab11a	
Gchfr	Spg7	Sec62	Eftud2	Ttc12
Atp6v0a2	Kcnh4	Znhit1	Ptpn1	Prrxl1
Eif4e2	Rac1	Mrps33	Slc10a1	Cd300e
Lsm6	Panx1	Arhgap39	Rfk	Naa35
Irak1	Pbx2	Rps29	Senp7	Apoa5
Lsmd1	Pde5a	Ufsp1	3110047P20Rik	Wdr61
Rpl7a	Pdcd6	Stx2	Gm749	Tmem82
Upf3a	Myl6	Ldb1	Prpf6	Prpf6
Manbal	Mbd2	Gm7935	4930404H24Rik	Rpl21
Atp6v0e	Wdr1	Itih4	Bcl7b	Serping1
Panx1	Ddx50		1700057K13Rik	Slc39a1
Nlgn3	Got2	Dpysl4	Twf2	Rpl37
	Gtpbp3	Naip2	Mast4	Cerk
Tab1	Klk1b21	Csrnp3	Lmnb2	Hsd17b11
Uxt	Akap7	Rpusd3	Atp5d	Derl2
Esrp1	Sstr5	Rbfa	Ltbp2	
Lepr	Adrm1	Cngb1	Caln1	Pdlim2
Lgi4		E330020D12Rik	Esrp1	Lyzl4
1110003E01Rik	Ass1		Polr2f	Zfp598
Apc2	Tom1	Abcf1	B3galt4	Olfr538
	Dnm1	Rpl36	Gp6	
Paqr6	Fkbp8	Tdp1	Trafd1	Hnrnpul1
Trmu	Tceal6	Myl12b	Pf4	Cryzl1
Dyrk1a		Zfp687	Ap3m1	Fcgrt
Znhit1	Arnt	Ahsa1	Efs	Wfdc15a
Rcl1	Ly6k	Psmb5	Pgs1	Caly
Aldh3a1	Stard3	Zfp414	Mtdh	Htr3b
Btg1	Chchd3	Ap2s1	Gnai3	Csf3r
3110062M04Rik	Chd2	Cnih		
Cnot6	Cyp21a1	Vti1b	Cd93	Itgax
Aida	Gm826	Ctsz	As3mt	Btg1
Tnip2	Zcrb1	Rpl27a	Cdhr2	A230046K03Rik
Strn4	Hibadh	Pole4	Gtpbp2	Agpat5
Rabac1	Ppig	Abpe	Ccs	Kctd10
Lyz1	Plscr3	Rab15	Syngr1	Wrap53
Atp5e		Ube2q1		6530439I21
Cstb	Cpsf3l	Banf1	Arrb2	Polr2e
Ddit3	Arpc5	Trappc5	Prf1	Fam53a
Tubg1	Fndc3c1	Ccdc28b	Hemk1	Abhd11
H47	Aida	Rad21		Slc22a1
Uqcr11	Scn8a	Rps16	Upf2	Flna
Bcar3	Ptchd1	Tubb5		Clasrp
Llph	Samm50	Tmem192	Siah1b	Gm5087
Scd2	Serpina11	B3galt4	Hist1h2ba	Spo11
Myst3	Ufsp1	Msx2	Rpl38	Khdrbs1
Mlh1	Fhod1	Cd300c		Raf1
Smc2	Dtx1	Hrh3		Trmt2a
Alox12b	Ppp2r5d	Tubg1	Cetn1	Rpl22
Cyc1	Tmem87a	1810006K21Rik	Adck5	Atp13a4
Lrfn1	Dnajc17	Rpl38	Fhl3	
Tspan32	Nck2	Gm5316	Ube2o	Tmem109
Slc36a1	Chmp1a	2410001C21Rik	Gjb1	BC029722
Slc28a1	Dctpp1	Pcgf5	Stom	Mcat
Slc35b1	Dok1	Rnf145	Gm9992	Ywhaq
Polr2l		Fam50a	Cngb1	Rnf207
Gm22	Pde6g	Mdm2	Mgmt	Mpa2l
Ppm1b	Anxa5	Pla2g1b	Naip2	Kcnrg
Nos3	4930453N24Rik	Szt2	Chmp2a	Lztr1
Vpreb3	Cops7a	Kin		Ppm1l
Cxcr3	Gm5751	Arr3	Aldoa	Arhgap27
Haghl	Luzp1	Cops7a	BC003266	Wdfy3
Psen2	Zcchc2	Sdf4	Tmem14a	
Lysmd1	Slc10a1	Itih1	Acadm	B4galt3
Ap3s2	Spr	Coro1b	Yaf2	Rps5
Spnb2	Eftud2	Pak1ip1	Tuba1b	Piga
Serf2	1700027D21Rik	Nr1h2	Ptrf	
	Ddx3x	Zcchc2	Dhcr24	Gtf3c5
Setd8	Thoc6	Atp6v0e	Abca7	Ndufa8
4732414G09Rik	Gm4978	Ppil2	Slc36a1	Mlh1
Ntan1	Arf6		4833422C13Rik	Flcn
2400003C14Rik	Ndufa7	Atp5j2	Ssbp1	Sirt1
Hnrnpu	Uba5	Thoc6	Nup133	Slc10a1
Acap1	Znrd1	Bzw1	Mbnl2	Snx3
	Csrnp3	Fip1l1	Gxylt2	Dlg4
2310007L24Rik	Aph1a	Mrpl12	Slc28a1	Fam160b1
Mthfd2	Gp6	Lctl	Gabarapl1	Alas1
Zcchc2	Lrrc8b	Nkain1	Stx2	Ttll10
Vps41	Slx1b	4930568D16Rik	Smg5	Eif2b4
Tmem18	Gpr172b	Prmt5	Dnm1	Amica1
Esco1	Grcc10		Ush1g	Echs1
Npr2	Gm14378	Rnf167	Ppil2	Ift140
Siglech	Naip2	Nsa2	Pla2g10	Triml1
	Dnajc8	Slc41a3	Slc9a3r2	Hcn1
Kars	Ddx28	Med30	Dock8	Ebna1bp2
Lgmn	Twf2	Sdha	Mrpl18	Lsp1
Gne	Rps29	1190002H23Rik	Bzw1	Spaca4
Rpl18a	Rps6kb1	Dpp3	Asph	Lix1l
Cpm	Cyb5r3	Tas1r3	Adrb1	Sdr39u1
Gamt	Nans	Esrp1	2610301G19Rik	Amotl2
Ndufa12	Siah1b	Ddost	Afmid	Arl8b
Stfa3	C130039O16Rik	Lmnb2		Taf12
Pcnxl3	Shf	Rpl21-ps1	Mcm7	Hsd3b4
Bicd2	Glipr2	Ypel5	Rpl19	Slc28a2
	Ppp2cb	Gm10318	Cox7a2l	2410076I21Rik
Lrrc27	Nif3l1	Dek	Nfatc4	Akr1c18
	Ccdc86	Triobp	Spsb3	Prr16
Eif5a2	Arr3	Treml1	Lemd3	Clasp2
Zfp187	Dnajc12	Tceal6	Ift46	Syngr1
Etfb	Vps11	H2-Ke2	H2afy2	
Tmem54	Rtp2	Rcn3	Josd2	Pax4
Rplp1	Atp5d	Tmem131		Ctnnbl1
Dus1l	Snrpd3	Rpl19	Abcf1	Nfatc1
Ncoa5	Cryab	Ly6k	U46068	
Nova2	Chi3l3	Sumo1		St3gal2
Prkcd	Cpne5	Elmo3	Tbxa2r	Chst14
Tmed10	Zfp92	Cpsf4	Prdx5	Dctn3
Pdp2	Pnck	Rhobtb2	Ndufb7	Ppm1h
Tmem134	Rnf167	Trpc4	Sdf4	Clps
Sfxn3	Cirh1a	Acaa2		Dnm2
Orc6	Rps18	Ubxn6	Abi3	Cttnbp2nl
Ahcyl2	Anapc5	Snca	Pnkd	Phc1
Sra1	Cldn9	Fdxr		Chordc1
Cxcr6	Wdr63	Pcnxl3	Rac1	Tnni3k
Csgalnact2	Sra1	Acadm	Gm5751	Usp16
Slc30a1	Gm22	C130026I21Rik	Mocs2	Oxtr
Tmem204	Wdr82	Acot13	Rnf216	Elovl4
Adrb1	Mcm4	Tfip11	Slc1a5	Fam132a
Nek8	Cdc42se2	Creb1	Naa15	2510012J08Rik
Mcoln1	Ctnna1	Sstr5	Sctr	Mrps10
Ndufaf4	Asb6	Pfdn2	H19	Gorasp2
Rsu1		Gpr172b	Zfp329	Spata2
Prr14	Rps24-ps2	Nrbf2	Cacybp	Arhgap39
Pten	Rpl3	Lars	Nck2	Atp6v0a4
Psg27	Tiam1	Disc1	Acadvl	Rnf215
Cdk4	Capza1	Spg7	Eif4ebp1	Stat4
Yaf2	Fhl3	U46068	Nme3	Dpm2
Dhps	Apoa5	Rpl3	Gm216	Ephx1
Cox7a2l	Slc27a1	Fbl	Dcaf17	C1qtnf6
Rpl7a-ps5	Srsf5	Gm22	Ube4b	Mtap4
Cd79a	Clip1	Aig1	G2e3	Cyp2r1
Arhgef10l	Gtpbp2			Mmrn2
Lamp2	Elovl1	Elovl6	Igbp1	4833442J19Rik
Sema6c	Amotl2		Dtx1	Cdk5r1
Aff1	Pla2g12b	Dvl1	Samm50	Nog
Parm1	Dhx33	Arf6	Zfp579	
Rpl10	Arid4a	Bckdk	Max	
Chst3	Gna14	Cyb5r3	Pfn1	
1110007C09Rik	Polr3c	Gm6813	Stat3	
Nr3c1	Tubg1	Nr5a1	Ahr	
Tnfrsf4	Ptrf	Polr3h	Lrp6	
Irs2		Bcl10	Rpl27a	
Aqp2	Stfa3	Dbnl	Sod1	
Nfkbib	Zscan10	Cbs	Ube2q1	
Uba5	Rabac1	Sun2	Tbl1xr1	
	Atf4	Mrps18b	Fbxl2	
Ube2o	Ndrg3	Pemt	Urm1	
Qprt	Srgap2	Tubb2c	Traf7	
Oxct1	Ndufaf4	Spcs2	Cbs	
Cpsf4	Rpl18	Socs7	Gchfr	
Rad21	1500012F01Rik	Rnf19a	Dek	
Itih1	Secisbp2	Amdhd2	Gng11	
Pmpcb	Caly	Lrp6	Uqcr11	
Myl12b	Gm10318	H47	Panx1	
Ints9	Pcgf5	Ass1	Spaca4	
Amz1	Gm5069	Anapc16	Tssk4	
Dnajb11	Krtap5-5	Kdm5b	Abpe	
Nif3l1	Capn3	Asb6	Zbtb7b	
Ndufa4	Rdm1	Srsf5	Ptprh	
Adrm1	Psenen	Phc2	Hlcs	
Pde5a	Zbtb5	Parl	Pdcd6	
Psmd7	Yaf2	Idh3g	Psmd8	
Gm16378	Pla2g1b	Mtfmt	Smurf1	
	Tm4sf1	Cyp2r1	Flot1	
Pdlim1	Clk2	Lyrm2	Bdh1	
LOC100505283	Hemk1	Tssk4	Smad4	
Tmem222	Alox12b	Trafd1	Spast	
Med12	Supt6h	Sorl1	Secisbp2	
Apoa1bp	Tbrg4	Apeh	Nus1	
2900010J23Rik	Hist1h2ba	Vps11	Sirt2	
Fkrp	Nbl1	Capza1	Usp54	
Cdc27	Lyl1	Nrsn2	Cbx3	
Ergic3	Phka2	Tas2r131		
	Glyctk	Psmd13	Cryab	
D430041D05Rik	Tsga8	Cab39	Aatk	
2810417H13Rik	Ubxn1	Hibadh	Pygm	
Aph1a	S100a5	Igbp1	Cyp4a12b	
Exosc10	Gimap9		Baiap2	
Rnf4	Ccdc90a	Scamp2	Tmem192	
Trpv2	Psmd11	Crebbp	Wtap	
Got2	Mafa	Krt9	Ndn	
1700009P17Rik	Ube2q1	Nova2	Spr	
Pitpnc1	Caln1	Smurf1	Gm10318	
6430531B16Rik	H2afz	Clip1	Bap1	
Slc27a1	Ccs	Fas	Ramp1	
Ctdsp2	B3galt4	Hadhb		
Isca1		Dctn3	2400001E08Rik	
	Hsd17b10		Robld3	
Ubiad1	Papd5	Tmem14a		
Gm4953	5033414D02Rik	Sra1	Sdcbp	
Rgl2	Itm2c	Ddx26b	Plekhg5	
Zfand2b	Stard9	Rnaseh2c	Rccd1	
Ostc	Tas2r131	Rps27l	Prss53	
0610037P05Rik	Arpc1a	Fhod1	Ddx21	
Hp1bp3		As3mt	Pcyt1a	
Hsd17b10	4632428N05Rik	Bfsp1	Vax2	
Stat3	Ifi35	Mrpl27	0610009D07Rik	
Tubb4	Nucks1	Ptpn1	Dda1	
	Gchfr	Myl6	BC005537	
Rac3	Tbl1xr1	Tlr7	Aida	
Slc35d1	Krt9	Ankra2	Nsa2	
Pik3cg	Cacybp	Polr3k	Hmgb1	
Lmnb2	Adck4	Npr2	Nans	
Gm15645	Chchd7	C330006K01Rik	Tor1b	
Syt5	Ahr	Kif19a	Atf4	
Eif4g1	Bud31	Atp5d	Cab39	
Tmem49	Fbxo41	Prcc	Rpl7a	
Msl1	Def8	Eme1	Arap2	
Ilkap	Pcnxl3	Psmd3		
Acad10	Eif3e		Tuba4a	
Max	Lbx1	Ina	Aig1	
1700027A23Rik	Ndufa3	Ppan	Tubb5	
1500004F05Rik	Csf1	Gm11346	Rps2	
Acot8	Gpatch2	Cdc42se2	Ubxn1	
	Dek		Rgs10	
Aff3	Atp6v0b	Znfx1	Rev3l	
Zfp771	1600027N09Rik	Rps18	Ube2z	
Arf6	Qk	Mtx1	Ppm1b	
Ing3	Gm6498	Skp1a	Rpl36	
Shmt2	Ina	Ceacam13	Gm8580	
Dennd5a	Pla2g10	Fdx1	Vrk1	
Lamc1	Gm11346	Apoa5	Rad21	
Rpl27a	Cdc37	Tbpl1	G6pdx	
Bckdk	Cdc27	Lrpap1	Tcfap2d	
Gspt1	Sgms1	Zscan10		
Gm216	Exosc8	Phf21a	Tmem179	
Msi1			Coro1b	
Rala	Actl7a	Rmnd1	Nfyc	
Rpl19	Cpsf7	Mcmbp	Rspry1	
Ddx28	Sirt2	Psma6		
Pla2g12a	Slc39a4	Slc36a1	Trim32	
Map2k1	Rad51c	Kdm1a	Dpm2	
Nxf1	Crebbp	Naa15	Suv39h2	
Clec2i	Jkamp		Dpp7	
Nkg7	4930404H24Rik	Slc12a7	Cd4	
Mrps14	Mcoln1	Ier3ip1	Ywhah	
Vamp8	Dyrk1a	Ikzf1	Pnrc1	
Xrcc1	Nrsn2	Rnf6	Tacc1	
Rnasek	Samd14	Fxc1	Crebbp	
Sox4	Tmtc1	Vrk3		
Ube4b	Rnf4	Sepw1		
Elovl1		Setd7	Fbxo33	
Vrk3	Actr1a	Znrd1	Nfx1	
Hint3	Gm12298	Ppp2cb	Prdx3	
Abcb8	Fam40b	Actl7a	Pa2g4	
Prkaa1	Pa2g4	Bdh1	Hp1bp3	
Trappc6a	Gtf2h1	Gchfr	Magoh	
Amdhd2	Uba7	Ltbp2	Fkbp8	
Ndufs4	Eya1		Tlr7	
Pafah1b1	Hlcs	Ndufb3		
Rpa3	Pgk2	Kif17	Magt1	
Mcat	Hmgb1	Tmub2	Tspo	
Herc1	2610019F03Rik	Gars		
Cpsf7	Itih4	Ndufa12	Adcy9	
Tacc1	Cryzl1	4930529M08Rik	Polr2d	
Steap3	Casp6	Blmh	Gabrr1	
	Rpl34	Casp8	Psmd13	
Sugp1	Max	Prdx5	Rtn3	
Nme6	Gm5623	Sstr4	Dhx33	
Msl2	B230369F24Rik	Pcnp	Acaa2	
Rev3l	Abcf1	Pgk2	Dpp3	
Cd320	Gapdh	Izumo4	Eif3h	
Ubb	Vkorc1	Cog4	Ech1	
Erbb2ip	Pik3cg	Gm5239	Caly	
Ctdspl	5730494M16Rik	Bst2	Casp8	
Lemd2	Kif17	2200002D01Rik	Nadk	
Cops5	Tubb2a	Nlrp1a	Stard3	
Pitpnm1	AB124611	Lamp2	Ciapin1	
Nme3	Otub1	Rpl18	Ssr3	
Hrh3	Upf2	Gcsh	Otof	
Cdc37	Cxcr3	Fam69c	Hhex	
Stag2	Bzw1	Zfc3h1	Slc35b1	
1810046J19Rik	Ctdnep1	Wrb	Nrbf2	
Rmnd1	Ppp2r2d	Dpp7	Tpra1	
Exoc5	Hnrnpab	Syt5	Atp6v0b	
Chmp7	Cd79a	Smc3	Camk2d	
Mif4gd	Traf3ip3	Ttc12	Srp72	
Bnip3l	Ptprh	Upf2	Tiam1	
Dus2l	Eef1b2	Cdc37	Casp6	
P2ry1	Actn4	Tnfrsf4	2610029I01Rik	
Coro1b	Prss53	Tmed10		
Zbtb7b	Kcnk4	Exosc7	Pinx1	
Zfp414	Setd7	Nck2	Gimap9	
Gna15	Kars	Gpr155	Mapkapk2	
1700021K19Rik	Ptpn11	Bap1	Nkain1	
E330016A19Rik	Zer1	Gsdmc3	Dohh	
Cd300e	Vrk3	Lcp2	Kdelr1	
Gm5751	Srp72	Csgalnact2	Chchd3	
Mtss1l	2310007L24Rik	Mettl11a	Mast2	
Capns1	Camk2d	Lims2	Anapc5	
Calm1	Cd7	Phb2	Kif19a	
Sars	Lass4	Serpina11	Rnf5	
1700057K13Rik	Suv39h2	Rfwd3	1500032L24Rik	
Cdc42se2	Ahsa1	Id2	Slx1b	
BC006779	Papd4	5033414D02Rik	Itih1	
Elmo3	Gabrr1	Strn4	Bicd2	
Srp72	Dapl1	2810417H13Rik	Ube3b	
Aaas	Cnot6	2310007L24Rik	Mpg	
Barx2	Dapp1	Dctpp1	Gm5069	
Ankra2	Rchy1	Exosc8	Sort1	
P2rx1	Stub1	Amotl1	Cops7a	
Tm6sf1	Lamp2	Rpl35	Qk	
Tmem91	Rasa4	Eef1b2	Csgalnact1	
Cyp2r1	Irak1	Usp3		
Tmem131	Psma6	Cpsf7	Lims1	
Lztr1	Eml2	Trappc10	Gm826	
Fhl3	Tmem101	Prrc2a	Cyp21a1	
Ccne1	Ssr3	Rps6kb1	Fbxl3	
Traf7	Rpl18a	Tab1	Morf4l1	
Nfe2	Clec4g	Tpra1	Rps2	
Cd81	Dvl1	Cdc26	Gpr155	
Cpsf3l	Ier3ip1	Krtap5-5	Hnrnpul1	
Elovl6	Cdc42se1	Zbtb40	Zcchc2	
Cog1	Fbxw4	Chd2	Stub1	
Ier3ip1	Ndufb8	Cdk5rap3	Phc2	
Aldh1l1	Tsen15	Phf23	Iqce	
Nfe2l2	Lyrm2	Sp1	Rnf167	
F2r	Esrp1	Gspt1		
2610301G19Rik	Srsf6	1810009A15Rik	Ubl5	
Gm6994	Ssb	Taok1	Srgap2	
Camk2d	Pten	Cd93	Uba5	
D5Ertd579e	Armc1	Slc6a6	Sgms1	
1600027N09Rik	Dpysl4	Nans	Ndufb8	
Grcc10	Chst15	Ahcyl2	Pstk	
Churc1	Apoa1bp	Chd8	Luzp1	
Tbl1xr1	Ndrg2		Psma5	
Dicer1	Saa1	Tmx2	Galnt1	
Mrpl40	Rbx1	S100a5	Gstt1	
	Cd93	Siah1b	Sf3b5	
2610035D17Rik	Spsb3	Cops5	Nova2	
Mtx1	Psmd7	1700057K13Rik	Bckdk	
Slc44a1	Recql	Nhp2l1	Ranbp2	
Zdhhc12	As3mt	Eif3h	Sstr5	
Lix1l	Sox4	Eif3g	Eif3k	
Naip2	Vti1b	Rpl34	Serpina11	
Jkamp	Rit1	Fmo5	Psmd11	
Gm5623	Arhgap39	Map4k2	Lctl	
Capn3	Psmd3	Fuk	Slc27a1	
Fyn	Phkg2	Atp11a	H2-Ke2	
Usp3	Lyz1	Gnl2	Ddost	
Snap29	Map3k4	Gm826	Pisd	
Atxn7l2	Dctn3	Psmd12	2700023E23Rik	
1810037I17Rik	Mthfr	Ppig	Oxct1	
C130039O16Rik	Ptp4a1	Nde1	Bid	
Ssr3		Pten	Mctp1	
Kif17	Psmc3	Ndufaf4	Tas2r131	
Rfc5	Tmem131	Secisbp2		
Stip1	Nrsn1	Ube4b	Rbmx	
Gstm1	Nlrp1a	1110004F10Rik		
Dnase1l1	Rfxank	Akap7	Chmp1a	
Prss50	Dscr3	Myeov2	Ptchd1	
Map2k6	Fbxl3	Rinl	Wdr1	
Irf5	Ndufa12		Eno2	
Egfl8	Sars	Tbcc	2310045N01Rik	
Fbxo8		Nif3l1	Phkg2	
Atp7a	Tmem192	Naa20	Gm5820	
Hist1h2ba	Rinl	Tecr	Gstk1	
Mknk1	Sorl1	1700069B07Rik	Akap7	
AW551984	Siglech	Pex16	Vps11	
Rpl18	2900010J23Rik	Slu7	Kcnh4	
Vmn2r4	Ankra2	Gtf2h1	Rnf145	
1810009A15Rik	Slc1a5	Lgi4	Lzts1	
Slain1		Clk2	Vipar	
Id3	Gm4953	Gys1	Ndufaf4	
Dgkz	Sun2	Lpcat3	Slc39a4	
Gm364	Sstr4	Klhdc4	Rnf4	
Tceb2	Ikzf1	Rnf4	Pde4c	
Spast	Akr1b7	Tnfrsf25	Rgs11	
Ssb	Igbp1	Il17d	Uba7	
Mtx2	Rabgef1	Rdm1	Arf4	
Dusp23	Polr2f	Mcat	2810002N01Rik	
Alkbh6	Eif5a2	Pfn1	Papd4	
Ostf1	Rbm15b	Pabpn1	Ccr9	
Rnf115	Med30	Gm4953	Ndufa5	
Ptprcap	Gabarapl1	Ckap5	Trpc4	
Nisch	Ltc4s	Vav1	Mcee	
Ddx56	2310003C23Rik	Msx1	Ttll10	
Dap		Fcrl5	Triobp	
Gimap9	Tmem63a	Mafa	Copa	
Lrwd1	Gng5	Aldh1l1	E130116L18Rik	
Upf2	Mettl11a	Mfng	Pold4	
Mdh2	D11Wsu47e	Pstk	Arid4a	
Dtx1	Rps2	Wdr73	Mthfr	
Pdcd6	Pdlim4	Slc39a4	Rnf181	
Dynlrb1	Atf5	Rpl10	Rpl18	
Lrrtm1	Npr2	Alox12b	Taf10	
Bfsp2		Traf3ip3	Tmem101	
Slc38a2	Mfng	Lst1	Rfxank	
Syt13	Etfa	Vezf1	Capn3	
Pldn	Mcat	Nfkbib	Recql	
Tmsb4x	Gorasp2	Pink1	Ninj1	
Supt5h	Aebp2	Pip4k2c	Cycs	
Anapc5	Ywhaz		Scap	
Cdkal1	Mdh2	Nfyc	Fbl	
Ak8	Rnf216	Clasrp	Scamp2	
Ace	Ndufa5	Magt1	Dbi	
Atp2a3	Tlr12	Map3k4	COX3	
Zfp959	Psmd12	2510012J08Rik	Igbp1b	
Gm8709	Dpp7	Mtif2	Cdc37	
Yipf1	Nfatc4	Mapkapk2	Mfng	
Msx2		Loxhd1	Nr2f2	
Cox8a	Rpl10	Anapc5	B230369F24Rik	
Sigirr	Layn	Epc1	Gtf2h1	
Akap7	Rpl7a	Hmgb1	Gm6498	
LOC668917	H2-Ke2	Vps28	Ppp2ca	
Vipar	Itgam	Camk2d		
Rgs18	Tle3	Psen2	Prkaca	
Phf5a	Eif3g	Klk8	Adk	
Hectd3		Aggf1	Glipr2	
Rnf25	Dhcr24	Chst12	Npr2	
Rps18	Cd300c	Slx1b	Scn11a	
Lonrf1	2210013O21Rik	Etfa	Pde5a	
2810006K23Rik	Cox4i2	Zdhhc9	Adck4	
Hmgb3	Mpg	Rnf215	Otub1	
Tnfrsf9	Maf1	Mbd2	Tsga8	
	Gpr107	Arap2	Naa20	
Mnt	Hdgfrp2	Pla2g10	Esd	
Nr1h2	Mcmbp	Ift46	Bola3	
Ets1	Ddx47	Upp1	Gnai2	
Tm7sf3	Lpcat3	Ebna1bp2	Fhod1	
Mapre1	Prkaa1	Gstk1	Atp5j2	
	Naa15	Stub1	Creb1	
	Ak3	Ywhah	Aldh1l1	
Arhgap39	Hrh3	Cpsf3	D5Ertd579e	
	Prickle1	Cdca8	Eno3	
Tgtp2	Rnf5	Upf3a	Abtb1	
Tsga8		Hes6	Ppp1r14c	
Acp5	Fxn	Mdh2	Atp7a	
		Otof	Parvb	
Casp9	Gm4838	Parp8	Dvl1	
Naa15	Tas2r113	Scyl1	Pten	
Luzp1	Parp8	Flii	Spcs2	
Rell1	Aldh1l1	Gm12298	Cd81	
Tnip1	Amdhd2	Cope	Rpl41	
	Etf1	Prss53	Tmem134	
Plp1	Pdpk1	Itm2c	Rpl34	
Dnajc1		Psmc3	Tubgcp4	
2810453I06Rik	Bad	Nos3	Rbfa	
Gtf2h1	Fam173b	Rfc2	Esco1	
Cntn6	Pstk	Csnk2a1	Mrps10	
Calm2	Dpp3	Sdhb	Gm7935	
Fgfr1op2	Tas1r3	Ern1	Itga6	
Pf4	Rngtt	Vps52	Mcm4	
Slc25a11	BC030867	Dapp1	Ecm1	
Gtpbp2	Traf2	Dtx1	Grb2	
Dpp7	Csgalnact2	Ctnna1	Alox12b	
Trp53inp1	Taf10	Pde5a	Csnk2a1	
Lactb	Shmt2	Polr1a	Padi1	
Tmc6	Pak1ip1	Fam160b1	Cdkn2b	
Cltc	Dda1	Slc27a1	Gng10	
Nde1	Fbxo33	Smad4	Nbl1	
Lcmt1	Med21	2610002J02Rik	Cpsf3l	
Ranbp2	Bfsp1	4632428N05Rik	Tat	
Ift46	Vmn1r59	Cpsf3l	Psme1	
Abtb2	Wfdc16	Tmem42	Cyp2b10	
Papola	Disc1	Gpatch2		
Arhgap21	Comtd1	Gm5623	Psmb5	
Gpr172b	Serpina3b	S100a1	Fem1a	
	Magt1	Dnajc8	Rtp2	
Mtdh	Lsm12	Fnta	Tmem208	
Trib2	Bdh1	Rpl4	Piga	
Krtap5-5	Lrpap1	Rbck1	Actr1a	
Mbl2	Abtb2	Mrps15	Actn1	
Hiat1	Trappc5	Hnrnpab	Lancl1	
Uba52	Cog4	Zbtb5	Hsd17b10	
