AllCombined	Arc	BLA	BNST	CGC	CMA	dorCA1	dorDG	HB	ILC	InsularCortex	LC	LH	LS	MDT	MPOA	MS	NaCcore	NaCshell	PAG	PLC	PVN	Raphe	SNT	venCA1	venDG	VMH	VTA
ENSRNOT00000024392									ENSRNOT00000037291																		
ENSRNOT00000005100									ENSRNOT00000072208																		
ENSRNOT00000016351									ENSRNOT00000003447																		
ENSRNOT00000015725									ENSRNOT00000002299																		
ENSRNOT00000001415									ENSRNOT00000005908																		
ENSRNOT00000026651									ENSRNOT00000067813																		
ENSRNOT00000012327									ENSRNOT00000049592																		
ENSRNOT00000073564									ENSRNOT00000028869																		
ENSRNOT00000049262									ENSRNOT00000001466																		
ENSRNOT00000005132									ENSRNOT00000054948																		
ENSRNOT00000011565									ENSRNOT00000003843																		
ENSRNOT00000026273									ENSRNOT00000055158																		
ENSRNOT00000016038									ENSRNOT00000034041																		
ENSRNOT00000014988									ENSRNOT00000032112																		
ENSRNOT00000017712									ENSRNOT00000025342																		
ENSRNOT00000024753									ENSRNOT00000018739																		
ENSRNOT00000033684									ENSRNOT00000000527																		
ENSRNOT00000002407									ENSRNOT00000072261																		
ENSRNOT00000004314									ENSRNOT00000043831																		
ENSRNOT00000004329									ENSRNOT00000058520																		
ENSRNOT00000055114									ENSRNOT00000038547																		
ENSRNOT00000016749									ENSRNOT00000001238																		
ENSRNOT00000021608									ENSRNOT00000016475																		
ENSRNOT00000034389									ENSRNOT00000011466																		
ENSRNOT00000020385									ENSRNOT00000015908																		
ENSRNOT00000025392									ENSRNOT00000004104																		
ENSRNOT00000032481									ENSRNOT00000001971																		
ENSRNOT00000008944									ENSRNOT00000002866																		
ENSRNOT00000050891									ENSRNOT00000061980																		
ENSRNOT00000054681									ENSRNOT00000009606																		
ENSRNOT00000006753									ENSRNOT00000022585																		
ENSRNOT00000028363									ENSRNOT00000071406																		
ENSRNOT00000013220									ENSRNOT00000011780																		
ENSRNOT00000017984									ENSRNOT00000074810																		
ENSRNOT00000028751									ENSRNOT00000050716																		
ENSRNOT00000004653									ENSRNOT00000010636																		
ENSRNOT00000031252									ENSRNOT00000011109																		
ENSRNOT00000014377									ENSRNOT00000073239																		
ENSRNOT00000036430									ENSRNOT00000055210																		
ENSRNOT00000005611									ENSRNOT00000065678																		
ENSRNOT00000023257									ENSRNOT00000047105																		
ENSRNOT00000038138									ENSRNOT00000072294																		
ENSRNOT00000073428									ENSRNOT00000008813																		
ENSRNOT00000017714									ENSRNOT00000066794																		
ENSRNOT00000067998									ENSRNOT00000028615																		
ENSRNOT00000026696									ENSRNOT00000011665																		
ENSRNOT00000047731									ENSRNOT00000019672																		
ENSRNOT00000014395									ENSRNOT00000036907																		
ENSRNOT00000071269									ENSRNOT00000012017																		
ENSRNOT00000028373									ENSRNOT00000006415																		
ENSRNOT00000056392									ENSRNOT00000001791																		
ENSRNOT00000006646									ENSRNOT00000008161																		
ENSRNOT00000058414									ENSRNOT00000011887																		
ENSRNOT00000010399									ENSRNOT00000015150																		
ENSRNOT00000055829									ENSRNOT00000029629																		
ENSRNOT00000005400									ENSRNOT00000023060																		
ENSRNOT00000013176									ENSRNOT00000031935																		
ENSRNOT00000004083									ENSRNOT00000039341																		
ENSRNOT00000006186									ENSRNOT00000002003																		
ENSRNOT00000015560									ENSRNOT00000070961																		
ENSRNOT00000030825									ENSRNOT00000067649																		
ENSRNOT00000064893									ENSRNOT00000030760																		
ENSRNOT00000007612									ENSRNOT00000024068																		
ENSRNOT00000016445									ENSRNOT00000010081																		
ENSRNOT00000065128									ENSRNOT00000051438																		
ENSRNOT00000025228									ENSRNOT00000051732																		
ENSRNOT00000011408									ENSRNOT00000022813																		
ENSRNOT00000018742									ENSRNOT00000019101																		
ENSRNOT00000027666									ENSRNOT00000037790																		
ENSRNOT00000021271									ENSRNOT00000002899																		
ENSRNOT00000017603									ENSRNOT00000000167																		
ENSRNOT00000023741									ENSRNOT00000008898																		
ENSRNOT00000074140									ENSRNOT00000022157																		
ENSRNOT00000006549									ENSRNOT00000018956																		
ENSRNOT00000021751									ENSRNOT00000006423																		
ENSRNOT00000006562									ENSRNOT00000014017																		
ENSRNOT00000016009									ENSRNOT00000016656																		
ENSRNOT00000074401									ENSRNOT00000066526																		
ENSRNOT00000032704									ENSRNOT00000075171																		
ENSRNOT00000073140									ENSRNOT00000009759																		
ENSRNOT00000059270									ENSRNOT00000032249																		
ENSRNOT00000013552									ENSRNOT00000027802																		
ENSRNOT00000006459									ENSRNOT00000060488																		
ENSRNOT00000037393									ENSRNOT00000039687																		
ENSRNOT00000057992									ENSRNOT00000010938																		
ENSRNOT00000066767									ENSRNOT00000035047																		
ENSRNOT00000065456									ENSRNOT00000027986																		
ENSRNOT00000029829									ENSRNOT00000016841																		
ENSRNOT00000011619									ENSRNOT00000020182																		
ENSRNOT00000015104									ENSRNOT00000001690																		
ENSRNOT00000073638									ENSRNOT00000028508																		
ENSRNOT00000003699									ENSRNOT00000001588																		
ENSRNOT00000019129									ENSRNOT00000067392																		
ENSRNOT00000026385									ENSRNOT00000030610																		
ENSRNOT00000025787									ENSRNOT00000036413																		
ENSRNOT00000022676									ENSRNOT00000014273																		
ENSRNOT00000019594									ENSRNOT00000002356																		
ENSRNOT00000007255									ENSRNOT00000024974																		
ENSRNOT00000065593									ENSRNOT00000028665																		
ENSRNOT00000025740									ENSRNOT00000060914																		
ENSRNOT00000068216									ENSRNOT00000005575																		
ENSRNOT00000018022									ENSRNOT00000050252																		
ENSRNOT00000003026									ENSRNOT00000000637																		
ENSRNOT00000026376									ENSRNOT00000026350																		
ENSRNOT00000026462									ENSRNOT00000026708																		
ENSRNOT00000045875									ENSRNOT00000035865																		
ENSRNOT00000004895									ENSRNOT00000025966																		
ENSRNOT00000016723									ENSRNOT00000019787																		
ENSRNOT00000015967									ENSRNOT00000065093																		
ENSRNOT00000023706									ENSRNOT00000070842																		
ENSRNOT00000006436									ENSRNOT00000035826																		
ENSRNOT00000024355									ENSRNOT00000010246																		
ENSRNOT00000006830									ENSRNOT00000006594																		
ENSRNOT00000006628									ENSRNOT00000016177																		
ENSRNOT00000037517									ENSRNOT00000025656																		
ENSRNOT00000029664									ENSRNOT00000023352																		
ENSRNOT00000025641									ENSRNOT00000036150																		
ENSRNOT00000019735									ENSRNOT00000039803																		
ENSRNOT00000015570									ENSRNOT00000053575																		
ENSRNOT00000028624									ENSRNOT00000010746																		
ENSRNOT00000045964									ENSRNOT00000050759																		
ENSRNOT00000022962									ENSRNOT00000012537																		
ENSRNOT00000005825									ENSRNOT00000039182																		
ENSRNOT00000024224									ENSRNOT00000019597																		
ENSRNOT00000001968									ENSRNOT00000045963																		
ENSRNOT00000015963									ENSRNOT00000032388																		
ENSRNOT00000064636									ENSRNOT00000029810																		
ENSRNOT00000068108									ENSRNOT00000033621																		
ENSRNOT00000061455									ENSRNOT00000042316																		
ENSRNOT00000035347									ENSRNOT00000065011																		
ENSRNOT00000035996									ENSRNOT00000060673																		
ENSRNOT00000009943									ENSRNOT00000050900																		
ENSRNOT00000031842									ENSRNOT00000039535																		
ENSRNOT00000015918									ENSRNOT00000028051																		
ENSRNOT00000011864									ENSRNOT00000011956																		
ENSRNOT00000039836									ENSRNOT00000064251																		
ENSRNOT00000042289									ENSRNOT00000015296																		
ENSRNOT00000055607									ENSRNOT00000053673																		
ENSRNOT00000020671									ENSRNOT00000035985																		
ENSRNOT00000009637									ENSRNOT00000027544																		
ENSRNOT00000017325									ENSRNOT00000018967																		
ENSRNOT00000067558									ENSRNOT00000032309																		
ENSRNOT00000026994									ENSRNOT00000025623																		
ENSRNOT00000010536									ENSRNOT00000007726																		
ENSRNOT00000028210									ENSRNOT00000033155																		
ENSRNOT00000002247									ENSRNOT00000037257																		
