SFTU	SFRC	SFNC	SFRN
Tmem229a	Sept3		
Npy1r	Scn3a		
Pir	Hspa12a		
Ankrd44	Slc39a8		
Dstn	Cpsf1		
Csn1s2a	Ldlrad3		
Plcg2	Zfp13		
Atg9a	Clgn		
Mbnl2	Lphn2		
Ttll9	Faim2		
Npb	Hexb		
D5Ertd579e	Copg1		
Tph2	Gcnt2		
Lsm3	Wdhd1		
Lox	Cog7		
Sumf2	Tm9sf3		
Rgs7	Pcdhb19		
Trabd	Pef1		
Ccdc104	Kif26b		
Mki67	Zfp688		
2310003H01Rik	Nol8		
Ap1s3	Leprel2		
Ylpm1	Ttll3		
Tex11	Tox2		
Papss1	Flrt1		
Ajuba	Cbx7		
Csta1	Zfp850		
Sdc1	Wdr48		
Gp1ba	Xpnpep3		
Klhl2	Serpinb6e		
Papd5	Tmem39a		
Fhad1	Eif2d		
Pde6c	Camta2		
Serpinb8	6230400D17Rik		
Fyn	Ube2m		
Gm13648	Tbata		
Slco1c1	Sema5a		
Fstl4	Usp29		
Plekhb2	Ccl28		
Btbd2	2410137M14Rik		
Cd86	Rras2		
Klra7	Arhgap36		
Cidea	Ankrd55		
Marc2	Rev3l		
Oxnad1	Kdm3b		
Grip2	Osbpl11		
Cend1	Ncaph2		
Olfml3	Upp1		
Impa2	Cnep1r1		
4933436I01Rik	Abhd14a		
Tctn1	Khnyn		
Orc5	Bmpr2		
Nbl1	Myl12a		
Mxd4	Abhd3		
Efhd1	Tom1l1		
Ppcdc	Pdgfc		
Serbp1	Zfp932		
Zfp365	Avl9		
Cox11	Fam115a		
Rpl18a	5730507C01Rik		
C1ql1	Lamp2		
Lce1g	Stk32c		
Limch1	Get4		
Sptssa	Usp47		
Arl8b	Med22		
Akap14	Ptk2b		
Prl3c1	Pqlc2		
C1ql3	Insr		
Msantd1	Atp1b1		
Cspg5	Nop2		
Adam8	Arrb2		
Slc39a2	Zfp954		
Timm21	Cabp1		
Cyp4f13	Ppapdc1b		
Sln	Mgst2		
Sel1l	Cab39l		
Zfpm2	E230025N22Rik		
Smoc1	Cpne5		
Fam187a	Pdgfrl		
Crispld1	Sfswap		
Fbxo30	Qrsl1		
Arhgap23	BC048671		
Arl6ip4	Papolg		
Myo1d	Cacnb3		
Man1a2	Slc12a2		
Slain1	Rgs20		
Adgb	Orc5		
Sft2d1	Hmgn5		
Smc3	Sh3bgrl		
Igfals	Stk3		
Muc16	Cpne1		
Zfc3h1	Galk1		
4933416E03Rik	Ring1		
Spata25	A830018L16Rik		
Xylb	Exoc3		
Pde4d	Col1a2		
Mrps28	Commd1		
Pttg1ip	Acot13		
Hoxd9	Zfp771		
Tcf15	D230025D16Rik		
Camkk1	Zfp521		
4732490B19Rik	Sep15		
H1fnt	Clcn5		
Scarb1	Meis2		
Chst2	Rev1		
Egln1	1810010H24Rik		
Kbtbd13	Oser1		
Capns1	Bcl7b		
Rnd3	Rtn1		
Syne2	1700029J07Rik		
Bex4	Cstb		
Ascl2	Lama3		
Vmn1r42	Vrk3		
Dbnl	Ctrc		
Cep128	Ccpg1os		
Atpif1	Dut		
Etv4	Gk5		
Cspp1	Dgkh		
Ifnlr1	Tmed6		
Flrt2	Npdc1		
Elmo1	Wdr78		
Tmem8c	Mtmr2		
Exosc1	Nrsn1		
Cav3	Tmem19		
Stx19	Myef2		
Hes5	Tcf21		
Psmb7	Med23		
Gabra4	4933406F09Rik		
Mafb	Hes3		
Ago4	Lysmd2		
Ict1	Ppp4r4		
Fam188a	Cldn15		
Romo1	Cyb5r4		
Cyp2d9	Ccdc61		
Golga7	Dnajb5		
Syt12	Oca2		
Klhl20	Glyr1		
Galnt10	Mlh1		
Tmem19	Wrap73		
Gm4980	Gucy1b3		
Csnk1d	Otud7a		
Lrrtm4	Cyp17a1		
Csad	Tprgl		
Zfp651	Ciart		
Faim2	Zfp593		
Sp3	Arhgdib		
Cdh9	Atp11a		
Mkln1	Rspo1		
2010107G12Rik	Glt8d1		
Cldn11	Ptprt		
Kntc1	Myl1		
Spn	Myh2		
Ccrl2	Lin54		
Abcb4	Cltc		
Pi4k2b	Mybl2		
Fstl3	Cln8		
Ndufb7	Cdc25b		
Dpcd	Pygm		
Usp47	Dnaja4		
Zfp689	Plxnb2		
Rnf6	Mpv17l2		
Adcy8	Rtn4rl1		
Pprc1	Pvt1		
Prkaca	Apobec2		
Pdp2	Ccnb2		
Thsd4	1700012I11Rik		
Catsper2	Atp6v1h		
Tln1	Elk4		
Fbxo5	Papss1		
Sod2	Ap1b1		
Rps27	Mtfr1		
Itpripl2	4833438C02Rik		
Sgca	Syt12		
Slc43a3	Osbpl2		
Fndc5	Phb2		
Plxnb2	Lysmd4		
Gpd1l	Tmem130		
Tspan32	Abhd14b		
Hook1	Mageh1		
Car11	Laptm5		
Tgif2	Dnal1		
Sec22c	Gemin2		
Trim29	Timmdc1		
Spryd3	Cenpw		
Mettl21a	Cdh9		
Plcb4	Rpe		
Emg1	Abhd17a		
Cdc25a	Acin1		
Padi2	Fhdc1		
Cep95	Taz		
Gpc6	Srd5a3		
Col7a1	Chchd10		
Hes1	Tpo		
Ephx3	Shmt2		
Caprin2	Rpl6		
Kiz	Atp5j		
Cox17	Adarb2		
Camta2	Dtnb		
Dap3	Tmbim7		
Fgl2	Slc43a3		
Malat1	Pex14		
Zbtb46	Dock4		
Nfkbie	Fam63b		
4930402F06Rik	Manbal		
Tff1	Zfp341		
Prps2	Mrps11		
Cyp3a11	Poli		
Tlx3	Map2		
Plin2	Ifit3		
Snrnp200	Map9		
Lct	Sgol2		
Hs2st1	Fbxo27		
Flnc	Rnf213		
Rdx	Trpc7		
Anapc15	Dap		
Pnn	Sgca		
Dr1	Jarid2		
Swi5	BC005561		
Zim2	Tyw3		
Dus4l	Gria1		
Lyar	Nckap5		
Gpihbp1	Lsamp		
Hexdc	1110001J03Rik		
Rbm22	Grb2		
Sclt1	Ccl5		
Pld4	Mapk10		
Morc2a	Zxdb		
Nt5c3	Tmem223		
Zscan26	Narf		
1810011O10Rik	Dusp8		
Cpne5	Kpna4		
Fam198b	Fbxo28		
Gna13	Poc1b		
Phf21a	Cog6		
Fmn1	Myo19		
Phip	Csf2rb		
Fst	Scarb1		
Prl3a1	LOC102632897		
Prdm10	Pafah2		
Sobp	Wnt11		
Arl5b	Slc25a45		
Mettl2	P2rx3		
Spry2	Impa1		
Bin1	Zfp398		
Tomm20l	Amn		
Fhdc1	Pgam1		
Haus5	Plscr4		
Col1a2	Med9os		
Fkbp11	Ttll8		
Guca1b	Bcap29		
BC100451	Nfkbie		
Wee1	Fyn		
Arl6ip5	Col5a3		
Rsl24d1	Gpi1		
Efcab10	D930015E06Rik		
Sf3b3	Elovl5		
St7l	Arhgap1		
Enox1	Tsnaxip1		
Tmem165	Atxn7l1		
Jam2	Cyr61		
Smim3	Snrnp48		
Ext1	Slc16a9		
Mlf1	Rgs7		
Ntn1	C1ql1		
Cuta	Nab1		
Snapin	Fbxo46		
Pold4	Slc7a2		
Cecr2	Arhgef28		
Myh10	Sp3		
Tmem229b	Slc25a29		
Dock4	Klhdc3		
LOC102640192	Gne		
Pard3b	Tmem2		
4933433H22Rik	Hey1		
Myef2	Camta1		
Pde9a	Spatc1l		
Sap30l	Med31		
Suox	Ccar2		
Gan	Rps3		
Smad1	Sgsm2		
Fubp1	Mut		
E4f1	Spata17		
Abhd14a	Krt6a		
Dis3l	Wls		
Pcolce	Cox10		
Amn	4931428L18Rik		
Zdhhc2	Gimap4		
Eef1a2	Pbx3		
Tmem74	Shb		
Cnbd2	Gpr137c		
1110004F10Rik	Mysm1		
Sltm	Aff4		
Kit	Zfp185		
Firre	Rps29		
Phf20	Stat1		
Allc	Chl1		
Shroom4	Igfals		
2610206C17Rik	Pde9a		
Mettl15	Nup37		
Wtip	Amigo2		
Sirt7	Ltb4r1		
Tnfrsf9	Cstad		
Trio	1600010M07Rik		
Zfp26	Zfpm2		
Abhd3	Serpina9		
Lingo1	Dnajc4		
Ppp1r3c	Hagh		
Ebp	Taf8		
Polr3k	Vstm5		
Fbln7	St6galnac2		
4930528G23Rik	Atf7ip		
Elmod1	Hspb3		
4930524C18Rik	Nbl1		
Fjx1	Fbxo18		
Grm4	Dmap1		
Rnf213	Sftpc		
Rpl14	Tkt		
Pptc7	Dpf1		
Rell1	Kctd14		
Grn	Spata18		
Abcg1	Il17ra		
Ncoa6	Kctd6		
Gm166	Gadd45g		
Ndufaf7	Gh		
Atxn7l1os2	Rab29		
Ppm1m	Anxa6		
Vps26a	Mcee		
Ybx2	Rps20		
Sh3pxd2a	Tmem165		
Snai2	Hnrnph2		
Gpr97	Per3		
Crtc1	Plekhb2		
Macf1	Ikzf2		
4933431E20Rik	Morf4l2		
Col19a1	Gfer		
Dpf1	Timm10		
Mcmbp	Zfp948		
Eif6	Gm13446		
Gm7120	Pter		
6820431F20Rik	Wdr3		
Limd2	Gmppb		
Cstad	Zfp87		
Zfp213	Riok2		
Chuk	Hspd1		
Zscan5b	Atp6v0a2		
Txlna	Tollip		
Ccdc185	Gpr84		
Gm12800	Rab42		
Scyl1	Tada2b		
Map4k5	Rnf6		
Nat1	Zyg11b		
Sema4d	Ttc28		
Gfod1	Rwdd2b		
Man2c1	Golga7		
Stard8	Zfp213		
Tbc1d10b	Itm2c		
Gramd4	Tanc1		
Cdh6	Susd4		
0610011F06Rik	Fstl3		
Pax4	Recql		
Wdr3	Safb		
Capsl	Syap1		
Lzic	Reep3		
Serpinb9b	Clec11a		
Cdk19	Zfpm1		
Pdzd11	Fst		
Nqo1	Tubb2a		
Nup85	Arsa		
Ltb4r1	Cops8		
Rab12	3110040M04Rik		
Lmtk2	Opcml		
9430016H08Rik	Egr1		
Zfp341	Rdh14		
Arhgef25	Flnb		
Pcgf3	Spin2c		
Sh2b3	Grk6		
Tubgcp2	Yipf6		
Tango6	Maf1		
Shisa4	Plekho1		
Ubqln2	Myo1d		
Lypd5	Fzd5		
Micu3	Ankrd27		
Zfp133-ps	Ltbp4		
Irf7	Hmox1		
Recql	Cers4		
Zswim8	Ifi27l2a		
Kras	Pik3cb		
Ppp1r14a	Snrpf		
Prdm5	Lhfpl2		
Ube4a	Lgr4		
Pbx1	Anxa2		
Dph3	Tmem88		
Slitrk1	Hcn1		
Strbp	Tipin		
Leprel2	Msc		
Lrrk2	Sumo3		
Stx3	Spryd3		
Rchy1	Oxsm		
Gpr180	Mapk1ip1		
Arhgap36	BC017158		
Ppp1r1c	Gm10033		
Fam84b	Cnga2		
St8sia2	Epor		
Rorb	Clspn		
Fbxl12	Zfp874a		
LOC102632897	Rwdd4a		
Zdhhc19	Mss51		
Zfp764	Cyp51		
Nab1	4930506C21Rik		
Trappc1	Fam71e1		
Gltp	Prl3a1		
Kdf1	Fam19a1		
Taf7l	Slc39a4		
Vps8	Lca5		
Rbm34	Pros1		
Nkain2	Zc2hc1c		
Ahr	Tmco5		
Alox12b	Phc3		
Exoc3	Pgbd5		
Hdac11	Gprc5b		
Mrpl17	Akap6		
Opn1sw	Areg		
Fam214b	Bin1		
Fndc7	D5Ertd579e		
Esr1	Ccnt1		
Cntnap2	Ube2l6		
Sh2d3c	Fgl2		
Chrnb2	Rab11fip3		
Gpr63	Dhcr24		
Trpv2	Pttg1		
Srsf6	Aplf		
Mybph	Srsf6		
Kcnt2	Moxd2		
Psat1	A930033H14Rik		
Il12a	Prkrir		
Svop	Clasrp		
Ppt2	Ptpla		
Prosc	Mknk1		
Oma1	Efs		
Qtrtd1	Atxn2l		
Trappc4	Nubp1		
Arpc1a	Pdxp		
Cops8	Olfr156		
Rad50	Mycl		
E330013P04Rik	Lmntd2		
Rfx3	Sirpb1a		
Baz1a	Bbc3		
Zbtb7b	Rps4x		
Gm1673	Atp5s		
Parp1	Dysf		
2810408I11Rik	Elavl2		
Mrpl41	Dvl3		
Rras2	Dram2		
Rasal1	Sqrdl		
Tgfb1i1	Tatdn1		
Lamc2	Defb13		
Map3k6	Aacs		
Baz1b	Tigd5		
Scara5	Racgap1		
AI854703	Synj2bp		
Eya3	Atp6v1g1		
Dscr3	Zbtb5		
Tmem179b	Ggt7		
Plp1	Mvb12b		
Cdyl2	Dscr3		
Slc6a14	Unc80		
Mtx3	Dpysl2		
Gnaq	Gdi1		
Mettl1	Fstl4		
Ptms	Zcchc7		
Msrb1	Ints7		
Tmem9	Zfp551		
Oca2	Zfp719		
Spred2	Gpr62		
Ifrd1	Eps8l1		
Cml2	2810049E08Rik		
Acbd7	Ogfrl1		
Fxyd5	Eif2b2		
Trim35	Efnb1		
Dus3l	Chml		
Map3k3	Fau		
E130309F12Rik	Xpo6		
Fahd2a	Slc25a3		
Rwdd1	Zfp467		
Scaper	Firre		
Decr1	Theg		
Akr1c19	4933404K08Rik		
Vdr	Glrb		
Msl1	Xxylt1		
Dock9	4930511E03Rik		
Ddx54	Dqx1		
Fbxo46	Slc30a7		
Brwd1	Smpd2		
Cyb561d1	Nubp2		
Ndrg2	Arhgap23		
Tmed6	Thap3		
C130026L21Rik	Atp6v0a1		
Camk2n1	Gzmm		
Abhd14b	Phtf2		
Slc12a7	Fbln7		
Il12rb2	Klra7		
Sh3bp5l	Serpinb6b		
Ctse	Ppp1ca		
Lgals9	Nrbp1		
Syap1	Mrpl47		
Ifnar1	Exosc1		
Slitrk2	Rhcg		
Zxdb	Mmp3		
Grm3	C2cd4c		
Nucb2	Scaper		
Gm20767	Bcs1l		
Slco4c1	Wnk3		
Ccnh	Stoml1		
Eno1	4933433H22Rik		
Jun	Akap7		
Tmbim7	Ift140		
Aldoa	Pcdhb10		
Wdr31	Nphs1		
Ddx23	Fbxl16		
App	Foxj1		
Ogfrl1	Pgls		
Pbrm1	Eno1		
Pnkd	Phospho2		
Wdr1	Pspn		
Pfkfb3	Fam154a		
Gpr155	Prdx5		
Cacna1s	Tacc2		
Lin7a	Slc25a22		
Atad2b	Cubn		
Arrdc3	Slc6a20b		
Spock2	Plek		
Pin1	Prps1l3		
Fam154a	Gar1		
Adcy5	Gapvd1		
Smdt1	Rimklb		
Gpsm1	Tgm1		
Traf5	Zfp563		
As3mt	Cav2		
Dhx15	Lyar		
Uhrf1bp1	BC003331		
2210409D07Rik	Mtx1		
Fam228b	Gpr22		
Cap1	Nipa1		
Ddhd2	Myg1		
Yipf6	Wbscr28		
Svep1	Ppp2ca		
Tle1	Slc2a3		
Prss50	Gstp1		
Ppp2r2b	Jam2		
Srr	Decr1		
Zfp113	2810001A02Rik		
Sra1	Mrs2		
Rab15	Xylb		
Nudt15	Otos		
Rem2	Gabarapl1		
Pi4ka	Eltd1		
1700123K08Rik	Asah1		
6330408A02Rik	Kctd3		
Plekhm3	Thbs4		
Nfx1	Ak2		
Pros1	Tsc2		
Actr2	Rbpj		
Fntb	Prl3c1		
Hdac7	March2		
Larp7	Cnot11		
Tubb2a	Med7		
Glcci1	Trim67		
Hic2	Ttc13		
Clu	Rpl11		
Clec11a	Ndufs8		
Gemin7	Plekhm3		
Tsc2	Artn		
Morn1	Dtymk		
Edem3	Slitrk2		
Cct5	Usp30		
Stat5b	Mrpl14		
Ccdc65	AI854703		
Klf10	Cluap1		
Pcdhb10	Cog4		
Mrpl24	Cutal		
Tlr4	Umod		
Anks3	Unc119		
Wdr70	Irf2bp1		
Smc1a	Rfx3		
Slc35f1	Rassf3		
Tmem159	Nfil3		
Mrpl28	Ptprm		
Dcst1	Higd2a		
Ptcd1	2210409E12Rik		
Sdccag3	Fras1		
Slc25a28	Ptprz1		
Sphk1	Rtn4r		
Mroh2b	Abtb1		
4930481A15Rik	Igfbp1		
Sgol2	Elf2		
Synj1	Chst1		
Rerg	Lum		
0610009O20Rik	Runx1		
Fcgr3	Cacna1e		
Yap1	Serf1		
Habp4	Pfdn1		
Tob2	Trpv2		
Opcml	Rprml		
Cep41	Cd14		
Pdlim7	Myadm		
Vstm5	Kat8		
Cks1brt	Cdyl		
Nsd1	Rgma		
Rpl38	Bbip1		
Vwa8	Ptcd3		
Pdgfc	Bckdha		
Ubr3	Tmem203		
Lats1	Pthlh		
Rhcg	Cspg5		
Spint2	Mtdh		
Wfdc1	Nlk		
Wnk1	Fam187a		
S1pr2	Kctd17		
Slc35b4	Rhpn1		
Mc3r	Hars2		
Nsl1	Trafd1		
Tmem170b	Padi2		
Toporsos	Pemt		
Rnf166	Slc4a4		
Lsm7	Lrrtm1		
Alox12e	Trim35		
Fkbp14	Ttc26		
Hcn1	Ppm1f		
Bdh2	Ints4		
Tor1a	Ubxn6		
Acot13	Galnt11		
Rmi1	Tmem86a		
Ccdc30	Pfkfb3		
Chst5	Mospd2		
St8sia4	Kmt2c		
Glt25d1	1700094D03Rik		
Pop4	Fxyd5		
Tfe3	Gabrg1		
Rprd1b	Dgkz		
Clgn	Serpina3i		
Elavl2	Naa10		
Acsf3	Pcgf5		
Grcc10	St6galnac6		
Sostdc1	Capzb		
Zfp87	Vps8		
Mrps14	Ppp1r35		
Nploc4	Tm2d3		
Evi5	1810041L15Rik		
Zdhhc12	Rps24		
Eif3h	Inf2		
Pcsk1n	Ndnl2		
Pdgfb	Poc5		
Chst7	Phf3		
BC030500	Mrps28		
Daam2	Dnttip1		
Acy3	Ap5m1		
Unc50	Cav3		
Ciz1	Hsf1		
Dnaja4	4933436I01Rik		
Siae	2810021J22Rik		
Crybb2	Spag17		
Eva1b	Rps14		
Srrm1	Morn2		
Zyg11b	Gramd1b		
Abcd2	Lypla1		
Pabpc6	Pmch		
Pml	2310003H01Rik		
Srrm4os	4930548H24Rik		
Tll1	Mrps14		
Gadd45gip1	Tob2		
Brd4	1110059E24Rik		
4931431B13Rik	Elmo2		
Ak2	Pdp2		
Zfp955a	Sparcl1		
Gm4871	Entpd5		
Vwc2	Ppfia2		
B3galt1	Cyp2d9		
Cul5	Aldh3b2		
Gdf2	Wnt8a		
A230050P20Rik	Trim62		
Ttc28	Atg2b		
Tmem107	Sdccag3		
Evc2	Tagln2		
Thoc2	Synpr		
Klc2	Aifm1		
Gria1	Rps26		
Suds3	Qdpr		
Rnf185	Grid2		
Slc7a2	Cox5a		
Rnf7	Pdgfrb		
Foxa2	Slc29a2		
Ebna1bp2	Sox7		
Cacna1a	Gpc4		
Mrpl46	Ldlr		
AF251705	Tm7sf3		
Cpne1	Thra		
Olfm3	Vgll4		
Taf10	Ubxn8		
Ascc3	Olfr658		
Kbtbd8	Cnnm3		
Fam151a	Rps15		
Dcaf17	Msx2		
Use1	Pofut2		
Trpc4ap	Brox		
Dhtkd1	Grip2		
Ccdc102a	Acbd7		
Stk19	Ptpre		
Slc25a3	Mtmr4		
Mkl1	Cadps2		
Rpl37a	Pdlim5		
S1pr1	4930528G23Rik		
Lypla1	4931431F19Rik		
Srcin1	Pomp		
Ankrd55	Hexdc		
Stac	Gypa		
Lynx1	Srsf10		
Cgrrf1	N6amt1		
Cad	Tbxa2r		
Bfsp2	Rcan3		
Slc44a1	B230118H07Rik		
Cmss1	Foxf1		
Itih4	Rpl38		
Rnf165	Ppm1m		
1700066M21Rik	Folr1		
Nin	Sh3d21		
Zswim4	Gm10804		
Cinp	Dennd4b		
Id1	1110038F14Rik		
Sirpb1a	Epha6		
Cpe	Elp6		
Hnrnph3	Zfp2		
Cox8c	A930006K02Rik		
Gca	Unc93b1		
Fam173a	Rcn2		
Fabp5	Rrp1b		
Mirlet7bhg	Klhl20		
Zfp229	Fpgt		
H2afv	Sned1		
LOC102640387	Rpl13a		
Igsf10	Ankrd49		
Gde1	Cend1		
Poli	Ttll10		
Sox9	Ptprf		
Dnah1	5430401F13Rik		
Map2k3os	Ednra		
Gtf2h5	Padi4		
Slc39a13	Vwc2		
Mff	Cdpf1		
Gnb4	Hmgcs1		
Myo9a	Bcl2l10		
Prm1	Ssrp1		
Mrpl38	Nfkbil1		
Dusp11	Cd300a		
Tgm1	Gramd4		
Ncoa4	Tmem192		
Jmjd8	Pabpc4		
Smarca1	Asic1		
Rprml	Exoc5		
Mlc1	Slc35b4		
Prss30	Lin52		
Wnt8a	Hes1		
Gabra2	Polr3k		
Snrpc	Itsn1		
Mpv17	Smg7		
Zfp13	Klk1b1		
Tshz3	Tmcc1		
Fto	Wfdc1		
Tgfbi	Aldh18a1		
Tbc1d7	Phf20		
Ifngr1	Bcl10		
4933407K13Rik	Pus1		
4930563E22Rik	Ip6k1		
Smco4	Etfb		
Ccdc57	Nkpd1		
Tatdn1	Ttll13		
Lonrf3	Maneal		
Gjd2	Zpbp		
3110002H16Rik	Pcx		
Uba1	Stard3nl		
Mthfsd	Cit		
Slc25a37	A230057D06Rik		
Sall3	Psmg3		
Slc26a6	1700066C05Rik		
Gins1	Gabrg2		
Col4a1	Arid2		
Tnni1	Tpst1		
Hars2	Lrrn1		
4931428F04Rik	Zfp52		
Vps35	Kat2a		
Anxa2	Hoxb1		
Galns	Mreg		
Nbeal1	Abhd4		
Mapk1ip1	Tbc1d19		
Fdxr	Atf6		
Klhl36	Lin7b		
Kcnj4	Ets2		
Ppara	Prdm10		
Vapa	Lce1g		
Snx14	Prkar2b		
1810055G02Rik	Gpihbp1		
Papolg	Tmem74		
Chmp4b	Mtor		
Slitrk3	Tie1		
Dusp2	Ythdc1		
1700092E19Rik	Jmjd6		
Mdh1	Snx15		
Olfr66	Rangap1		
Tmem196	Fam189a2		
Ebf4	Ascl1		
Usp21	Olfm3		
Dcp1b	Gnb1l		
A330049N07Rik	Klc2		
Edc4	Pax4		
Hirip3	Senp7		
Mlst8	Traf2		
Ccnt2	Hif1an		
Ccdc127	U2af1		
Lag3	Dmxl1		
Ncoa3	Ebf4		
Acot3	Nipal3		
Rnf112	Wtap		
Pgbd5	Gabra4		
Gart	Rin2		
Wdr24	Dus4l		
Dcstamp	Top1		
Zc3h10	Pde10a		
Acp2	Pank2		
Ttc13	Rtn4ip1		
Gpc5	Brca2		
Pcx	Arpc1a		
Sh2b2	Katnal1		
Clca2	Msmb		
Xrcc1	Spast		
Ccdc88b	Klhl15		
Abcc5	Apln		
Zfp281	Phf6		
Msx2	Slc22a2		
Gtf3c2	Tomm7		
Zfp239	Naif1		
Slbp	Tmem119		
Tmem163	Hspa8		
Mau2	4931415C17Rik		
Gm996	Slc41a3		
Zfp317	Gsdmcl-ps		
Kctd3	Abcf2		
Gne	Mybph		
Rit1	LOC100047123		
Camsap2	Edem2		
Kptn	Kif2a		
1700003P14Rik	Slc25a33		
Tmem41a	Hdac3		
Slc25a24	Hnrnph3		
Rps24	Armc9		
Hsd17b14	Gatad2a		
Amacr	Agap3		
Furin	Tyk2		
Mgl2	Magi1		
Zfp385b	Mtx3		
Sec16a	Kcnj4		
C530005A16Rik	C130026L21Rik		
Mrs2	Syn2		
Tie1	Pcgf3		
Dusp16	Nr2c2		
Srrt	Rbm22		
Zfand3	Mark4		
Kprp	Wdr92		
Epha7	BC068157		
Spag1	Exoc3l		
Mbd2	Abcb4		
Mus81	Dlc1		
Eif4g3	Slc25a46		
Jmy	Foxa2		
Dfna5	Mrpl52		
Nr2f2	Prkca		
Atp6ap1	Pdcd11		
Lce3f	Bzrap1		
Zfp33b	Prm1		
Hey1	Efna3		
Cnot11	Tex2		
2310030G06Rik	Plin2		
Aagab	Plac1		
Atp13a5	5730409E04Rik		
Dusp27	Pcolce		
Wtap	Trim69		
Recql4	Phip		
Klhl5	Hsh2d		
Chchd10	Mlc1		
6330403L08Rik	Rnf112		
Nov	Kif21a		
Dnlz	Lamtor3		
4933433F19Rik	Uty		
Dgkh	1700123K08Rik		
Cox6a2	Cyp3a16		
Pbxip1	Ly6h		
Syt16	Klhl29		
Gja10	Hyal4		
Fam3c	Armcx1		
Sgtb	B3galt1		
Ndufaf6	Sarnp		
Eppin	Opn1mw		
Pcyox1l	Zfp51		
Ptprz1	Txnrd2		
Inpp5a	Klhl8		
Snrnp70	Pdcd4		
Thra	Zdhhc21		
Pdxp	Nsf		
Tyms	Lamtor1		
Cbx7	Gm12789		
Slc25a40	Sh2b1		
Lmbr1l	Sh2d3c		
2810004N23Rik	Chpf		
Stra13	Nkx2-6		
Dnal4	Cd34		
Akt1s1	Abcb10		
Ring1	Zfp708		
Edn3	Anapc7		
4933402J07Rik	Tsku		
Rasa4	Edil3		
Arhgef18	Gltp		
Oas3	Pde8a		
Plekha8	Flnc		
Aldh8a1	Kcnj13		
Rint1	Ccdc149		
Kpna4	Snrnp200		
Elk4	Acvr1b		
Scn2a1	Duox1		
Samd5	Elmo1		
Cntn3	Sdc4		
Wdr54	Slc15a3		
Pnoc	Aldoa		
Rnpepl1	Lypd8		
LOC102640338	Ddx3y		
Hnrnph1	Gabre		
Cd34	9130401M01Rik		
Camta1	Tamm41		
Nlgn1	Plxna1		
Serpinb6a	Cbx6		
Serping1	Zfp385b		
Tusc1	Zfp959		
Crim1	Dnaic1		
BC035044	Gtpbp8		
Itga2b	Mkl1		
A930005H10Rik	Mms19		
Ptpn12	Sspn		
Paqr8	Slc6a11		
Jpx	Atg12		
Myo5a	Limch1		
Usp1	Steap3		
Cnppd1	Syne2		
Pawr	Mmadhc		
Zkscan1	Proser1		
Rufy1	Htra1		
4930447K03Rik	Larp7		
Ap4b1	Sephs1		
Zfp467	Sclt1		
Irak3	Usp27x		
Ugt2b38	Jmjd8		
Bpifb9b	H2afy		
Zfp51	Mapkapk3		
Tprgl	Ldb3		
Ppp2r5b	Slc12a7		
2210011C24Rik	Rmdn3		
Zfand5	Camp		
Arl14ep	Eral1		
Gprasp2	Malat1		
Plxnb1	Tomm70a		
Pycard	Zc3h3		
Tmem150b	Mgat2		
Epor	Camk2n2		
Cd79b	Evc2		
Ankrd49	Psmb7		
Pdxdc1	Shprh		
Ubac1	4931428F04Rik		
Anxa7	Chchd5		
1700113H08Rik	Tmcc2		
Ube2e1	Sil1		
Wbscr28	Egln2		
Ush2a	Vmn1r56		
Cabp5	Kynu		
P2ry4	Gng4		
Abcf2	Mta2		
Tyro3	4930447K03Rik		
Dgkd	St8sia4		
Sdhc	Oard1		
Mapre1	Rhbdl1		
Chd1	Nav2		
Ttc12	Tug1		
Mysm1	1700016A09Rik		
Nol4	Nfkbib		
Polr1a	Tmem179		
Slurp1	Mrpl16		
Olfr64	Ppox		
Slc2a10	Nf2		
Slc12a2	Eid1		
Ikbkg	Gm20300		
Cpa6	Fgd1		
Cpsf1	Rab6a		
Mrps35	Golgb1		
Sncb	Fam135b		
Ccl8	A130010J15Rik		
Hspg2	Fbp2		
3632454L22Rik	Fbxo2		
Tecr	Hal		
Tipin	Cript		
Sftpc	1810064F22Rik		
Slc52a2	Sf3b5		
Pstpip2	Tor4a		
Lrig1	Col11a1		
Atp1b1	1110012L19Rik		
Fam163a	Qtrtd1		
Tubgcp6	Dgkk		
Dnajc3	Htr1d		
Lmntd2	Pitpna		
Kcnd2	Fbxw7		
Fam161a	Pdlim7		
Ndufb11	Tmem98		
Plek	Ttll9		
Vps29	Vwf		
Spsb1	Sbf2		
Atp5f1	Cuta		
Zfpm1	5830415F09Rik		
Zfp639	1810062O18Rik		
Apobec2	4930431P19Rik		
Mycl	Rhov		
Hus1	Rnmt		
Ttc39a	Frmpd1		
Tsacc	Tshz2		
Galntl6	Wnt7a		
Grin2c	Psors1c2		
Gmds	Slc18b1		
Paxbp1	Pbxip1		
Slc15a3	Zfp874b		
Atp6v0a1	Zfp458		
Galt	Ttc4		
Btk	Cap1		
H2-DMa	Usp25		
Jade1	Atxn7l3		
Hoxc10	Epha3		
Abcb10	1600025M17Rik		
4933426M11Rik	Jakmip1		
Khnyn	Dpy30		
Camk2d	Ttpa		
6430571L13Rik	Gmds		
Tor4a	Ccdc153		
Epb4.1l1	Ift22		
Surf1	Nme2		
Sc5d	Rab15		
2310010G23Rik	Glycam1		
Aebp2	Celf3		
Tmbim4	Atp6v1f		
