SFTU	SFRC	SFNC	SFRN
1810010H24Rik	Pnkp		
Mgmt	Gpt		
Tubb5	Tbc1d8		
Gmps	Kctd20		
Chchd5	Maged2		
Cdc42bpa	Th		
Fastkd2	4930524C18Rik		
Acap1	Rnase4		
Mthfr	Sema4g		
Ttc7b	Coil		
Tmem150a	Hba-x		
Itm2c	Samd4b		
Fam49a	Tctn3		
Tpgs2	Brca1		
S100b	Reep3		
Twist1	Pomgnt2		
Micu2	Gpr26		
Tmem192	Dynlt1f		
Prpf3	Sept6		
Bik	Gpr25		
Gem	9530068E07Rik		
Ccdc39	AF251705		
Traf7	D2Wsu81e		
Trmt13	Rhpn1		
Cntnap2	Lmtk3		
Tbxa2r	Mrpl38		
Epb4.1l4b	9130401M01Rik		
Cyp2e1	Aqp1		
Sft2d2	Adcy9		
Tmem87a	Thsd4		
Mafb	4930544M13Rik		
Usp44	Cspg5		
Armc2	Rab9		
Slc8a1	Celf4		
Syndig1l	Pla2g2e		
Slc35b1	Gm14005		
Tacc1	Meaf6		
Hoxd9	Rnf123		
Timm8a1	Bhlha9		
Zswim8	Galnt6		
Rab9	Sfr1		
Iars	Dot1l		
Seh1l	Calcoco1		
Xpot	Pcp4l1		
Trim35	Parp16		
Stk3	4933401B06Rik		
Car11	Phf13		
Mri1	Smap2		
Cdc45	Wdr46		
Cln8	2010109A12Rik		
Pank2	Sfrp2		
Usf2	Rex2		
Srms	Pcsk1n		
Lhb	BC027231		
C1ql1	Macrod1		
Tbl2	Spint1		
Lce1d	Spats2		
Dph6	Hbp1		
Got1l1	Zc3h3		
Usp29	Chd3os		
Rfc5	Sfpq		
Ccdc84	Ccdc71		
2900009J06Rik	Spag6		
Upk1b	Rab44		
Lyve1	Pcdhb20		
Snapc4	Stk38l		
Nalcn	Gstm6		
Snx32	Dopey1		
Ndn	Ppp1ca		
Mkln1	Itm2a		
Map3k14	Cep44		
Ptchd2	Slc8a1		
Exd1	Dfna5		
4930518P08Rik	Evc2		
Dync2h1	Entpd2		
4930545H06Rik	Swi5		
Sertm1	Fgfr1op2		
Trim30a	Bcl2l2		
Ubqlnl	Tecpr2		
Ghr	Vax2os		
Lix1	Kansl3		
Plekhg3	Taf10		
Msn	Pdgfb		
Pbk	Mras		
Kcp	Dnah5		
Btrc	Paqr4		
Mdp1	Hes2		
Rph3al	Tfe3		
Smc1a	Camk2n1		
Sae1	Gtf2h2		
Cct5	Etv3		
Slc43a3	Lsr		
Rpl7	Rps10		
Tgs1	Grid2ip		
Vps11	Ets1		
Ddx17	Ckap5		
Sirt7	Ipo5		
Elmo2	Nagk		
Jund	Ctsk		
Traf4	Pvt1		
Mlana	Tpr		
Stox1	Pinx1		
Tdrd9	Xrcc6		
Fkbp7	Atp6v0e2		
Gmpr	Cbln4		
Fancm	Atp2c1		
Slc43a2	Timm8a1		
Serpina11	Eif4ebp2		
Ttbk1	Wdr5		
Pwwp2a	Fitm2		
1700034H15Rik	Pank2		
5830428H23Rik	Mgst1		
Hbs1l	Exoc3		
Sptan1	Morc3		
Scpep1	Cyp4b1		
Fam43b	Ankrd13a		
Glra1	Itsn2		
Grin3b	Pfdn2		
Zfp36	1700109H08Rik		
Gpsm2	Hexim1		
Nrxn2	Tcaim		
Rufy1	Cstf2t		
Cntn1	Leprel2		
Gm15972	Fam213b		
Rps4x	Slc22a4		
Ryr2	Gm14446		
Jazf1	Furin		
Umod	Spats2l		
E230008N13Rik	Plet1os		
Slc6a17	Scrn2		
Wnt3a	Ddx43		
Twistnb	Tmc8		
Itpk1	Tollip		
Slc22a5	Ambra1		
Rhoj	Ldlr		
Mafk	Morn2		
Zfp882	Scn8a		
Thpo	C6		
Kazald1	Txndc2		
Bpifa5	Gm22		
Golgb1	Usp28		
Uimc1	Il20		
Gpr85	Kif23		
Hook2	Sf3b3		
Hnrnpll	Mycn		
5430421F17Rik	Vdac1		
Zfp783	Arc		
Drosha	Ssr2		
Hmbs	Tbp		
Evx2	Plekha3		
Stk25	Cidea		
Tmem258	4930503B20Rik		
Smad3	Tmem258		
Tdrkh	Aadac		
Sult5a1	Timp3		
Eif3h	Agpat1		
Hs3st2	Ist1		
Slk	Atp6v1e1		
A930011O12Rik	Acox1		
Rce1	Crmp1		
Thumpd2	Dcxr		
Wdr78	Pwwp2b		
Nbas	LOC102640387		
Kif2c	Zfp786		
Gnl2	4930584F24Rik		
Lhfpl2	Zfp783		
Fgd2	Cpa6		
Hic2	Zswim8		
Tbrg4	Pik3r2		
Esyt2	Spire1		
Evi5	Grtp1		
Lrp1b	Phyh		
Grap2	Cab39l		
Arl10	Herc3		
Flna	Zgrf1		
Arhgef4	Ttc26		
Shpk	Ssr4		
Bmpr2	Nrp2		
Slfn8	Npy5r		
Ldoc1l	Lce1h		
Cmtm3	Fbl		
Fmo4	Zfand1		
Rab40c	Ppme1		
Gnb4	Wwc2		
Aym1	Socs4		
Sec22c	Noc3l		
Nnat	Cul1		
Krt75	Gucy1a2		
Atrx	Rrm2		
Hexdc	Fga		
Btbd3	Ptprf		
Smarca2	Pgam1		
Saa3	Lsm3		
Islr2	Ube2s		
Shroom3	Rhebl1		
Ttc9	Clu		
9330133O14Rik	Tns4		
Il17re	Eif3e		
Mier2	Mroh1		
Srr	Cox6b2		
Cryzl1	Llgl2		
Pik3r2	Fndc3c1		
Ephb2	Pxk		
Cml1	Dab2		
Lyl1	Qprt		
Gpt	Ap1m2		
Enc1	Tmem128		
1700028I16Rik	Got1		
Dap3	Ermp1		
Spn	Ccdc39		
Acan	Hdgf		
Ick	Ubac2		
Cdc42ep3	Kif6		
Cox7a1	Mndal		
Aftph	Kcna4		
Sub1	Srpx2		
BC049762	6330403K07Rik		
Blvra	Islr2		
Snx24	Tgs1		
Klhdc4	Senp7		
Myl3	Rorb		
Mbd2	Rnf34		
Nxt1	Popdc2		
Rhbdl1	Bmp10		
Txlng	Stag2		
BC048546	Srp54b		
Kifap3	Olfml2b		
Dclre1a	4930578C19Rik		
Arrdc1	Egr2		
Lrrc8c	Eif4b		
Pofut1	Ephb2		
Olfml3	Pak4		
5830454E08Rik	Sae1		
1700018B08Rik	Cramp1l		
Mprip	Smarcc1		
Fam25c	Slc4a3		
Dok1	Hcn2		
Ppp4r4	Chrnd		
Hspbap1	Osbp2		
Vamp5	Tmem86a		
Ano8	4833424O15Rik		
Cpsf2	Catsperg2		
Ksr2	1700018B08Rik		
Sez6l2	Tie1		
Vdac3	Clspn		
Igf2bp2	Rbm34		
Slc32a1	Fam173b		
Polr3g	Rhbdl1		
Fnip1	Prdx5		
Rnf113a2	Lzic		
D630032N06Rik	Thra		
Slc35f5	Zfp954		
Ednrb	Pop4		
Th	Gramd1a		
Acot13	Cpt2		
H2-T3	1110065P20Rik		
Sftpa1	Fam155a		
A730056A06Rik	Dpp9		
A830029E22Rik	Mxd1		
Spag4	Kctd18		
Ccdc94	Trim45		
Lsm11	Celsr2		
Fam204a	Tmem200c		
8430419L09Rik	Sptlc3		
Sltm	Txlng		
Agap3	Gtpbp8		
Elovl4	Krt84		
Fgb	Akna		
Cryab	Ttc39b		
Mphosph10	Rabif		
3110040N11Rik	Lck		
4930579G24Rik	Irf2		
Gnb1	Myf6		
Mphosph8	Frs2		
Myrfl	Grip1		
Mbtps1	Man1b1		
1700047M11Rik	Rrs1		
Cwc25	Trim41		
Fcgr3	Dctd		
BC028528	Adm		
Tjp1	Ovol1		
Slc25a3	Traf6		
Rnpep	Psma8		
Sh2d1a	Map4k5		
2310061J03Rik	Hdac3		
5330417C22Rik	Tbce		
Klhl35	Iqub		
Eqtn	Atp5sl		
Pbld2	Mtor		
Hoxb5os	Xaf1		
Vpreb3	Baz1b		
Tmem89	Pspn		
Zic5	B4galt4		
Fam219aos	Uqcc2		
Dkkl1	Prmt3		
Tlr9	Ccdc127		
Sptlc3	Caps2		
Lancl3	Hddc3		
Slc30a4	Gpr84		
0610038B21Rik	Dzip3		
Tmed3	Tmem80		
Cds1	Rhod		
Klhl30	Coa5		
Zfp13	Sft2d3		
Ptpn11	Sdsl		
Ttc39b	Sdhaf1		
Nfix	Gmps		
Ly6g6e	Angptl3		
Cyba	Kdm8		
Ifitm6	Gm13446		
1700009P17Rik	Selenbp1		
Arhgef38	Sec61a2		
Krt79	Gstm1		
Mmp8	Cxcl10		
Slain1	Stk32c		
Foxj2	Tmem98		
Rap1gds1	Col6a3		
Slc46a3	Ucp2		
Ckb	Tspan2		
Ctsa	Plekha4		
Tmem86a	Rnf166		
Tctn1	Malat1		
Adipoq	Melk		
Zswim4	Mlxip		
Nudt16l1	Trip12		
Tle1	Mfsd7b		
Pnmal2	Sumf2		
Ccr10	Arhgef5		
Rhot1	Dnajb3		
Brca2	Serpina1b		
Trim41	Hexdc		
Des	Wbscr25		
1600023N17Rik	Gigyf1		
Col19a1	Slc5a5		
Celsr2	Pir		
Slc41a1	Gm4988		
Mrpl51	Gsdma		
Tst	Psmg2		
Srsf6	Ssrp1		
Skil	Fgf14		
Paics	Stag1		
Noc4l	Tspan12		
Dnase2a	Sept2		
Ifih1	1110038B12Rik		
Dgat2	Pgf		
Fsd2	Fam43a		
Neil3	Gpi1		
Leng1	Lce1l		
4833424O15Rik	Ccl3		
Oxt	Crat		
Slc25a1	Fam25c		
Ddx25	Eva1a		
Dnaja4	Ccbl2		
Trem2	Ccdc6		
Odc1	Nsg2		
Rcvrn	Tnfsf13b		
Nelfb	Baz1a		
Dnph1	Ppil1		
Chd6	Smad7		
AU041133	Hgsnat		
Mrps23	Hemk1		
Tmem242	St3gal3		
Trim61	Tro		
Bzw1	Ankrd13b		
Them4	1110059G10Rik		
Gpr75	Ifrd2		
Adm2	Gm20300		
Rgmb	Pkia		
D130043K22Rik	Fbxw19		
Mgat2	Ikbkb		
Pnkp	Pdp2		
Stx16	Fam228b		
N28178	Gart		
Scd3	Fam167b		
Alkbh2	Proser1		
Ptpn4	Cinp		
Peli2	Zfp651		
Abhd4	D5Ertd579e		
Gbp3	1700011L22Rik		
4930503B20Rik	Ran		
5530601H04Rik	Lrp3		
Vars2	H2afv		
Pstk	Paqr8		
Rplp2	1810012K16Rik		
Ankrd34a	Tmem247		
Ephx2	Fahd2a		
Kcnmb1	Fut11		
Zfp472	Dcn		
Capn8	Esyt1		
Ei24	Shroom1		
Oxnad1	Leprot		
Orc6	Pin1		
Mr1	Rnaseh1		
Tmem160	Mfsd1		
Scg5	Hspa14		
Crygb	Atf7		
Dhx34	Tyro3		
1700013H16Rik	5830428M24Rik		
Tmem98	Rev3l		
Galnt2	Igf2		
Hydin	2410022M11Rik		
Atp6v1e2	Fxyd3		
Ifi203	Med24		
Dedd2	Srsf9		
4930471M09Rik	Tmem212		
Gfm1	Il13ra1		
Tbcc	Ccdc68		
Klra18	Cdc73		
Abhd15	Mrpl47		
Mkrn3	Lce3a		
Faim2	Sac3d1		
Lsp1	1700015E13Rik		
Ctrb1	Bai2		
Chrna3	Ythdc1		
Rfx2	Clp1		
Fgfr3	Ankrd36		
Ikzf2	Wtip		
1810064F22Rik	Vprbp		
Il22ra2	Uvssa		
Tmem252	Tmc4		
Rad52	Chst5		
Krt8	Usp47		
Rgag4	Usp38		
Tex101	Bcs1l		
Ube3c	Yap1		
Stxbp6	5730508B09Rik		
Ccdc68	Ttc9		
Chp2	Tyms		
Kif9	Whamm		
Rfx5	Supt16		
Pcp4l1	Cyp2d22		
Tcte1	Wdr31		
Lrrc28	Fbxw9		
Pdxp	9530077C05Rik		
Furin	Chrac1		
Traf6	Efcab7		
4930533N22Rik	Als2cl		
Tars2	Smarcd1		
Coil	Krt81		
Pla2g7	Scyl1		
Ccdc57	Clcn3		
Srsf4	Snx16		
Tfpi	Tspan13		
Cpxm1	Gm9789		
Id2	Zfand2a		
Mettl2	Sh3d21		
Gatm	Nbas		
Sestd1	Atp1a3		
2610044O15Rik8	Mllt3		
Ctsc	Ngef		
Sf3b3	Polr2h		
Dcbld2	Ppp2r2c		
Prpf19	Orai2		
Fxyd5	Tmem134		
Pdcd4	Dcp1a		
Supt20	Kcnd2		
Als2	Ctnnb1		
Dynll1	Mecp2		
Nxph4	Pdgfc		
Nt5c1b	Scnn1g		
Ear1	C330027C09Rik		
Arsk	Uso1		
Nrg2	Gabra4		
Cyp2b10	Ldoc1l		
Nop9	Clcn4-2		
1700008O03Rik	Myh1		
Nit2	Arrdc1		
Tmem254a	Rab4b		
Zscan22	Esyt2		
Usp49	Sgcb		
Nme8	Scaf4		
Cpa2	Ezh1		
Adat2	Pim3		
Prkrip1	Epdr1		
Fam134c	Asap2		
Ints12	March2		
Ppp1r26	Tslp		
Alkbh3	Pold4		
4930565N06Rik	4930453N24Rik		
Spats2l	BC038328 /// Rslcan18		
Gpi1	Smc3		
Samd4	Elp2		
Bcar3	Hspa4		
Mrgprf	Myrip		
A4galt	Cdipt		
Prkacb	Prss55		
5430401F13Rik	Ciart		
Xk	Stx16		
Nacc2	Rpl19		
Gpld1	Tmem254a		
Afg3l1	Fbxo38		
Syne3	Cbln1		
Anapc1	Chd1		
1700061G19Rik	Arf4		
Tro	Gm2762		
Rhebl1	Alcam		
Dcun1d3	Tekt4		
Lcn2	Trim66		
Gadl1	Rtn4		
Gemin5	Gnl2		
Fam195b	Cryab		
Sugp2	Hnrnph1		
Ccdc91	Sf3b5		
Tmem134	Gbe1		
Kdm4c	Sptssa		
Iqsec1	BC018242		
Eral1	Cbfb		
Sdad1	Dok5		
Ptchd1	Gadd45g		
Plcl1	Mier2		
1700007B14Rik	Spata21		
Fbxo17	Nlrc5		
Ldlrap1	Qtrt1		
Ky	Iqch		
Pidd1	Heyl		
Rbm12b1	Egr1		
Mir133b	Armcx5		
Fam120a	Actr2		
Ist1	Rd3		
Luzp2	Fam32a		
6030419C18Rik	Polr3k		
LOC73899	Dynap		
Nutm1	Ogfod1		
Arhgap20	Shmt1		
Fam175b	Ramp2		
Zfp532	Eif4g1		
Zp3	Brip1os		
Micu3	Pdhb		
Cmbl	Mga		
Hspa1l	Dpp4		
Fosb	Zfp422		
Eny2	Ano8		
Fam203a	Fancd2		
Ubqln1	Kirrel3		
Pcif1	Fxyd6		
P2ry4	Ccm2		
Rbmxl2	Scoc		
Nr1h4	Rps6ka5		
Dhx9	Dcp1b		
4930431F12Rik	Wdr37		
Clec12b	Hsd17b11		
Npy6r	Nxt1		
Cthrc1	Cnn1		
Lrrc40	Spata6		
Nrtn	Mknk2		
Cngb1	Sncb		
Cd48	Eny2		
Rpap1	Rpl11		
Msantd2	Tmx4		
Asb1	Cluap1		
Baz1a	Pck1		
Prom2	Ttbk1		
Nexn	Gatad1		
2610035D17Rik	Ifnar1		
Gpr110	Grb7		
Man2b1	9930104L06Rik		
Sptbn1	Ube2m		
Klhl22	Pth1r		
Urod	Pacs1		
Myd88	Ate1		
Klhl24	Ccdc90b		
Cidea	Pcbp2		
Arhgef9	St6galnac6		
Gtf3c5	Gatad2a		
Morn2	Sptssb		
Gpr183	Alx3		
Fam135a	Fblim1		
Kdm3a	9230110C19Rik		
Klk13	Clec2h		
Arhgef17	Mus81		
Tmem229a	Dnajc14		
Dok2	Ripk4		
Ap3s2	Mlst8		
Uros	Hmgcs2		
Lats1	Gpx1		
Nae1	Nme8		
Tssk5	Sptbn1		
Sgpp2	Dap3		
Col16a1	2310003H01Rik		
Cab39l	Pcsk1		
Apex2	Zfp7		
Ermp1	Tmem229a		
Acad8	Bud31		
Ccdc64	Lrrc40		
1700109H08Rik	Nags		
Cipc	Tpp2		
Pcnt	Dph7		
Pirb	Cecr5		
Slc25a23	Zfpm2		
Rasal3	Ear1		
Sftpb	Traf4		
Plekhf2	Slc22a23		
Gch1	Fam110c		
Nipa1	Rnmt		
Slc30a9	5830428H23Rik		
Papd5	Glt8d2		
Snx16	Erbb2ip		
Trp53tg5	Kat6a		
Leprot	Ptpn18		
Hadh	Glycam1		
Map7d1	Tbc1d7		
Rpl14	Cort		
Med6	Cacna1b		
Gpr62	Nin		
Slc25a15	9130204L05Rik		
Cd276	Adipor2		
Pdx1	Ankrd6		
Epdr1	2810004N23Rik		
Nfkbie	Dcaf15		
Phox2a	Sez6l		
Oas2	Thy1		
Dnajb13	Dap		
Aldh16a1	Dtna		
Rabggtb	Cables1		
Swt1	Pofut1		
Mlx	Xpo1		
Trpm7	Polh		
Angptl3	Clcc1		
Ptprz1	Fam174b		
Ubac2	Clec18a		
Ifitm2	Chd6		
Polr2a	Akr7a5		
Angpt2	3110043O21Rik		
5830432E09Rik	Ntn4		
Cpd	Pdp1		
Atp6v1e1	Scara3		
Alg1	Golga7		
Clic6	Clrn3		
Vgll2	Kdm6b		
1810010D01Rik	Eif2s3y		
Nudt13	Hgs		
Kifc1	Fam134c		
Ciart	Thap4		
Ythdc1	Nr2c2		
Klhl17	4930533K18Rik		
Fbll1	Lmnb2		
Rassf3	Mbtps1		
Yaf2	Lce1f		
Myadml2	Lhpp		
Fah	Perm1		
Rasl11a	Nrtn		
Ndufa2	Npvf		
Aurkc	Eci2		
Ube2m	Mlx		
Cldn2	Uba1		
Gm5083	Accs		
Trappc12	Polr2b		
Scaf8	Plcl2		
Nop58	Nfkbia		
Arhgap21	Celsr3		
Has1	Vma21		
Sebox	Efhd2		
Sf3b5	Cyba		
Cep128	Fam84b		
Nagk	Pglyrp1		
Cox8c	Ndufb10		
Sept12	Hadh		
Fancc	Ift22		
4930524C18Rik	Oasl1		
Psmb10	Wdfy2		
Sntb2	Zbtb26		
Mfsd1	Mthfd1		
Atg2a	Dact3		
Plk4	D930028M14Rik		
Anxa7	Ang		
Pard6a	Rrp8		
Reps1	Sde2		
Brms1	Matk		
Redrum	Kcnh5		
A930004D18Rik	Praf2		
Mob2	5530601H04Rik		
Rnf2	4933424G05Rik		
D130020L05Rik	Gmppa		
Slc6a8	Bcl6b		
Ahr	6330416G13Rik		
Zfp191	Wbp11		
Myl6b	Zc3h6		
Capzb	4930563E22Rik		
Orc5	Hbs1l		
Shroom2	Zfc3h1		
Rrp1	Corin		
Asap1	Bcam		
Wdr62	Tmem45a		
Prss53	BC016548		
Fut7	Fadd		
Nr3c2	Cyp2b10		
Rgl1	Hat1		
Yeats4	Emx2		
Thg1l	Tmc7		
Nfx1	Tbcc		
Tpr	Fastkd2		
Lce1l	Prkrip1		
Rec8	2410127L17Rik		
Btbd2	Rcor2		
Nckap5	Gmpr		
Ubap1	Dhx29		
Pnpt1	N4bp1		
Atp5sl	Sirt7		
Tab3	Tor4a		
Ddx54	Anapc11		
Fezf1	Clcn1		
1600029O15Rik	Nudt14		
Pagr1a	Rhcg		
4932431P20Rik	Kcnj16		
Vps45	Slc32a1		
Klhl18	Cd4		
Gm7854	Mllt4		
Prss54	P4hb		
Acbd7	Usp21		
Mmp2	Pianp		
Ppp1ca	Slc41a1		
Ifi27	Fam73a		
Srrm3	Kdm3a		
Vac14	Atf4		
Fastk	Grem2		
Klk1b24	Ccdc109b		
Tenc1	Pgam2		
Zfp946	Scrn1		
Farp2	Itga2b		
Got1	Atrx		
Rgs19	Zc3h7a		
Fam84b	Efna3		
Grk5	E130309F12Rik		
Akap9	Nfkbie		
Irf2	Cdc42bpa		
Cd3e	Etv4		
Cdk5r2	Fam214a		
Pgs1	Nip7		
Pxk	Rttn		
Gm4988	Fsd1		
AI662270	Ddx6		
Rps11	4931408D14Rik		
Gramd1c	Alkbh1		
Wfdc17	Ankrd37		
Cep192	Myo1f		
Ddx6	Zfp946		
2610020H08Rik	Endod1		
Slc12a2	Zfp637		
Zfp874b	Slc27a3		
Ddx43	Naa40		
Wdr65	Trip10		
Adam1a	Pxmp2		
Perp	Thoc6		
Pou6f1	Nfx1		
AI854703	Fkbp3		
Psmd13	Tnni2		
Eltd1	Cdca8		
Glrx	Sgms1		
Mmp1a	Pard6a		
Hemk1	Ski		
Slco1c1	Dffa		
Dzip3	Pnoc		
Rex2	Cldn5		
Ppp4r1	Slc46a2		
2310022B05Rik	BC005537		
Prickle2	Ugp2		
Bola2	Ddx56		
Eno3	Nek2		
Wbp5	Gnl1		
Sult1a1	Nxph2		
B2m	Aprt		
Xxylt1	Ankrd49		
Pafah2	Arhgdia		
Dus4l	C1ql1		
Pnoc	Dmrt3		
Gm3363	Dnaja4		
Wwc2	Tbc1d10b		
Amigo2	Cbfa2t2		
Sel1l	Larp4b		
Ldha	Nfe2l1		
Cacng2	Ankrd40		
Taf3	Twf2		
Pcna	Pgap3		
Art2b	Pds5a		
Rgs1	Rad23a		
Slc27a3	Maoa		
Kat6a	Gnb4		
Mkrn2os	Trem2		
Mapk11	Car10		
Samd4b	Timm8b		
Otud3	Alkbh2		
Taf10	Rps11		
Cry2	Klhl11		
Sema4b	Them4		
Hgsnat	Hmga2		
Gnl1	Igsf11		
Luc7l3	Atf7ip		
Zfp52	Vps4a		
Rai1	Ppcdc		
Ndufa12	Aaed1		
Tm6sf1	Vash1		
9130409J20Rik	Crybb1		
Oosp3	Psmf1		
Lamp1	Tead4		
Tmub2	Tmem9b		
Fndc4	Zp3		
Gramd4	Frmd3		
Noc2l	Mxd3		
4930511E03Rik	Fgb		
Sertad3	Kdm2a		
Lrrfip2	Kctd12b		
1500012F01Rik	Nppb		
Ube2k	Prpf19		
Slc51b	Serpine1		
Hipk3	Gltscr1l		
Gpr37	Cav1		
Isoc2b	Col4a1		
Plekhs1	Aftph		
Tspan2	Fhl1		
Slc25a33	Nckap5		
Kctd9	Ntng2		
Dab2	BC022687		
Gpc4	Asb18		
Rps27	Ankrd7		
Diap3	Ly6h		
Ephx4	Tmem138		
AI607873	Syt1		
Aprt	Raly		
Klk1b8	Hmgn3		
6330419J24Rik	Slc45a3		
Rcor2	Adck4		
Zrsr2	Ppm1f		
Ccdc67	Clk1		
Swi5	Atp13a2		
Camk2n1	Dnd1		
Exoc3	Scg5		
Arhgdia	Ptprc		
Ap2s1	Ubqlnl		
Rtn4r	Etv2		
Pbdc1	Phf3		
Vasn	Sec22a		
Epha4	Xxylt1		
Vax2os	4930533N22Rik		
Exoc3l2	Dbr1		
Gtpbp1	Guk1		
Hoxb6	Edn3		
Ptprv	Hlx		
Alox8	Phactr2		
Ntng2	Zfp341		
Znrf4	B2m		
Hnrnph1	Hnrnpu		
Itgal	Nif3l1		
Pfpl	Arsk		
Scrn1	Fcnb		
Emp2	Phlda1		
Prpf40b	Rab11fip5		
Derl1	Birc3		
Bai3	Gtpbp1		
Wdr3	Isl2		
Cwf19l2	Hdac8		
Eif3a	Hic2		
Gng12	Gm5124		
Prss22	2010315B03Rik		
Malat1	Tmem121		
Trmt1	Rint1		
Cystm1	Larp1b		
Hnrnpm	1700061I17Rik		
Abi3bp	Kif20a		
Sgsm1	Lpl		
Sh3tc1	Tmem230		
Lrrc31	Col4a2		
Map3k12	Api5		
Mtif3	Zfp110		
A430093F15Rik	4930451G09Rik		
Ankrd7	Prmt6		
Haus3	Slc6a8		
Rnf213	Luzp2		
Clcn4-2	Braf		
Tmcc2	Tbc1d30		
Dbp	H2-T3		
Gpr137c	Ggnbp1		
Dennd2c	Podxl		
1810011O10Rik	Gpr62		
Smim6	Olfr749		
Pias1	Taf3		
Nup35	Il21r		
Oxsr1	Ror2		
C530044C16Rik	Tmem88		
Ppp1r3d	Plekhg5		
Nif3l1	Wnt5b		
Cer1	Unc45b		
Fbxo22	Necap2		
Cd6	Adig		
Ero1l	Rcvrn		
E2f8	Coq3		
Coch	Lmo7		
Thoc6	Rnpep		
5031425E22Rik	Exosc6		
Ripk1	Sgcg		
Hnrnpu	Vps35		
Chmp1b	Entpd5		
Gng11	Rwdd4a		
Fam117b	1810011O10Rik		
Slc13a5	Zfp959		
Il18rap	Pdia6		
Bmp15	Adipoq		
Zfp286	Txndc16		
Elf2	Hinfp		
Wtap	Bbip1		
Vps52	Zfp740		
Rbm12	Jarid2		
Erp27	Fut7		
Zc3h12a	Wisp2		
Csgalnact2	Epha4		
Gm5124	9430041J12Rik		
Ascl2	Elmo1		
Chac2	Zswim4		
Spata21	Lgals8		
Usp9x	Ncf2		
Grhl1	Acad8		
Pskh1	Micu2		
Calr3	Arf6		
Ldlrad3	Slc3a2		
Cd209b	Ggt7		
Dapk3	Srp68		
Gmeb1	Atl3		
Kcna6	Dnajc10		
Mapk12	Aamp		
Fam83d	Rce1		
Tstd1	Ap5s1		
Ppib	Atp1b1		
Ces4a	Cry1		
Arl1	Dynlrb2		
4930556N13Rik	Lrrc20		
Txnl4b	Slc25a25		
4930402F11Rik	Foxk2		
Mir1931	Dusp23		
Esrp1	Cpa2		
Ndrg2	C530008M17Rik		
Phf13	Krtap22-2		
Nav1	Gm10575		
Lair1	Myo19		
Sfxn5	Pnpt1		
Rnf44	Epb4.1		
Rnaseh1	Ddo		
Ifnar1	Krt8		
1110059G10Rik	Eif4a1		
A930007I19Rik	Capn11		
Gpn2	Slc26a3		
Slc33a1	Prkce		
Nags	Slc38a6		
Zfp563	Ubxn7		
Crabp1	Nrn1		
Atxn2l	Scarb1		
Atg4d	Rps3a1		
Gpr165	Taz		
Cbfa2t2	Pik3c2a		
Myo3b	Med10		
Mgst1	Vstm2l		
B4galt5	Cd3e		
Pnma3	Acad12		
Cul1	Cep192		
Pcdhgc4	Zfp772		
Dusp18	Dydc2		
Slfn9	Hoxa13		
Kctd11	Zhx3		
Fkbp11	N4bp2l2		
Atg101	Mmp19		
Plrg1	Ccdc122		
Acvr1b	Zcchc10		
Tbc1d7	Tnfsf11		
Eif2ak4	Usp15		
Arhgef26	Tssk5		
Mep1b	Rhbdl3		
Nab1	Tmem8c		
Nrbp1	Msantd2		
Ntf5	Hs3st2		
Ubn1	Zfp358		
Scand1	Tsen34		
Igsf11	Cep76		
Sp1	0610009O20Rik		
Tmem247	Scaf8		
Jag2	Oaz2		
Timm44			
Klk1b1			
Kbtbd13			
Scaf4			
Gdf15			
