XFTU	SFTU	SFRC	SFNC	SFRN
Trank1	Hcn3	1810020D17Rik	Atp6v0a4	
Rfwd3	Gch1	Nup93	Hmgb2	
Mafb	Spg7	Lrrc20	Sorbs3	
Tulp4	Actn1	5133401N09Rik	Sfxn1	
Erbb4	Eif3j	Gtf2a2	Polm	
Tab3	Erbb4	Eif4a2	Eif4e	
Scyl1	Cks1b	Krt10	Zfp882	
Nmd3	Rpp14	Mrpl47	Wdr77	
Capza1	Gucy1a2	Nt5e	Tspan17	
Fam125b	Slitrk6	Dlat	Aldh1b1	
Traf3	Gxylt2	Pabpc1	Ephx1	
Ttc19	Nexn	Serpina1f	C030046I01Rik	
Bclaf1	Enc1	C1qc	Ttll1	
Dctn3	Selenbp1	Apc2	Alg2	
D2Wsu81e	Gng2	Chst7	Cdc25a	
Hnrnpm	Atf4	Col12a1	Prkcc	
Pou6f1	Cul7	Tle4	Rnaseh2c	
Dhx38	Gpank1	Fut8	Isg20	
Prosc	Ddx5	Zdhhc17	Fam195b	
Rgs8	Limch1	Sh3gl2	Gtf2f2	
Cep164	Agpat5	Rcc2	Ncoa6	
A2ld1	Rtn4rl1	Dus4l	Ankrd56	
Ogdh	Rbm28	Slc38a7	Ywhab	
Evc	Ms4a7	Gapdh	Ephx3	
4833424O15Rik		2510003E04Rik	Sfrs18	
Rock1	Ndufb9	Sf3b3	Kcnk6	
9630033F20Rik	Rabac1	Wwc1	Slc9a5	
Fars2	Xpot	Slco3a1	Rangap1	
Stk3	Gm14431	Exosc10	Snx12	
Polrmt	Rnf8	Igsf1	Scarb1	
Cdh11	R74862	Actr6	Msx1	
Atp5g1	Gm5341	Zfp11	Flt3	
Cntnap1	Ctnnb1	Spice1	Lrrc8b	
Usp13	Wdr73	4930524L23Rik	Hspb8	
	Pdk4	Kctd15	Kifc2	
Amfr	5430411K18Rik	Pldn	Hoga1	
Zfp956	Vldlr	Rfng	Zfp646	
Xab2	Baiap2l1	Atp1b1	Ncbp2	
Oprk1	Fam45a	Nme2	Urm1	
Prmt6	Maml3	Rpl17	Apc2	
Ndrg3	Ranbp1	Glrx3	Cox6a1	
Pvrl2	Lrsam1	Atr	Pdxk-ps	
		Csdc2	Zdhhc17	
Rsad1	Dedd	Nsa2	Rtp2	
Tsen54	Dctn6	Uqcrq		
Lbh	Fgfr1op2	Il33	Cyp4a31	
Zmynd8	Nedd4	Spata7	Copg2	
Pcgf5	Naa10	Psmb3	Pgr	
Usp45	Cpne1	Gm10639	Rexo4	
Lrfn3	Serpina3b	Sema4d	Sirt6	
Reps1	Rnf214	Arhgap42	Atxn7l2	
Zhx1		COX2	Atoh7	
S100a10	Eif3i	Nfs1	Rps20	
Zfp866	Tmem195	Scn1a	Sox11	
Myst3	Ipmk	Pcsk6	Wbp1	
Nutf2	Fcho1		C130039O16Rik	
Gdap2	Csnk1g2	Frmd4b	Clip1	
Kdm3a	Pik3cb	Grm7	Eif3h	
1190007F08Rik		Slc6a9	Gad1	
2610039C10Rik	Rpl11	Ddx1	Epb4.1l4b	
Radil	Sirt3	Stat3	Lcp1	
Usp2	Tmem25	U2af1	Chmp7	
Gm15645		Arhgef15	Hsp90aa1	
Tbk1	Gabbr1	Nr1h5	Nckap1l	
Aifm1	Fam186b	Slc30a6	Srp68	
Paics	Pdgfc	Rbbp8	Trank1	
Rnf26	Bri3	Dpysl4	Mbd4	
Bglap2		Lrrc8b	Mrpl38	
Crkl	D330028D13Rik	2610002J02Rik		
Nudt21	Sat1	Lingo1	Prune2	
Tpr	Plod3	Trim41	Trmt112	
	Aph1b	Xpo1	Sesn1	
Pcdh18	Stau1	Crcp	Avp	
Ccnc	Spata7	Tll1	Ppp4r4	
Tprkb	Fam32a	Ppp4r1l-ps	Prdx6	
1700028P14Rik	Eml5	Fgd1	Pdk4	
Ghsr	Ccl24	Fdft1	Lhfpl4	
Klrg1	Rangap1	Ppcs	Cd9	
Ndufa12	Lap3	Gpr39	Cbln1	
Srsf12	Dhdds	Zfp326	Fam155a	
Gpr39	Rps20	Ranbp2	Agrn	
Glyr1	Coq4	Gm14160	Eif2b4	
Ppic	Unc50	Cdc34	Snrpa1	
Zfp192	Adm	Nup188	Arhgef10	
Pnma3	Ly6k	2610018G03Rik	Ttll11	
	Neurod6	Kcnj14	Slco3a1	
Bnip1		1190002N15Rik	Polr3e	
	Adcy10	Smndc1	Rb1	
Sars	Map2k1	Isy1		
Cd4	Zfp932	Slc24a2	Rab4a	
Slmo2	Ndufa8	Gjc1	Trim67	
	Tmem210	Adamtsl2		
Ash1l	Hnrnpul1	Cd276	Dlst	
Rplp0	Zfp28	Mcf2	Rhog	
Zhx3	Hs3st1	Baz2a	Pyroxd1	
Zranb2		Csnk1g2	Relt	
BC016495	ND5	Oxa1l	Snd1	
Dpp7	Pmpcb	Polr2j	Mettl5	
Tor1aip2	ND4L	Spata3	Slc25a11	
Limd2	Vwa5b2	Tmtc1	Mars	
Mafk	Rps6ka1	Tmem98	Arap2	
Stmn2	Suv39h1	Polr2i	Thnsl1	
Gchfr	Zfyve26	Slc9a9	Gxylt2	
Arhgef16	Bnip3	Vmn1r65	Gm9927	
Nat10	H2afz	Acadm	Apln	
Cdkn1c	2310004I24Rik	Gm5617	Adpgk	
Chd4	Cxcl14		Pex16	
Klhl9	Pea15a	Tcfap4	Slc19a2	
Arhgap26	Slc9a9	Pcdh18	Coasy	
Fntb	Zfyve1	Rnf8	Ndufa2	
Pbld2	Cntfr	Oxct1	Ttc33	
Gltp		Edem2	Fth1	
Ikbkap	Ncs1	Slc30a3		
Gtpbp10	1110049F12Rik	Snx1	4732414G09Rik	
Cyp2r1	3110043O21Rik		Fem1b	
	Apobec1	Mfsd9	Otud5	
1700069B07Rik	Htra2	Ldlrad3	Slc22a13	
Thap3	Klf15	Psmd2	Gm2a	
St6galnac3	1110067D22Rik	Apba2	Tmx1	
Cngb1	Smc2	Fbxw11	Dpysl4	
Cebpg	Cd320	Dedd	Acbd4	
1700027D21Rik	Hsph1	Ccdc53	Mcf2l	
Tspo2	Rdh10	Sytl1	Nexn	
Hmg20a	Ppif	Plin3	Bin1	
Rab34	Wdr1	Ddit4	Ndufa8	
Bcat1	BC006965	B4galt5	Gp5	
Tada2a	Dazl	Ubqln1	Hsd3b7	
Smu1	Klc3	Rpp14	Erbb4	
Foxl2	Dcakd	Sumf2	Herc3	
Eef2k		Plekha2	Tbcd	
Atp5d	Zfp41	Pxn	Slitrk1	
Aox4	Fcgr2b	Lgals8	Fxyd7	
Taf1c	E4f1		Epha7	
Palmd	4930529M08Rik	Cyp2t4	Arfgap3	
Ppp1r8	Twist1	Lrsam1	Pik3r1	
	Tmem131	Plekhg3	Lrrc59	
Gas1	Foxi1	Dhx9		
Acr	1810062O18Rik	Map2k6	Hs3st1	
Pxk	Gm6030	Spint2	Sulf2	
Ap3s2	Hoxa7	Zfyve28	Dpp3	
Stk25	Trpm3	Ift172	Yif1b	
Mlst8	Surf4	Rbms1	March3	
Pld5	Fam53b	Bcl2l15	Cenpt	
Eif1b	Osbpl7	Rbm28	Trim11	
Prkg2	Obfc2a	Crygd	Sra1	
Pcmtd1	Nt5e	Gm6030	Dfna5	
Rab37	Hist1h1e	Vwa5b2	Fbxo5	
Ccdc57	Sccpdh	Anxa11	Nr1i3	
Ube3b	Rasl11a	Sox17	Atp4b	
Fads1	Papd4	U2af2	Mcart1	
0610009D07Rik	6720401G13Rik		Th1l	
1700073E17Rik	Lrfn3	Rpl8	Pomp	
Pdlim2	Chmp2a	Katnal1	Ddx5	
Foxj1	Tspo2	Cel	Wif1	
Creg1	Zfp688	Dlgap4	Slfn9	
P2ry13	0610010K14Rik	Coro2a	Dok5	
Adamtsl5	Reep6	Thnsl2	Tbccd1	
Upk1a	Man2b2	Cyba	Clec11a	
Psmc3	5730577I03Rik	Psma5	Krt9	
Lrrc42	Emd	Smc2	Nup54	
Atp5l		Hcrt	Cntn5	
Pir	Camk4	Tspan17	Trim13	
2900073G15Rik	Cbx5	Btf3	Nenf	
Gxylt2	Vangl1	Mfsd6		
3110040N11Rik	2010110P09Rik	Narfl	Ift172	
Prrc2b	Cetn4	Tecpr1	Zfp11	
Il17d	Nkd1		Igsf1	
Gm10697	Mtmr11	1110067D22Rik	Vamp2	
Cep63	A330021E22Rik	Otud7a		
Hdhd3		Uba5	Gapdh	
Gm16379	Rock1	Ranbp1	Rab8b	
Il6ra	Ampd2	Pdk3	Agl	
Rab40b	Tub	Tmed8	Ciz1	
Eif4ebp3	Fem1b	Bri3	Sap18	
Ppp3r1		Nprl2	Ccz1	
Hcn3	Nacad	1300001I01Rik	Mtmr6	
Vbp1	Ptger1	Zfp292	Csdc2	
Hlcs	Tbccd1	Wdyhv1	Atp1a2	
Thra	Ntrk3	Rint1	Nkd2	
Tdp1	Nr5a1	Zfp414	Psmd7	
Slc1a6	Rnf103	Fam3a	Rgs3	
Ppp2r5b		Fam116b	Skap2	
Senp7	Slc36a1	Ndufb8	Pola1	
Kcna2	Kif22	Hsph1	BC034090	
Lef1	Tuba4a	Uqcrh	Smarcd2	
Lamp2	Eef1d	Map3k7	Stmn4	
Sfxn3	Tradd			
Tlk2	2610018G03Rik	Inpp5k	Ralbp1	
Pnpla7	AI462493	Psmb6	Irgm1	
Etfdh	Fbxo5	Yif1b	Ppp1r8	
	Psmb3		Preb	
Tmem50b	Hjurp	Dusp16	Srebf2	
Sim2	Ddost	2810405K02Rik	Polr2a	
Eya1	Kcnip1	Cbx5	Pstpip1	
Slc25a17	Rras2	Cdk19	Mobp	
Mdh1	Eif3m	Wnt11	Pls3	
Pdha1	Asph	Trim16	Gm7935	
Scaf8	Cyba	E2f7	Meaf6	
Osbpl7	Gm13157	Stx17	Adora2b	
Sdhb	Grpel2	Slc35b1	Amd2	
Elmod1	Fxc1	Rnf144b	Spink2	
Pvalb	Apex1	Pdxk-ps	Jkamp	
Gng10	Rab42-ps	Adck4	Kcnj14	
Gm16477	Rpl8	Rasl10a	Homer1	
6720401G13Rik	Rad23b	Sdhb	Enc1	
Slc25a5	Lrp11	Uhrf2	Cdsn	
Dcaf10		Olfm1	Hip1r	
2700078K21Rik		Prkdc	Ccdc86	
Sumo3	Bmp2	Atf1	Defa21	
E430025E21Rik	Ubqln1	Baiap2	Med12	
Cntn4	Cxcl16	Kdm4b	Ano10	
Atad2b	Spnb3	6330408A02Rik	Rps27l	
Derl2	Ufm1	Kif22		
Abcb9	Gt(ROSA)26Sor	Ptpru	Nkrf	
Rnf113a1	Zkscan5	Pdgfc	Aldh8a1	
Sgpp2	Cdc42bpb	Kcna2	Cxadr	
Il33	Slc39a2		Zfp30	
	Polr2i	Slc7a5	Ptprf	
Tox4	Prkar1a	Glt25d1	Hjurp	
C330005M16Rik	Dlst	Pmpca	Dpagt1	
Kcnj14	Fxyd2	Ppp1r7	Glt25d1	
D330028D13Rik	Stmn4	Selenbp1	Pgap3	
Cnot4	Trim36	Xiap	Serhl	
Pm20d1	Setd1a	Rhobtb1	Lysmd1	
H2-Ab1	Gna14	Msx1	Rps6-ps2	
Aaas	Cenpa	Nes	Grhl3	
Chpt1	Mfsd9	Mapt	Rps15a	
Uhrf2	Nrxn2	Fam20c	Kcnd3	
Frmpd1	Mapk8ip1	Slc7a3	Rab40c	
Zglp1	Pfkl	Tmem161a	Rhot1	
Phyhipl		Rab9	Crispld2	
Cby3	Igsf9	Rapgefl1	Dync1li2	
Gcc1	Gm2382	Slc35a2	Ywhaq	
Smyd2	Bche	Grb2	Siva1	
Plod2	Fam126b	Pou6f1	Dapk1	
	Pdlim7	Psmg1	Rap1b	
Hgs	5133401N09Rik	Cnot6	Maoa	
Gch1		Cycs	H1fx	
Trim2	Atf7ip	Pgr	Rpl22l1	
0910001L09Rik	Ppil1	Snd1	Adcy1	
Lrrc58	Trpm2	Hibch	Pdia5	
	Slc25a11	Alx3	Il1b	
Dazap2	Clip1	Gm11818	Slco4a1	
Cs	Esrrb	Gm9927	Uqcr11	
Arid4b	Kctd12b	Adra1b	Fgf9	
Fahd2a	1700112E06Rik	Rpap1		
Ddx52	Cox7a2	Eif3i	Fam171a1	
N4bp3	Wnt9b	Rab8b	B4galt3	
Prdx3	Eif2b4	Cd81	Tekt4	
Rnf152	Chsy3	Ttll1	Olfr629	
Pank1	Glrx5	Usp16	Jmjd5	
Nenf	Tns3		Rarb	
Arhgap39	Ppp4r1l-ps	2500003M10Rik		
Alkbh4	Mettl5	Kctd3	Bcl2l15	
Ywhab	Wbscr27	AI464131	Abcg1	
Zdhhc12	Arx	1500035N22Rik		
	Olfm1	Slc2a4	Smc2	
Aldh1a3	Denr	Baiap2l1	N4bp3	
Pank3	Ddx1	Msln		
Slu7		2310046K01Rik	Hook2	
Cel	Rala	Rcbtb2	Wdr75	
Eif3j	Cstb	Dpysl5	Crkl	
Tnfrsf21	Lrfn5	Grpel2	Snrnp35	
Sft2d3	Rin1	Ttll11	Sult2a1	
Cryab	Vgll2	Aqp2	Slmo2	
Pkia	Rcan3	Rpl21-ps4	Tomm40	
Twsg1	Ndrg1	Ndufs7	2900092E17Rik	
Gp1bb	Mat2b	Emd	Xpot	
Mrpl45	Gapdh	Lrig1	Park2	
Mrto4	Pttg1ip	1700009P17Rik		
BC030500	Rnf181	Syne2	Btbd1	
Tnfrsf12a	Rbms1	Armc3	Gt(ROSA)26Sor	
Gca	Pdcd2	Btbd1	Rbks	
Tceal8	Acvr1c		Tradd	
Dusp23	Recql	Ubash3b	Prf1	
Dok6		Bmpr1a	A330021E22Rik	
Ecel1	Gp5	Jmjd8	Kpna6	
Dhcr24	Vrk3	Acot10	Aox4	
Twf1	BC030500	Wdr41	Cd48	
Sik2		A230046K03Rik	Afmid	
Spryd4	Cox7b	Lpgat1	Stx17	
Ldlrad3	1110051M20Rik	Atf5		
Cpd	Atp6v0e2	Prim2	Blcap	
Nploc4	Tbx15	Slc39a4	Zfp593	
Atp6v0b	Blcap	4930529M08Rik	Cdh26	
	Gm1604b	Kifc2	Pqlc3	
	Pex11a	Ctr9	Plrg1	
Pck2	Rrm2	Gm10697	Rpl23	
Gnb2	Crcp	Lap3	Acaca	
Scn4a	Lrrc23	Rbpjl	Slc6a15	
Cdk10	Pdxk-ps	Haus1	Ms4a8a	
Ppm1h	Tcap	Csnk1d	Abcc4	
Msl2	Krt10	Cx3cr1	Trappc5	
Acsl1	Rps10	Cdh2	Slc7a7	
Dbr1	Gm13251	Tmem131	Sytl1	
H2-Q2	Acsl1	Cdh26	Vldlr	
Foxn3	Ncoa2	Wdr1	Hspa9	
Acot11	Lingo1		Otos	
Rpl7	Phb	Vcp	Depdc1b	
Kif9	Hbs1l	Phka1	Tmem91	
9030409G11Rik	Hook2	Kif17		
Rhoq	Eif3h	Slc1a3	Pfkl	
Ap2b1	Ruvbl2	Ppp4r4	Prkg2	
Nfx1	Slc15a2	Phrf1		
Timp3	Scn1b	Galk2	Glg1	
Fbxw9	Htatsf1	A030009H04Rik	Cstf2	
Ly6k	Cacna2d4	Hmgb2	Rrad	
Pld6	Lrrc20	Mpp3	Pank3	
Kcnk9	Stx17	Atf6b	Creg1	
Mettl2	Aurka	Dach1	Rnf103	
Idua	Dhx57	BC023814	Meg3	
Adamts1	Ssr1		Fdxacb1	
Eif2s1	Rgs3	Fxyd5	Igsf9	
Zc3h15	Zbtb8b	Cdh6	Ryr2	
Crybg3	Osgepl1	Kdm2b	Cln8	
Sprn	Meaf6	Sec14l3		
Fkbp1b	Brms1l	Dcdc2a	Erp29	
Nkrf	Cxcr4	Clec4n	Uhrf2	
Cacna1a	Fam155a	Diablo	Coq2	
Snrpf	Lsp1	Adar	Cacng6	
Fam171a2	Apbb1ip		Arhgef7	
Rab27b	Phyhip	Usp39	Tubgcp4	
Cdc25a	Dlg2	Prkg2	Rhoq	
Ankrd54	Dnm2	Tgfa	Asxl2	
Ndufa8	Dnmt3l	Nexn	Baiap2	
Camk2b	Vsig10l	Pank3	Pomc	
Ppp1cb	Cntnap5b	Trim25	Anxa5	
Mfn2	March5	Psmd3	Cdc34	
Gnai3	Bai2	Suv39h1	Prkcz	
Havcr2	Mcm2	Man2b2	Gprc5c	
Ric8b	Kctd3	Lrrc3	Serf2	
Idh3g	Hoga1	Tomm5	Evc	
Col23a1	Il17d	Lims2	P2rx6	
Rnpepl1	Rcn1	Rexo4	Plekhh3	
Zfp119b	Polm	1700029G01Rik		
Upp2	Grm7		Atf5	
Cog1	Gm5617	Vstm2b		
Acot2	Pnrc2	Clec2d	Asb8	
Plek	Pdk3	Aif1	Npr1	
Snrpd2	Tll1	Fastk	Atg7	
Sap18	1700009P17Rik	Gas6	Tmprss3	
Tpd52l1	Hvcn1	Ccbl1	Cog4	
Diablo	Ccl17	Arhgef40	Slc18a2	
Slitrk4	Cdc23	Gspt1	Slc5a10	
Ptpn1	Cycs	Gnal	Kcnc1	
	Zfyve20	Xrn1	Kcna2	
Cope	Cdh26	Pcdha11		
Dcun1d1	Edc4	Casq2	Fam149b	
Fbxo4	Kcnd2		Trit1	
Irx1	Trim16	Zfyve20	Cnih	
Csnk1g2	Bcl7c	Trp53bp2	Fam82a1	
Bdh2	B230118H07Rik	Cacna2d4	Msl1	
Tmc6	Trmt2b	Cd209f	Gm5341	
Trib2	Myo9a	Ece2	Phf19	
Tesk1	Prpf31	Stxbp1	Fam176a	
Gtf3c3	Pxk	D330045A20Rik	Ppif	
Alg13	Clip4	Lpcat3	Map2k3	
Ibtk	Edn1	Elovl2	Minpp1	
Zkscan14	Plcb1	Cpxm2	Mbip	
Lpin3	Gspt1	Dcakd	Xpo1	
Ipmk	Nudt11	Aox4	Clec2d	
Pdk2	AA986860	Zbtb8b	Wac	
Rnf217	Dido1	Neurod6	Adcy9	
Paxip1			Tfb1m	
Snx2		2010305A19Rik	Sec14l3	
Mrpl46	Chst12	Sulf2	Thsd1	
Dnase1l2	Flot1	Sptlc2	Trim39	
Kdm5a	Phactr4	Ahcy	Sf3b3	
Rasal1	Eml3		BC016495	
Ntrk2	Csdc2	Tmem25	Fxyd2	
Ctdspl	Zrsr2	Eya1	Sp140	
Pja1	Dnd1	Agrn	Ndufa13	
Hvcn1	Metap2	Pdpn	Fnip2	
Tmem167b	Pisd	Ndufv3	Sez6l2	
Plekhm3	Tsks	Dclk1	Pim2	
Lrrfip2	Narfl	Top2b	Zfp324	
Slc2a4	Dnm1	Ptprf	Epha5	
Nova2	Pdpk1	Orc6	Kdm4b	
Vrk2	Siglec5	Gabrg1	Lrrc27	
Bcl7b	Rabgef1	Ccdc23	1300018I17Rik	
Npm2	Tmem123	Aldh6a1	Tsg101	
Kcnj5	Mtap1s	Plat	Ccdc13	
	Gfer	Dctn6	Zfyve19	
Rnf219	Fastkd1	Rps6ka1	Spag1	
Rbmxrt		Ddx41	Plagl1	
Gprc5b	Tmem33	Fam126b	Ap1s1	
	Rpl13	Zfp655	Ppp1r14c	
Myadml2	Ecel1	Slc18a2	Abcg4	
Fam173b	Anapc7	Nutf2	4833424O15Rik	
Ap3d1	Nrip1	Hprt	Rock1	
Amacr	Kirrel2	Lhfp	Zfyve1	
Alg6	Gjc1	Ttc8	Alg5	
Rps21	Opa1	Hic2	Chpt1	
Pak6	Alox5	Cplx1	Lrp11	
Pms2	Trim32	N4bp3	Xrn1	
1700015F17Rik	Cdh6		Chrnb2	
Naa35	Sytl1	Rps14	Paqr8	
Grhl3	Ghitm	Atl2		
Atp5k		D10Bwg1379e	Kif5a	
Gopc	Gm5751	Mcm2	Hist1h2aa	
Ptcd1	Aagab	Eif2ak4	Ccdc71	
Sspn		Ddx5	BC006965	
	2310046K01Rik	Cntnap1	Dyx1c1	
E130309D02Rik	Rpl7	Epb4.1l4b	Fxc1	
Tshz2	Rbmx	Pion	Spata7	
Sema3e	Tlr6		Gabrr1	
Eef1e1	Polr3e	Nanos1	Eif3j	
Eif3g	Ece2	Aldh1l1	Clec4a2	
	Acadl	Slc35d3	Itpk1	
Asb5	Npr3	Adamtsl5	2310045N01Rik	
Cxcr4	Tm9sf3	Gm8709	Il12rb1	
Ccdc71	Lrp6	Ap2a2	2500003M10Rik	
Nfatc3	Nutf2	Gabbr1	Myd88	
Lhx2	Rexo4	Arhgef9	Pkd2	
Dcxr	Foxs1	Sgsh	Vax2	
Synpo2	Rnf141	Cstb	Gm9104	
Gm11127	Uba5	Zfp423	Tapbpl	
Ccdc85a	Oscar	Acsl1	Kif1a	
Bex2	Sntb1	Ank	Ptpn9	
Sall1	Pdzd8	Ncf4	Ets1	
Lnp	Esrrg	Plxna3	Irf6	
Six4			Id4	
2610305D13Rik	Isg20	Pdlim7	Cep192	
Pafah1b1	Ccdc13	6820431F20Rik	Car4	
Hsp90ab1	Asns	Prps2	Lsm1	
2410042D21Rik	Fmo1	Cntn2	Glp2r	
Llgl2	Gm3099	Clock	Atp6v0e	
Ndufb9	Cntn2	Ndufb9	Hsph1	
Ogfr	Psmd3	Cdc42se1	A230046K03Rik	
		Htra2	Zfp956	
Psmb5	Igfbp4	Gm5751	Pdxk	
Tef	Amz2	Lmtk3	Commd2	
Chrna4	Epha5	Crk	1110008J03Rik	
		Rfwd3	Lrrc49	
Ahsa1	Hdhd2		Pecam1	
Pde7b	Mapk1	Epor	Mki67ip	
Prdm1	Abcb1b	Zfp41	Lgr4	
Rbms1	Acot2	Wdr12	Krtcap3	
Stra13	Nsun2	Rbx1	Lrrc56	
Foxn2		Gfra4	Casp9	
E130311K13Rik		Sema6c	Eif2ak4	
Hist4h4		Tlr1	Rab34	
Sympk	Kcnq4	Rxrg	Basp1	
Dom3z	Kars	Naf1	Osbpl7	
Tmem29	Slc39a12	G6pdx	Gnb2	
Ndufa13	Evc2	Cnr1	A530098C11Rik	
Pask	Chst11	Atf7ip	Abtb2	
Rasa3	Rfxank	Prrx2	Vps28	
Fbxo33	4930524L23Rik	Farp1	BC055324	
Slc6a9	Glo1	Rasgrp4	Arr3	
Foxs1	Cebpg	3200002M19Rik	Dtx1	
Rab3gap1	Med14	Abcb8	Capn9	
Adck3	Setd5	Cbx3	Hao1	
LOC668917	Klf13	Tymp	Dnd1	
Ercc3	Rnf215	Gsto2	Cpsf4	
Dync1li1	Myl2	Arap2	Rhobtb1	
Rreb1	Tfb1m	Rad54l2	Grem2	
Plxnb3	Pdpn	Dok6	Cfc1	
Asph		Fgfr1op2	Edn1	
Atg16l2	Armc3	Pask	Pea15a	
Adck5	Klk1b24	Il17d		
Rpl22		Lair1	Anapc7	
Rpl4	Mcm10	Mylk	Olfr411	
Fbxo32	Slc5a10	Eif3m	Stab2	
Slpi	Nup35	Fxyd2	Parp14	
Lrp1	BC028777	Gxylt2	Slc15a2	
Zfp827	Irak1	4930534B04Rik	Tada1	
Ptpdc1	Rusc2		Abi3	
Hist1h2af	Serhl	Amph	F8a	
	Fbxo39	Gin1	Arl8b	
Taf11	Zfp11	Fem1a	Ganc	
Inpp5j	Nucb1	Wbscr27	Zfp706	
Eny2	Cdc34	Rnf168	Tdgf1	
Ttyh2	Fam82a1	Trim13	Zfp58	
Prickle1	Lrrc27	5330417C22Rik		
Ddost	Lphn1	Pink1	Mat2b	
Atp6v1a	Herc3	Tsfm	Olfm1	
Klhl12	Smg7	Dolpp1	Caml	
Rnf170	Bcap31		Smg7	
Cenpm	Haus3	Tial1	Egfl8	
Phf21a	Galntl6	Acta1	Zfp187	
Nfix	Psmd2	Rab11fip3	Nfyc	
Zfp182	Tpbg	Trpc4ap	Tead2	
Donson	Kcna2	1110034B05Rik		
Rcbtb2	Cox5a	Anapc13	Tmed8	
Clip3	Myst3	Fam125b		
Inha	Sox11	Anapc7	Creg2	
Rybp	Pcdh18	1110051M20Rik	Gzmm	
Leprel4	Fam120c	Fancl	Slc1a2	
Pigp	Rps14	Ccl24	Ninj2	
Slc41a2	Kdm5c	Kcna7	Tgm3	
Nppc	Pdgfrb	Gm8580	Lass2	
Amigo2	Fank1	Sfrs18	Lrrc55	
Dnajb1	Klhl36	Cdt1	Myl3	
Mapre1	Akap1	Foxp4	Lrrc52	
Wipf1	Ndrg3	Parg	Zfp503	
Crebbp	Pvr	Osbpl7	Tmem108	
Erbb2ip	Gm71	Atoh7	C1qtnf7	
Dusp26	Rfc4	Hist1h1c	Stk30	
Plxdc2	Fbxo30	Smg1	Snrpd3	
Zfp329	F3	Cd109	Pgpep1	
Stx3	Prrt4	Rps25	Alpl	
Gps1		Cant1	Sag	
Aldh8a1	Set	2700081O15Rik	Cspg5	
Lars2	Arl6ip6	Pecam1	Lsm10	
Idh1	Efemp2	Dmd	Auh	
Lrrc8b	Ttc28	Polr3e	Nans	
Atp6v1b2	Slc41a2	Snrpd3	Chst7	
Slc16a1	Abat	Glrb	Brms1l	
Uchl5	Ccnt1	Peci	Gm12298	
Chmp7	Jkamp	Zfp930	Adamts17	
Npy5r	Fam58b		Sepx1	
Tet3	Gstz1	Ptdss1		
Ccdc53	Atp6v1a	Bcs1l	4921523A10Rik	
Ephb1	Cycs	Cpsf4	Npc1l1	
Cobll1	Pom121	Cstf2	Ccdc90b	
	Stat5a	Ppp3r1	Phkg2	
Mterf	Fbxw11	Phb		
Shmt1	Manbal	Reep6	Psmb2	
Hmgcs2	Rufy1	Dck	Slain1	
Shroom2	Speg	Erlin2	Thap11	
Pank4	Ttc8	Riok2	Gm166	
Rab30	Cldnd1	Rbbp9	Smpd2	
Nrbf2	Afmid	Map3k1	Nrxn2	
Zfp78	Grik3	Gm13157	Pcmtd1	
Tcfap4	Xpo1	Ofd1	1190002N15Rik	
Patl1	Atp5g2	Ncln	Atrx	
Serf2	Cbx3	Cd48		
Ccdc9	Cntn5	2410001C21Rik	Jak2	
Csf2ra	Cd9	Sec14l4	Eftud2	
Muc20	Zfyve28	Prpf19	Cpne3	
	Ubb	Grlf1	Fhl1	
Grm8		Tmem167	Hmgn5	
Bbs1	Glul	Clip1	1700008A04Rik	
Mycbpap	Tspan7	Dnmt3l	Psmc3ip	
Las1l	Edem2	Telo2	Rcc2	
Pex14	Cops3	Slc39a1	Dscr3	
Tcirg1	Npm1	Klhl21	Gch1	
Spop	Gm1673			
Eif2ak2	Bcs1l	Unc50	Phf20	
Ccdc91	Pask	Lrrc23	4930404A10Rik	
Cdc42se1	Dok5	Hoxb6	Lgals1	
Cnot7	Slc25a30	Arid1a	Eif3m	
Orc6	Spns1	Rps20	Dtd1	
Akr1a4	Anapc13	Asb5	Vsig10	
Npb	3110082D06Rik	Coq9	Slc35a1	
Dll1	0610009D07Rik	Cyhr1	Cldnd1	
Hip1r	Cyp2j6	Smpd2	Clec18a	
Vps4b	Lama4	Sik1		
Sav1	Vav3	Polb	Hoxc9	
Trafd1	Mtif3	Cdsn	Pcnt	
Zbtb9	Sorbs3	Pdlim2	Ecsit	
Vmn1r65	Smoc1	Acat2	Nudt16l1	
Gm71	Abcf2	Prss12	Synpo2l	
Gpr172b	Copb1	Dnaja2	Rtp4	
Acly	Prkar2a	Plod3	Gabrg1	
Dynlrb2	Fggy	Mtx1	Dnase2b	
Stx7	Usp43			
	Arhgap6	Meaf6	Ldlrap1	
Slc25a20	Nrbf2	Rpsa	Mup2	
Irf2	Slc3a2	Aimp2	Ms4a6d	
Asxl2	Sp8	Skil	1700106N22Rik	
Dct	Cd209f	Cdk15	Dsg1a	
Nmt2	6430531B16Rik	Ngb	0910001L09Rik	
Nupl2	1810010H24Rik	Abcc4	Gstm3	
Vps11	Tmem167	LOC100504710	Plekhg5	
Brcc3	Pabpc1	Rcn1	Snapin	
Nudt11	Poldip3	Fam53b	Polr3c	
Mov10	Grb7	4930524J08Rik	Cst3	
Grin2a	Gm11818	Grb7	Asb2	
Zfp292	Gprin1	Adam11	Gstz1	
Exosc10	Sema6a	2700078K21Rik	Spint3	
Dcc	Nosip	Pi16	Pld5	
