XFTU	SFTU	SFRC	SFNC	SFRN
Bicd2	Fbxw11	Ccne1	Adnp	
	Anapc10	Adra2c	Pcbd1	
Urod	Col17a1	Zfp367	Rbbp8	
Zfp941	Adnp	Tmem119	S100a13	
Hs3st5	Phf6	BC020535	Cd81	
Acot2	Ano8	Fbxw9	Pde9a	
Rasd1	Fbxo41	Dgki	Fnta	
Rps8	Ccdc115	Tada2a	1700040I03Rik	
Wbscr25	Ptpn12	Zscan12	Snx2	
Ccpg1	Sik2	Rnf113a1	Syt1	
Zbtb7b	Pdgfb	Vamp2	Zfp521	
	Ccdc53	Pglyrp1	Mid1	
Pcbd1	Acot2	2810008M24Rik	Taf10	
Atp5c1		Anapc5		
Dnmt3l	Cdc42ep4	Rpl5	Pip5k1c	
Ube2a	1500003O03Rik	Btbd6	Nmbr	
Klk1b24	Scrn1	Eef1a2	Lysmd1	
Hic2	Slitrk1	Scrn1	Zmynd12	
Gabra4	Stap2	Ppapdc1b	Chst8	
AI836003	Ppap2a	Psmg1	Bche	
Snx7	Spata13	3110009E18Rik	Nrip3	
Lrrtm3	Basp1	F2r	Gpr155	
Slc25a1	Gstm7	Psd	Got2	
BC018242	Fam102a	Pmpca	Cdc42bpa	
Fhad1	Stip1	Cbr3	Gadd45a	
Sfxn3	1810010H24Rik	Polr1d		
Rnf152	Gstm1	Insig2	Rasal2	
Ndufb11	Tada2a	Atp6v1a	Prps1	
Ythdc1	1700040I03Rik	Rpf1	Eef1a2	
Limch1	Srf	Srebf1	Hcn2	
Ttc12	Hcn2		2810008M24Rik	
Tspan4	Pcnxl3	Ube2m	S100a10	
Strbp	Hist1h2ba	Cd81	Xrcc3	
C1ra	Nhedc2	Adam11	Uap1l1	
2610002J02Rik	Clvs2	Smurf1	Oprd1	
Tspo2	Homer1	Cux2	Atp6v0b	
Pole4	Trim8	Brf1	Amacr	
Vrk3	Mex3c	Hsph1	Wnt7b	
Zbtb34	Arnt2	Susd2	Rpl10	
Mterf		Rps6	Camk1g	
Hnrnpr	Abcg4	Gm8054	Cstf2t	
Slc28a1	Plscr1	Tmem229a	Ece2	
Agap3	Mt3	Bpgm	Stk32c	
	Hs3st5	Ugcg	Sfxn3	
Gfap	Dpm3	Phf13	Tmem97	
Ccndbp1	Vapa	2510003E04Rik	Ano8	
Spsb3	Fgfr1	Xpot	Psip1	
Phf1	Gli3	Lrp1	Gamt	
Psph	Vps33a	Hs3st4	9030409G11Rik	
Klhl9	Ptplb	Ncrna00085	Pef1	
	Hdac9	Tubgcp4	Stat3	
	Dhx38	Kras	Rnf157	
Gm2382	Rin1	Ccdc53	Plxnb2	
Stra13	Cenpc1	Fads2	Hddc2	
Chsy3	Wnt7b	Cacna1i	Crlf1	
Wwox	Klhl12	Ntrk2	Runx3	
Trim13	Ibsp		Sema5b	
	Lmtk2	Plscr2	Evc	
Tspan7	D330012F22Rik	Nfic	Slc46a1	
Cox15	Tsga14	Srp72	Suv420h1	
Mtap4	Relt	Nipal3	Glud1	
	Scn1b	Obfc2a	Aanat	
Srp72		Rad51c	Frmd6	
Arhgap29	Fbln1		Lrrc47	
C130039O16Rik	Atg5	Vipr1	Tll1	
	Rps28	Acvr2a	Mctp1	
Map1lc3a	Bche	Bean1	Rpl15	
Ankrd50	Atp6v0e	Htr3a	Ing3	
Fth1	Leprot	Hs3st5	Rpl22l1	
Sulf1	Cabin1	Pkp4	Rpl21-ps1	
Kif22	Xpot	Cox7a2l	Klhl12	
Jak1	Klf6	Kcnk1	Smoc1	
Ppp1r1b	Ctsd	Dnajc8	Sema4d	
Mrpl41	Slc9a9	Vrk3	Zfp882	
Hes6	Srpk3	Myo9a	Lix1	
H2afy2	Cdk20	Haus5	Mfap4	
	Zmynd11	Ndufb6	Dpp4	
	Twsg1	4931440F15Rik	Spata3	
Dnajc9	Bach2	Plcl1	Uba52	
Palld	Tceal5	Mtx1	Trappc10	
Crispld1	Zkscan17	Fbxo33	Dio2	
Cops7a	Polr2d	Ankra2	Pcnxl3	
Fto	Syt3	Rpl10	Ppm1b	
Fam160a1	Syt5	Stag2	Mrps33	
Dgke	Tgfb3	Qrfpr	Hist3h2a	
Slc1a1	Apoc3	Kcnmb2	Slc25a5	
Adra2a	Tbc1d2	Limch1	Fbxw9	
Dnajc2	Gm11127	Bzw1	Mgst3	
Gm1006	Sntg2	1600002H07Rik	Sema5a	
Ctr9	3110047P20Rik	Ddit4	Rad51l3	
Cnr1	Zfp28	Unc13b	Srsf6	
Arl9	Stard3	Pacs1	1110008J03Rik	
Tln2	Psmd3	Gm1006	Slc30a10	
Gnb1	Pigf	Psip1	Ankrd50	
Sphkap	Ksr1	Pcgf1	Vcl	
Nudt11	Pex5	A330021E22Rik	Eif3m	
Lix1l	Tgfa	Mrpl12	Umodl1	
	Pik3r1	Ttll9	Fbxw11	
Ints1	Gorab	Spint1	Hist1h1c	
Arcn1	Cage1	Aldh1b1	Cpne8	
Abcg4	Rlf	Serpine2	Ppil2	
Hnrnpul1		Fbxo41	Ptplad2	
Inpp4a	Fam13b	Mtfr1	B4galt5	
Tnfrsf11b	Stk39	Sulf2	Slc25a20	
Tmem131	Rock1	Slc38a3	Snx6	
St7	Pusl1	Galnt4	Hsd17b4	
Zfp534	C1ql1	Uap1l1	Psmd6	
Atp6v1c2	Rpl13	Ccdc90b	Amigo2	
Traf3ip3	Ric8b	Bach1	Scaf11	
Mrpl18	Gm10094	Pnpla7	Rasd1	
	Cetn2	Metap2	Yipf1	
	Arhgef16	Tle3	Tcp11l2	
Dapk2	Blcap	2310045N01Rik		
Srsf13b	Atp6v1a	Rasal2		
Zbtb10	Adck3	Apoc3	Ppip5k2	
Ube2w	Ltn1	Rps8	Rassf3	
Lrp12	Chsy3	Prkar2a	Spon1	
Ufm1	Limk1	Casz1	Gstm1	
Phka2	Rpl11	Rab3d	Uchl5	
Pfdn4	Paqr8	Rcbtb2	Fuca1	
Odz1	Top3a	Foxred2	Rbpjl	
Unc13b	Opa3	Nmi	Slc9a9	
Brsk2	Eny2	Hspb8	Ascl2	
Nfatc2	Tgfb1i1	Rnf13	Tmem25	
Nfs1	Fam120c	Cplx2		
A130022J15Rik	Mup2	Hddc2	Nudt4	
Gapdh	Abcd4	Hdac9	Slc25a38	
Hist3h2a	Ttc8	Erbb2ip	Usp5	
Rorc	Rnf113a1	Pdf	Ruvbl2	
Layn	Palmd	Macc1	Adam11	
Uap1l1	Pla2g5		Ankra2	
Cry1	Mst1r	Aph1b	Car12	
Lsp1	Cdk4	Gli1	Ccdc126	
Spcs3	D430041D05Rik	Arr3	Zscan12	
Plekhm1	B4galt5	Mup2		
Nmd3	Rcn1	Tars	Psd	
Gpr39	Ctnnbip1	Dtd1	Rbm4b	
Zfp58	Fam113b	Rnf151	Tshz3	
Camk2b	Cdc42bpa	Ntn5		
Dnaja1	Sgsm1	Tnrc6a	Pldn	
Rpl13	Mcm3	Sema5b	Tbxa2r	
Rph3a	B3gnt1	Zfp688	Gm8054	
Capns1	Prkcsh	Hecw2	Rps8	
Rnf25	Zkscan1	Dok5	H47	
Srp14	Dio2	Tmem123	Pcsk5	
Jak2	Psmc1	Robld3		
Dnase2a	1300018I17Rik	Vps8		
Ech1	Phf14	Phf21a	2410127L17Rik	
Pdia3	Insig2	Sfxn3	Hacl1	
	Pdcd4	Parp8	Kif1a	
Erh	Msln	Sp110	Ctu2	
AU040320	Limd2	Acad8	Gm1332	
Ppid	Stag1	Rnf126	AI413582	
Mtmr11	Syne2	Plcg1	Pdcd4	
Dmrtb1	Gsto2	Paqr8	Camk1d	
Wfikkn1	Cbr4	3300002I08Rik	Slc26a2	
Xpo1	Sema5b	Hist1h2ba	Fbxo41	
Chmp2a	Lum	Cdc34	2500003M10Rik	
Spdya	Alkbh2	Pgrmc1	Tle2	
Atpaf2	Gpn2		Cops2	
Gm5239		Ppil2	2700060E02Rik	
Hist1h1b	Cops2	Tbc1d2	Gyg	
Relt	Coro2a	Kcnk12	Nmi	
Lmln	Rnf6	Snx2	Shpk	
Twf2	4930524J08Rik	Tmsb15b1	6720489N17Rik	
Kcnab3	Drap1	Shisa5	Srebf1	
Slc36a1	BC003266	Gnl1	Ryk	
Prkar2b	Lix1	Orai2		
Usp13	Vbp1	Lrp12	Ddo	
	Exosc9	Msln	Serpine2	
Lhx2	Hsph1	Myh2	Tusc2	
Neurod1	Slc39a12	Trnt1	Eif6	
Atp11c	Kcnmb2	Farp1	Traf1	
Ramp3		Kif21b	Acvr2a	
Adamts17	Atp6v0a1	Thoc3	Kifc3	
	Gm6813	Ccnd2	Spata21	
Hmgcr	Slc30a6	Sav1	Usp11	
Fam58b	BC056474	Thumpd1	Hltf	
Eif1ad	Ephx1	Syt5	Tgs1	
Ms4a6d	Gadd45a	Ppm1g	Best1	
Erf	Ripk3	Nudt21	Adhfe1	
Bdh2	Prkg1	Tmsb15b2	Mtss1l	
Tada2b	9430031J16Rik	Vrk1	Ap3s2	
Pfkp	Prkrir	Elovl6	Rcbtb1	
Acox1	Vipr1	Gsto2	Herpud2	
Ppm1e	Slc38a3	Alkbh4	1810022C23Rik	
Adam33	Zkscan5	Ttc35	Vti1a	
A730011L01Rik	Srm	Trpc3	Acot13	
	Sepp1	N6amt1	Hdhd2	
Zfp41	Rcan3	Ccdc90a	Uqcc	
Ssbp1	Serpine2	1700009P17Rik	Rnf126	
Col25a1	Dclk1	Rasa2	Lrrc55	
Plxna2	Adora1	Llgl2	Rbm39	
Epn3	Slc13a5	Lair1	Ppdpf	
Smad4	Cdc34	Ttc32		
Inpp5b	Ccnd2	Ccna1	Magi3	
Ppp2r5d	Prss41	Nr2e1	Vbp1	
Dmwd	1700009P17Rik	Tusc2	Fcf1	
Tmem49	Myadml2	Atp2b3	Rpl7	
Usp32	Hgs	Alox5	Pdgfra	
Dysf	Plcd1	Kbtbd5	Dhcr24	
Foxp1	Cetn4	Pafah1b3	Cpped1	
Ppap2b	Armc10	Fam113b	Nr5a1	
Rtn4rl1	C80913	Yipf1	Zfp706	
Slc1a3	Cmas	Rps12	Pnpla7	
Scyl1	Slc30a10	Ccdc30	Agbl4	
Klhdc3	2810008M24Rik	Zap70	Zfyve28	
Tti1	Rnf26	Prkd3	Mapt	
	Dach1	Arhgap21	Cog5	
Krt10	Dnajc8	Ddit3		
Myeov2	Tubg2	Pik3r1	Map2k6	
Rnf5	Armc9	Tac2	Clu	
Gsto2	Thumpd1	Ccin	Sgsm1	
Cno	Carhsp1	Capn9	Hmgb2	
Ccbl1	Dhx32	Dcun1d3	Relb	
2610318N02Rik	Casz1	Klhl20	Scyl1	
Plekhg5	Slc35d3	Clptm1	Ebf4	
Aldh1b1	Rae1	Fam161a	Epha1	
Wls	Zfp688		Lrrtm3	
Prkcsh	Sae1	Tle2	Paxip1	
Mfsd2b	Rpl11	Rbbp8	1500002O20Rik	
Gabrd	Strn4	Pabpn1	Cdc42se2	
Dcp1b	Tet3	Ift46	Per2	
Gpx1	Rnf115	Nrp1	Pknox2	
Abhd12b	Tpd52l1	Ramp1	2410016O06Rik	
Map4k2	Ebf4	Cacnb4	Atp2a1	
Ctnna2	Traf1	Loxl1	Caml	
Cpsf3l	Pank4	Coq2	Nqo2	
Srrm1	Pkn2	Atad2b	Atp6v1h	
Usp20	Ormdl2	Cmas	Zfp451	
LOC100134990	Rpl26	D330012F22Rik	Dcun1d3	
Lmtk3	Fbxo8	Rad1	Tm4sf1	
Aco2	Pcbd1	Rab2a	Ndel1	
Chmp1a		Prss41	Prcc	
BC017158	Sp110	Atg4c	Plcd1	
Casp6	Amacr	Rasa4	Pgs1	
Pigp	Grk6	Abcg4	Amy2a5	
Cdkn1a	Rogdi	Lum	Gm9104	
Ift46	Prdx3	Crlf1	Fam120c	
Ppp6r1	Fgfr2	Adck3	Pik3r1	
Zfp936	Wsb2	Churc1	Ncaph2	
Orc4	Slc7a1	Syt3	Atg7	
Stx2	Ppic	Hcrtr1	Fmo5	
Trpv6	Psmd6	Map2k5	Rps4x	
Pvalb	Plekhm3	Zfx	Ntsr1	
	Rasgef1b	Senp3	Tsks	
Las1l	Abcb8	Kctd18	Ifitm2	
Cyth1	Fnip2	Ubiad1	Rab42-ps	
Foxj3	Ndel1	Gnpda2	Ctsd	
Nudt10	Prkar2a	Nfyb	Obfc2a	
Slc30a10	Actr2	Ppic	Gdf7	
Ddx41	Pnrc1	Blcap	Zcchc16	
Gucy1a2	Zfp295	Vps37a	Pank4	
Narg2	Tmem59l	Clip4	Capza2	
Gzmm	Sulf2	Vstm2b	Hspe1	
Dctn6	Trpm6	Nhedc2	Clvs2	
Rps6-ps2	Pcgf2	Pvrl3	N6amt1	
Tbca	Tnfrsf1a	Disp2	Med20	
Stk16	N4bp3	Btf3	Atxn7l2	
Yeats4	Tsks	March1	Ccm2	
Akap8	Uba52	Synpo	Rpl27	
Usp43	Tm4sf1	Psen2	Ppap2c	
Cntn1	Dcun1d3	Stambp	Zic3	
Tsga8	Lgmn	Pbx2	Nsmce1	
Cops5	Snrpd1	Spa17	Ptprn	
Sars	Galnt4		Gng13	
Mrpl27	Tubg1	Lrrtm3	Tead2	
E130311K13Rik	Atg7	Usp32	Ate1	
	Tubgcp4	Tor1aip2	Ppid	
Stk39	Ddit4	Rassf3	BC018242	
Dpm2	Lrrtm3		B230118H07Rik	
Prkd1	Lrp3	Trp53rk	Trnt1	
Atp6v0e	Nmi	Tmem195	Inppl1	
Cxxc5	Mtfr1	Crebzf	Osbpl11	
Pcmtd1	Cth		Map3k10	
Drap1		Rbm39	Synj2	
Naaa	Capza2	Inha	Ptpdc1	
Hspb6	Phf21a	Prdx3	Acadl	
Hap1	Ttc12	Vapa	Dnajc9	
Padi1	Elavl1	Hmg20a	Ddc	
	Ngfrap1	Taf8	Ndn	
Cetn2		Mpp5	Ppp6r1	
Atf7ip	Camk2b	Rlf	2510003E04Rik	
Ppp1r14b	Htr2c	Cntn1	Dapp1	
Nfkbib	Rps25		Slc35d3	
Tmsb10	Col4a2	Zfp30		
Cryba4	Ptger1	C1ql1	Skap2	
Actr1a	Stradb	Map3k10	Rbfox3	
Vasp	Chst8	Hacl1	St8sia5	
Rgs14	Nudt4	B230118H07Rik	Scn3a	
Kif26b	Rpl22l1	Etv1	Ankfy1	
AK129341	Rhpn2	Cdh11	Mgmt	
	Rps24-ps2	Mett5d1	Stk39	
Fmnl1	Pcsk4	Ngrn	Gm10094	
Omp		Spata13	C4b	
Hmbs	Rab2a	Mex3c	Snupn	
Hivep2	Zfp446	Rnf24	Npas2	
Bclaf1	Cacna1a	Atp6v0a1	Rps6-ps2	
B3galt2	Ankrd34a	Kntc1		
Ccin	Inpp5a	F3	Hes6	
Dbp	Ascc1	Kdm4a	Plcxd2	
	Agbl4	Galk2	Tube1	
Josd2	Irf2	Sec63	Rora	
Pcca	Rcbtb2	Polr2c	2700097O09Rik	
Pola1	Ghrh	Cpne4	Gpd2	
Col23a1	Ifitm2	Dedd	Foxn2	
Wisp1	Trappc6a	Atp2a1	Pitpnc1	
Cdc42ep4	Gm12034	Surf4	Bckdhb	
A430078G23Rik	Rundc3a	Tmem62	Fbln2	
Senp7	Mett5d1	Zscan22	Sdcbp2	
Tpd52l1	Kras		Reln	
Aldoa	Egr2	Srpk3	Snrnp25	
	Smad4	Zfp28	Mex3c	
Eif3l	Sag	Phkb	Gsk3b	
Map3k5	Ppm1g	Ap2m1	Spcs3	
Rpl10	Map3k9	Cetn4	Cdk4	
Tle1	Mecr	Mtrr	Erh	
Ngly1	Slc12a6	Vps33a	Tnnc2	
Fstl5	Gtpbp2	Etfb	Cyp11a1	
Pop4	Zfx	Ciapin1	Odz1	
Atp5e	Nsmce1	Nmbr	Mrps24	
Dok1	Ap3d1	Syt1	Rfx3	
	Cct7	Zfp758	Neurod1	
Zfp260	Tbxa2r	Phka2	Zfp593	
Phactr1	Map3k10	Med28	Dclk1	
Gm13178	A330021E22Rik	Hrh1	Plin3	
Per2	Muted	Gucy1a3	Stmn4	
Parl	Tm7sf3	Gadd45a	Psmf1	
Zmiz2	Mrpl12	Mocs1	Dapk1	
Pak1ip1	Ccm2	Rhpn2	Lemd3	
Slc38a7	Gde1	Spns1	Tnfrsf11a	
Zfp93	Prkaa1	Ntng2	Lancl2	
Zer1	Ntng2	Ptprd	3110047P20Rik	
Lrrc59	Plcxd2	Umodl1	Pcmtd1	
Tcfcp2l1	Kcnq5	Trappc3	Cacna2d4	
Man2a2	Gng5	Gys1	Pex14	
Polr2d	Fgd1	Mat2a	4930524L23Rik	
Scaf11	Fbxw9	Cpne8	Lrrn2	
Vac14	Aph1b	Satb2		
Nod1	Kcnip3	Rpl23a-ps1	3110009E18Rik	
Pcnp	Nrxn2	Fcho1	Nacad	
Zfp192	Snx6	Rundc3a	Msx1	
Zfp956	Vstm2b	Cdc42se2	Fbxl21	
Itgb1bp1	Tcfe3	Lsm14b	Stard3	
Psmd8	Alox5	C80913	Cyhr1	
Slc9a6	Myo9a	Strn4		
Coasy	1500002O20Rik	Zfp608	Smurf1	
Myo1h	Tmem9b	Zfp182	Tubb2a	
Diap2	Nr4a1	Hgs	U2af1	
Polrmt	Phka2	Hmgcr	Coq2	
Mro	Lass2		Stub1	
	Apeh	Tshz3	Fkbp7	
Amn1	Zfp467		9430031J16Rik	
Zmynd12	Dgki	Ppox	Mafb	
Gprin1	Elovl6	Rusc2	Twist1	
Nrbp2	Panx1	Agfg2	Rpl9	
Tprkb	Tmem29	Ksr1	Mrpl41	
Acp2	Bckdhb	Dhx32	Tra2a	
Mapk3	Suv420h1	Timm8a1	Aasdh	
Appl2	Trp53rk	Atp5d	Nek6	
Gabrr1	Atxn7l2	Pif1	Gabarapl2	
	Ptprd	Stx3	Ankrd16	
Mcat	Gm13157	Glcci1	Zkscan1	
Cdh11	Spast	Mpp2	Satb2	
Skp1a	Thoc2	Tinf2	Ube2m	
Mms19	Fbxo4	Plekhm3	Armc10	
Josd1	Tmem106b	Ngfrap1		
Ncor1	Rbfox3	Slco1a4	Cd5	
Pik3r5	Actr1b	Trappc6a	Inpp5e	
Lars2	Cttn	Rab6	Aldh4a1	
Nap1l2	Zfp41	Gm6404		
Cryga	Anapc5	Gpx2	Cpm	
Avp	Dtd1	Il17rd	Wdr63	
Bmpr1b	Mpg	Gng2	BC006779	
Atxn7l3	Mcat	Spryd4	BC006965	
Kdm4a	Arhgap26	Pde4dip	Fbl	
Ppm1a	Nt5c	Zmynd11	Haghl	
Eif4g1	Pabpn1	Hadhb	Ppp5c	
6430548M08Rik	Fcgbp	Gm13476	Arhgap21	
Exosc4	Pim1	Nit1	Laptm4a	
Tgfb1i1	Hltf	Epha10	Ccdc34	
Cntn6	Wipf3	Smad4	Slc9a3r1	
Pkia	Hsd17b4	Cdc16	Ndrg1	
Paqr4	Gm5341	Layn	Gpt2	
	Atp2a1	Tsks	Slc13a5	
Prok2	Pyroxd1	Rrp9	Atf5	
Nap1l1	Prpf40b		Naa35	
Atg4b	Ppp4r4	Csgalnact1	Map1lc3a	
Otub1	Dlgap4	Atxn7l2		
Fam116b	Ppil2	Pla2g12a	Ccne1	
D19Bwg1357e	5330417C22Rik	Prkar2b	Armc9	
2310003C23Rik	Pde9a	Clvs1	Rasgef1b	
Gprc5b	Mapk3	Zkscan1	Gcdh	
Traip	Pnma1	Arhgef16	Clec2e	
Rps21	Skap2	Grik3	Cited2	
Gmpr	Slc25a20	Naa30	Rassf1	
Pou6f1	Appl2	Mlst8	Scn1b	
Gm14378	Dapk1	Crispld1	Ptprd	
Commd2	Gm410	Tut1	Suv39h2	
Usf2	Flot2	Cryzl1	Rnf26	
Rab40b	Tollip	Rbx1	Zbtb5	
Msi1	Tradd	Sars	Adck3	
Adra2c	Lactb	Dph1	Rpl26-ps2	
	Smad7		F2r	
Intu		Usp13	4930563E22Rik	
Rab34	Mysm1	Armc10	Pfkm	
Tac2	Sidt1	AK129341		
Eif2a	D930014E17Rik	Atp2c1	Ibtk	
	Capn9	Tor3a	Plat	
2310057J16Rik	Fbxo2	Tubb5	Dlat	
Sipa1l3	Grm7	Pyroxd1	Pom121	
Drp2	Ears2	Tnip2	Eef1d	
Rnf126	Gpt2	Fbxw11	Mxra7	
Vstm2b	Trim45	Ankrd34a	Trp53inp1	
Ing3	Fabp5l2	P2rx6	Gulp1	
Lrp2	2410042D21Rik	Ephx1	0610007P14Rik	
Gabarapl1	Mgst1	Ece2	Foxred2	
Psmb8	Mid1	Ccdc115	Acox3	
Mboat7	Snrnp25	Eif3e	Acad8	
Rassf3	Atp5sl	Uba52	Csnk1g3	
Neto1	Pea15a	Plscr1	Bcs1l	
Lgi1	Map3k11	Shpk	Tcf4	
Zfp879	Pclo	Opa3	Col25a1	
Accn4	Nudt11	Arap3	Kif5a	
Pde9a	Phkb	Mterfd3	Syne2	
Prpf6	Csdc2	Mpg	Plekhg4	
Cox6b2	Parp1	Mdn1	Ifna14	
Sync	Osgin1	Lrrc3b	B3gnt2	
Dlgap3	Tmem117		Tor1b	
Pfkl	Suv39h2	Cabin1	C1ra	
Tmsb15b2	Nsun5	Tollip	Syt3	
	Greb1	Kcnma1	Cdc42bpb	
Pmpcb	Il6ra	Srek1ip1	Alad	
Lrrc61	Srp72	Dffa	Rps6	
Ing2	Trit1	Car4	Il17d	
Tradd	Rngtt	Gm13157	Klf6	
Inhba	Prdm8	Rnf128	Cpne4	
Pcgf5	Ascl2	Sec14l4	Vipr1	
Vat1l	Sema4d	Sh3bp5l	Rhobtb3	
Ybx2	Prmt6	Zfp444	Rheb	
Alox5ap	Tshz3	Pls3	Atg5	
Olfr373	Naaa	Prdm4	Sprn	
LOC100505283	Nono	Pgap3	Ppp4r4	
A330021E22Rik	Plin3	Eng	Ndrg2	
Reep5	E130311K13Rik	Ascc1	Maml3	
Dll1	Slc23a2	Ptplb		
Mpp5	Shroom2		Psmc3	
Cpxm1	Dand5	Agbl4	Slc6a6	
Pcdh15	Ppm1f	Mzt2	Nsl1	
Kcnk10	Cpne8	Casd1	Gm12034	
Traf1	Cand2	Dgka	Ppm1f	
Zfp598	Cars	Vcam1	Hrh3	
B630019K06Rik	2410016O06Rik	Camk2a	Tgfbrap1	
Dbr1	Farp1	Foxo3	Vapa	
Rbfox1	Osbpl7	Serinc2	Fam115e	
Stk17b	Hsd3b7	Fkbp4	Scn2a1	
Dcakd	Fermt2	Enc1	BC003266	
Cd47	Clptm1	Atp6v1c2	Tnfrsf1a	
Lrmp	Tcfcp2l1	Tet3	Gemin4	
Lpp	Tusc2	Zfp92	Ppap2a	
	2210013O21Rik		Dhfr	
Inpp5d	Snrpd3	Dapk1	Rcan2	
Hmg20b	Cblb	1810022C23Rik	Smap1	
Lamp3	Tars	Slitrk1	Hadhb	
Atp8a2		1500002O20Rik	Ramp1	
Rpl22l1	Ing4	Psmb8	Nfkbib	
Sod1	Mgmt	C430048L16Rik	Vps52	
Sept8	Flot1	Slc36a1	Dct	
Sh2d3c		Kcnj9	Pvrl3	
Chst8	Mapk12	Amigo2	BC034090	
Cltb	Foxred2	Cdc42bpa		
Tomm5	Sult2b1	Notch4	Tmem49	
Dnajc11	Uts2r	Lrp3	Pdxp	
Morc4	Poc1a	Rab37	Tollip	
Celf6	Dnmt3l	Smad7	Gm11127	
	Pdgfa	Kif3b	A2ld1	
Rell1	Magi3	Nkiras1	Zfp71-rs1	
Olfm1	Inha	Map3k12	Ddx3x	
Lsm10	Gabrg1	Fam166b	Polr2d	
Mipep		Chsy3	Srf	
Pacsin1	Rbmxrt	Pnrc1	Dock1	
Clvs2	Ap4b1	Ncaph2	Sestd1	
Lgals8	Stk25	Csf2rb2	Nlgn3	
Scn1a	Msh6	Nfkbib	Prkcd	
Dnaja4	Mageh1		Col4a2	
Hspb8	Eea1	Zfp358	Rell1	
Commd7	Nkiras1	Adcyap1r1	Hmgcl	
Shmt1		Znhit1	Ttll1	
Synj2bp	Fbxl21	Bach2	Mpv17	
Srp68	Lair1	Suv39h2	Cdc16	
Mthfd1l	Zfp92	Ctu2	H2afz	
Inpp4b	Omp	Gm5341	Abca2	
Srp19	Grik4	Impdh2	P2rx6	
Relb	Hs3st4	Prkg1	Srp72	
Pik3c3	Rnf166	Gnai3	Rundc3a	
Tmeff1	Cdc42bpb	Obsl1	Strap	
Actn2		Hibch	Rab30	
Mzt2	Rpl26-ps2	Zfp882	Rnf6	
Loxl3	Gm9104	Lgmn	Slc45a1	
Il13ra2	Lrrc3b	Zfp943	Adap1	
Paqr7	Map3k1		Fam113b	
Acvr1	Dgka	Thy1	Fryl	
Cep57l1	Vcl	Slc20a2	Prkg1	
Map2k3	Dact1	Fam19a1	Gm11818	
Csnk1d	Mfng	Cyp4f15	Eng	
Spata13	Slc20a2	Rpl7a	Sfrp1	
Cyp4f16	Atp2b4	Pcbd1	Bet1	
	Atf5	Lix1l	Chsy3	
AI480653	Ulk3	9030409G11Rik	Ccdc9	
Hipk3	Lrrc49	Trim45	Thoc3	
D930014E17Rik		Itga11	Arfgef2	
2310003H01Rik	Prrt2	Cryga	Gck	
Pik3r6	Tmem119	Stk39	Tceb3	
	Pik3cb		Rg9mtd3	
Lepr	Csgalnact1	Mfap4	Dhx30	
Nsmce2	Tube1	Timm44	Plau	
Mctp2	Hmgb3	Cct5	Ddx19b	
Tgfbrap1	Tmem141		Uts2r	
Asb2	Polr2a	Gm10094	Sp110	
Tnfrsf11a	Hadhb	Ddc	Tnni1	
Myl6b	Afap1l2	Vps33b	Ubiad1	
Fkbp4	Plxnb2	Coro2a	Lrrc56	
Psmb5	Psen2	Map3k14	Zfp948	
0610007P14Rik	Hus1	Rpl7a	Pcsk4	
Rps26	Vps52	Ltn1	Ubxn6	
Rpgrip1l	Naa30	Rock1	Tmem134	
Myst3	Psd	Ptpdc1	Zfp943	
Hmgb1	Plscr2	Rogdi	Map3k1	
Myo1e	Dhcr24	Sfmbt2	Fabp5l2	
Prss53	Mosc2	Tmem134	Pgrmc1	
Lsm14b	Mxra7	Pdxk	Poc1a	
Smarcd2	Clip1	Nomo1	Kcnq5	
Klhl2	Glo1	Fip1l1	Afap1l2	
Nono	Bcl9l	Cadps2	Nme6	
Fgf22	Mrpl17	Pdia4	Sars	
2010317E24Rik	Tead2	Chst2	Ap4s1	
Habp4	Kif1c	D230025D16Rik	Morc4	
Uck2	N6amt1	Tmem97	Myl12b	
Mkl1	Nubp1	Sec23a	Rpl13	
Tlk2	Arap3	Tep1		
2700097O09Rik	Kcna2	Ttpal	Thumpd1	
Ttll1	Gabpa	Rarres2	Il20rb	
Dnahc1	Surf4	Eif2c1	Serpini1	
Nudt3	Rasa1	4930524J08Rik	Bpgm	
Stk38l	Mterfd2	Twist1	Gtpbp2	
Med11	P2ry1	Itga8	Ugp2	
Trim68	Slco3a1	Limd2	Dctn4	
Ift80	March8	Adap1	Mlc1	
Gnb2l1	Zfp882		Glmn	
E330016A19Rik	Mul1	Trpm6	Ppargc1b	
Scamp3	Twist1	Nme6	Grm7	
Ndn	1190007F08Rik	Ppap2a	Gm13157	
Tmem219	Spag4	Dap3	Rnf152	
Cwc15	Dap3	Nqo2	Osgepl1	
Ppic	Gm3086	Smoc1	Polrmt	
Ttbk2	Rasa4	Hist3h2a	Eml3	
Plod1	Trp53inp1	Elavl1		
Slc20a1	Mudeng	Dtx2	Ikbip	
2510003E04Rik	Fam45a	Magi3	Yaf2	
Riok2	Lhpp	5133401N09Rik	Cmas	
Scrn3	Mfap1a	Eny2	Eef1g	
Jmjd7	Rbx1	Per1	Traf6	
Kpnb1	Traf6	Tril	Nudt11	
Pdp1	Spryd4	Mtap7d1	Gcsh	
Dlk2	Lrmp	Cage1	Sv2a	
Matn4	Clec2e	Cops2	Trank1	
Cdkal1	Hjurp	Actr1b	Arf6	
