XFTU	SFTU	SFRC	SFNC	SFRN
Orai2	Mgll	Kif22	Adrb3	
Sept11	Ephx4	Tmem198	2310009B15Rik	
Tbxa2r	Pigv	Ube2o	Med27	
2410006H16Rik	Hdac1	Phgdh	Hmgn2	
Arhgap10	Lrrc59	Myo1b	St6galnac4	
Slc25a29	Pnrc2	Abca7	Map4k2	
Aloxe3	Slc4a11	Map3k5	Ip6k3	
Smarca2	Man1c1	Fbxo2	Sgtb	
1700040I03Rik	Mtap6	Pkp2		
Gna13	Lyzl4	Ppm1a	E130309F12Rik	
Naa35	Tmem196	D2hgdh	BC046404	
Fam98c	Ptgfrn	Cnn3	Rab9	
Gyg	Slco2a1	Nt5e	Csrnp1	
Pbx2	Sec24d	Padi2	Lmo7	
Ndel1	Ednrb	Git1	Aldh1a7	
Dkc1	Gpc3	Csnk1e	Pes1	
Unc5c	Cwh43		Ddx41	
Zkscan17	Otud1	Csrnp1	Myo18a	
Asb11	Unc5c	Spnb3	Sln	
Atp2b2	Moxd1	Ppapdc3	Arhgef10l	
Ckb	Efna1	A230046K03Rik		
Wdtc1	Pdp1	Tmc6	Sult4a1	
Gm12824	Dlgap3	BC046404	Rps9	
Ppil1	Akt2	Gpc3	D17Wsu92e	
Ngfr	Cdkn1a	Pmaip1	Acot6	
Mrps36	A230046K03Rik	Rapgef6	Cyb5r1	
Kcnmb4	Twf1	St6galnac4	Magoh	
Slc39a10	Sorl1	Ptgs1	Arrb1	
Kcnb1	Inhba	Gaa	Lct	
Trip4	Rps6ka6		Inhba	
Lrrc3b	Marcksl1	Ptgfrn	Cdk5rap1	
Cpne9	Rock2	Derl1	Akt2	
Spint1	Sdcbp	Dll1	Dvl1	
Paqr6	Hmgn2	Ccno	Shroom1	
Nfia	Brsk2	Eif2ak4	Lmo3	
Hecw2	Prkra	4933439C10Rik	Ano2	
Smarcal1	Phka1	St6galnac5	Epb4.1l4b	
Timp4	B3gat2	Erlin2	Sox11	
Egln3	B4galt4	St18	Tmsb4x	
Zhx3	C77370	Haus4		
Gucy1a3	Fdx1	Cyfip1	Plrg1	
Lyrm2	2410006H16Rik	Mtfp1	Cdk2ap1	
Fbxo4	Fstl1	Drp2	Rhebl1	
Wdr83	Gtf2e1		Gaa	
Cux2	Garnl3	Sync	Abcf2	
Etfb	Sh3glb2	Gna13	Brsk1	
Thrb	Sox5	Zbtb46	2610035D17Rik	
Pitpna	Inpp4b	Wdr61	Adc	
Arhgap21	Pgm5	Rpl6	Grhl1	
3110035E14Rik	Krt1	Brsk2	Tmc6	
Robld3	Aldh1a7	Lmo3	Hmgn5	
Muc20	Hsd17b10	Cidea	Snrpd1	
Ehd3	Jsrp1	Pygl	Cgrrf1	
Prkcb	Drp2	Rab27a	Cd7	
Dhx33	Gpc4	2410006H16Rik	Tmem196	
Rpl18	Pdzd3	Gipc1	Tmem198	
Zfyve1	Zc3hav1	5730522E02Rik	Moxd1	
Nav2	Cckbr	Rftn1	C530028O21Rik	
Sytl4	Slit1	Pak6	Igfbp3	
Ovca2	Rab9	Srp14	Mapk1	
Rilp	Hnrnpr	Brsk1		
Htr2a	Slc27a3	Thap7	Pmaip1	
Snca	Ing2	Tap2	Calr4	
Umodl1	Rpl18a	Cenpt	Man1c1	
Calr4	Aldh1a3	Zfp945	Pde4a	
6030405A18Rik	Cyb5r1	Rps15a	Zfp961	
Blnk	Gsg1l	Gm9000	Sync	
Adrbk1	C230096C10Rik		Nde1	
Prelid1	Ippk	Cdk2ap1	Cdc42bpg	
Fbxw11	Fyn	Cenpp	St18	
Car7	Prickle1		D10Jhu81e	
Lrrn4	Tmcc2	Ifi203	Ccno	
Snrpd2	Slc39a11	Rasgrf2	Dync1h1	
C77370	Rala	Pgam2	Smg5	
Rps24-ps2	Pard3	Rps6ka6	Gabrd	
Ip6k3	Bcl11b	Atoh7	Myh10	
Dpy19l1	Fam116b	Csnk1g2	Gm561	
Pgam2	BC003331	Timp4	Cenpp	
Cenpe	Rps20	Rpn2	Ercc8	
A230051G13Rik	Ppap2b	Hic2	Rspo3	
Mfng	Maml2	Hrasls	Brsk2	
Unc5a	Sox11	Rnf144a	Galnt4	
Psma6	Eml6	Polr1b	Orai1	
Vmn1r65	Ppih	Thap3	Drd5	
Rnf19a	Psmc3ip	Katnb1	Cidea	
Dpp4	Nde1	Hsd17b10	Pnrc2	
Ak5	Rps15a	1190003J15Rik	Camk2g	
Gli3	Unc5a	Sult4a1	Tnk2	
Rogdi	Necab3	Rpl3	Psmd3	
Prdm1	Asl	Cap2	Sag	
Xpr1	Cks1b	Bace2	Stmn1	
Zfp105	Hdlbp	Cdkn3	Whsc1	
Sema3c	Rcn3	Ift172	Dusp6	
St5	Kif6		Igfbp4	
Gria3	Med27	Grik1	Drp2	
Acp5	Ptgs1	Gtf2e1	Smad5	
Rps6	Zfp523	Aldh1a3	Rtn4r	
Rnf32	Hdac1	Cat	Ngf	
Stxbp1	Mapk10	Abcd2	2410004A20Rik	
	Kctd6	Acadsb	Cnih4	
Galnt3	Rbpj	Gm561	Slc30a3	
Efs	Pdia2	Gabrd	Pou6f1	
Coro1a	3110043O21Rik	Dtx4	Tfip11	
Arrb1	Mras	Eml3	Prkcsh	
Ccnyl1	2410004A20Rik	Cacng5	Smc4	
Rchy1	Arhgef10l	Spry2	Usp43	
Kcng1	Polr1b	Rg9mtd2	B4galt4	
Tceal6	C530028O21Rik	Cd34	Enox2	
Wee1	Lap3	Ptpn5	Sorcs2	
Nt5m	Unc13a	Ano2	Hip1r	
	H2-Ke6	Ccbp2	Krt1	
Crlf1	Ednra	Xpa	D630045J12Rik	
Chchd5	Mrpl52	Rchy1	Tceal6	
Ccdc82	Ypel5	Uck2	Pik3r6	
Tmem196	Ppip5k1	Slc24a3	Trp53bp2	
3110040N11Rik	Plcd4	Peci	Bsn	
Zfp358	Cenpe	Rcn3	D2hgdh	
Rcn3	Timp4	Usp43	Zfp637	
Rheb	Sec61b	Rfwd2	Rasgrp2	
Tmem126b	Bhlhe40	Tmcc2	Zc3hav1	
Krit1	Rorc	Lcat	Ptgs1	
Lmna	Nfib	Grhl1	Zhx1	
Rbx1	Kif22	Shroom1	Spsb3	
Mapk4	Adamts14	C77370	Rapgef4	
Nedd4	Sept11	Il1r1	Chchd5	
Itgb3		Stard13	Dapk2	
Dhrs4	Ifi203	Dpf1	Abcc5	
2410004A20Rik	Usp43	Get4	Peci	
Cwh43		Osbp2	5730522E02Rik	
Wbp1	Phf20	1110065P20Rik	Cdkl1	
Cd4	Adrbk1	Lmna	Pigv	
Nudt4	Prdm1	Ypel5	Lrrn4	
Psmd2	Chrm3	Eps8	Olfr629	
Dgat2	Tiam1	Lrrn4	Zfp523	
Tmem134	Arntl2	Tppp	Ston2	
Rab8b	Lrig1	Commd7	Lrrc2	
Sys1	Bsn	Slc25a29	Garnl3	
Cd38		Rhebl1	Ythdc1	
Anapc4	Dpysl3	Rps9	Kctd6	
Rnf19b	Actn1	Rgnef	Egln3	
Tlr7	Rnf19b	Sema4f	Lnp	
Pex6	Lphn1	Pkia	C77370	
Zfp947	Dysf	Pard3	Xpa	
Kcnip2	Gpr125	Ippk	Mst1r	
Clvs1		Rasgrf1	Map3k5	
Cdh2	Phactr1	Olfr629	Stard13	
Yipf1	Rgs12	Sorl1	Orc3	
Tollip	Kcna6	Garnl3	Mlf1ip	
	Col23a1	Acap3	Prkd1	
Lrrc42	Oxtr	Nudt10	Cd24a	
Zscan12	Ehd1	Magoh	Sh2d5	
Slc4a11	Flrt3	Suv420h1	Selm	
Apoh	Hic2	Ntm		
Kcnt1	Dohh	Egln3	Gtf3c5	
Prkra	Shroom1		Cenpe	
Tcap	Ahcyl2	Drd5	Slc25a17	
Klk8	Hivep2	Ednrb	Ccdc113	
Coch	Vasn	Zscan18	Tesk1	
Gm5918	Slc1a3	Ston2		
Racgap1	Rnf2	Reep2	Fam98c	
Cradd	Dhx33	Klc1	Rerg	
Parp1	Dpf1	Cdh2	Dcaf12	
Itga8	Gfap	Slc30a3	Tfrc	
Tcp11	Wisp1	Plaur	Eef1b2	
Acpl2	Stmn1	Sec61b	Sh3glb2	
Kcnj12	Ecm2	Eef1a1	Kif3c	
Nova2	Dnajb5	Zfp618	Gabra5	
Ing1	Dnahc2		Ramp3	
Slc6a17	Phlpp2	Hr	Slc39a11	
Gm10094	Cd7	Rbpj	Robld3	
Trit1	Spsb3	Ogfr	BC003331	
		Lct	Ssr3	
Tep1	Cd24a	Kcnj14	Pias4	
Lactb	Ppm1h	Rerg	Vasn	
Myh3	Zfp105		S100a6	
Pomp	Olfr629	Ano8	Adra1a	
Epn2	Pcdha12	Cdk16	Hdac1	
Mapre1	Pcsk1	Lap3	Timp2	
Elane	Crls1	Boc	Tuba4a	
Fuca1		Fmnl1	Shd	
Lrrk2	Tmem232	Tmem196	Rpl10a	
Adrb3	Mapk4	D330045A20Rik	Ednrb	
Serpina3g	Rg9mtd2	Shc3	Fstl1	
Apoe	Srp14	Prdm5	Ptgfrn	
Gpr133	3110040N11Rik	Cyp4b1	Rapgef6	
Kdm2a	Trp73	Ppap2b	P2rx4	
Prokr2	Dtx4	Dlgap3	Atoh7	
Sh3d19	Myh10	S100a6	Kif6	
Hrh1		Col17a1	Pdzd3	
2310061C15Rik	Etv6		Ptpn5	
Stk33	Cdc42bpg	Mospd3	Lix1l	
Mapk8	D630045J12Rik	Manbal	Ntm	
Lrrn2	Dlg1	Tceal3	St5	
2700081O15Rik	Amdhd2	Pdp1	Hnrnpr	
Atp2a2	Pcbd2	Adamts14	Tap2	
Ccbp2	Ccnyl1	Slc25a17	Slc22a1	
Il20rb	Orai3	Fam36a	Rock2	
H47	Cwf19l2	Pla2g5	Stab2	
Gadd45a	Adra2a	Enox2	Dlgap3	
Gng10	Chrna7	Abcc5	Ppap2b	
Bcl11b	Enpp2	Gm5918	Ccpg1	
Hbegf	Ube2o	Gpr125	4931440F15Rik	
Rtcd1	Dkk3	Itm2b	Coch	
Ramp1	Lck	Sgtb	Nme7	
Thap3	Ppm1l	Whsc1	Gm5918	
Mef2d	Rasgrf1	Mrps31	Sdf4	
Jsrp1	Tceal6	Zfp277		
Crh	3110035E14Rik	Cyb5r1	Fap	
	Ostf1	Stmn1	Rps6ka6	
Mbip	Kcnj12	Psma1	Plekho1	
Rpl30	Stk33		Thbs4	
Itga11	Nup35	Tuba4a	Jsrp1	
Osbp2	Pigs	Lor	1300018I17Rik	
B3gnt2	Pes1	Bmpr1a	Ccdc82	
B230118H07Rik	Get4	Ctnnb1		
Nrip3	Thbs4	3110043O21Rik	Hist1h2aa	
Ano2	Rfwd2		Paqr7	
Fgfr1	D3Ertd751e	Bdh2	Mapk8ip1	
Apaf1	Zbtb8a	2610002I17Rik	Zbtb46	
Acot13	Zfp277	Sorcs2	Prdm5	
Sorcs2	Tspan5	Camta1	Ippk	
Fcgbp	Dpp3	Eif3m	Pitpna	
Cyp11a1	Calr4	Dohh	Rnf2	
Phlda3	Ascl1	Ing2	Vti1b	
Slk	Sema3a	Pigv	Dpy19l1	
Hcn1	Klc1	Chrm3	Lphn1	
Rps27a	1110065P20Rik	Abcf2	Lman2l	
Klk1b27	Dtl	Fbp1	Ctnnb1	
Wnt7b	Dync1h1	Myh10	Kcna6	
Zfp536	Itm2b	Acot6	Hmgn1	
Calb1	Pola1	Dlk2	Vwa5b2	
2700060E02Rik	Atp13a4	Dbi	Trhr	
Ppm1f	Ftsj1	Pik3r6	A230051G13Rik	
Rps16	Pole	Rasgrp2	Usp51	
	Bdh2	Eml6	Pcbd2	
C1ql1	Ovca2	Fstl1	Zfp277	
Kcnj4	Klk8	Mavs	Shc3	
Cacnb4	Rab34	Cd7		
Ccdc34	Ccl17	Rpl7	Erf	
Kcnk3	Cdk16	Fam160a2	Abcb4	
Lrrn3	1190003J15Rik	Pcsk6	H2-Ke6	
Gtf2e1	Tnfrsf12a	Plk5	Commd7	
Btg1	Zfp961	Htr2c	Pnck	
Cebpa	Sult4a1	Moxd1	Gpr98	
Tiprl	Thrb	Rpl21-ps1	Zfp367	
Grik3	Magoh	Rock2	Pgm5	
Tapbp	Ppfia3	Syt6	Gipc1	
	Nfs1	Il18	Vgf	
Plcl2	Lgals8	Zfp963	Oxtr	
Arfgap2	Xrcc3	Rcbtb1	1190002H23Rik	
Katnb1	Scn8a	Zfp105	Pts	
Eef1d	Pik3r6	Rala	Hdac1	
Manea	Stk3	Pou6f1	Adra1b	
Sox5	Abcd2	Arhgef10l	2210403K04Rik	
Kcnj9	Hip1r	Sympk	Fancl	
S100a6	Pgam2	Cdk5rap1	Actr6	
Ap4b1	Npy	Folh1	Fam116b	
Ston2	Bloc1s1	Fancl	Slc1a3	
Rfk	Acpl2	Gng10	Adra2c	
D16Ertd472e	Pygl	Trhr	Kndc1	
Vps4a	Ccbp2	Gpc4	Srek1ip1	
Rexo2	Tuba4a	Ppih	Fads2	
Elp4	Smg5	Mrpl52	Stk33	
Pnpla7	Hr	Cttnbp2	Tcfe3	
Ssb	Nudt9	St8sia5	Ltn1	
Gmnn	Erf	Bloc1s1	Mast2	
Arhgap39	Mospd3	Timp2	Ccnyl1	
Sstr5	Nod1	Galntl4	Csnk1g2	
Adam19	Ssr3	Dync1h1	Phf20	
Sh2d5	Acadsb	Slc25a5	Parp8	
Pdyn	Rpl7	Rorc	Rpl7a-ps5	
Fxyd7	Abcb4		Rbpj	
Ghsr	Sytl4	Dgat2	Gli3	
Myh10	Rgs19	Twf1	Ppm1l	
Acadsb	Cpe	Ecm2	St6gal2	
Cd24a	Nav2	Fam98c	Magt1	
Csnk1e	Ncdn	Thbs4	Rab6b	
Stat5b	5730522E02Rik	Fam69a	Abcd4	
Gpr107	Ogfr	Pik3r5	Klc1	
Arpc5	St6galnac4	Gm4953	Kcnh2	
Zfp961	Slc25a17	Sec24d	Atg4c	
H2-Ke6	Lnp	Dnmt3a	Polr1d	
Rapgef4	Nrl	Pts	Unc5a	
Tmem9b	Pam	Rps20	Ehd3	
Eef1b2	Cdk10	Scn8a	Zfp358	
	Ccdc113	Pcsk1	Dnajb5	
Psmb6	Pde4a	Gm15450	Kcnj12	
Mdga1	Caly	Nfs1	Ppm1h	
Gng2		Abcd4	Hivep2	
Tmem132a	Camk1g	Fap	Gin1	
Foxg1	Herc3	Bmpr1b	Mapk10	
Dlgap4	Nmb	Ccl17	B4galt6	
Fscn1	Rimkla	Pigs	Gpr125	
Ecm2	Ccpg1	Lnp	Fam160a2	
Sepw1	Zbtb34	Prdx1	Jakmip1	
Trib1	Olfml2b	Spcs3		
Rps20	Fam160a2	Mapk4	Apoc3	
Jdp2	Spnb3	Phactr1	Atp6v0e	
Mmgt1	Ston2	B4galt6	Gna13	
Syt6	Cish	Mff	Phf13	
Galnt1	Sema4f	Nde1		
Xpa	Rbm24	Ddx54	Otud7a	
Dlat	Gng10	Tnk2	Slco2a1	
Rac1	St6gal2	Nudt9	Ncrna00085	
Flrt1	Lman2l	5430405G05Rik	Zfp618	
Lyzl4		B3galt5	Impdh1	
Rapgef6	Igfbp5	Ilf3	Pkp4	
Gpd2	Plekho1	Actr6	Cd38	
Cnn3	Diras2	Matn4		
Cbr1	Xrcc4	Mast2	Pole	
Gm4978	Gm5292	Rapgef4	Tmcc2	
BC048355	Tead1		Pik3r2	
Elmod3			Rgs12	
Pygl	Klhdc8b		Fzd8	
Ephx4	Ccdc23	Zfp879	Wdr61	
Rcl1	1810020D17Rik	Lrrc42	Gpr133	
Tceal3	Rpe	Cacna2d4	Wbp1	
Il1rapl1	Abcd3	Cdc42bpg	B3galt5	
	Pip4k2b	Slc1a3	3110043O21Rik	
Nrsn1	Mctp2	D430041D05Rik	Stk3	
Ptchd1		Sdcbp	Rorc	
Nbn	Rabgef1	Zc3hav1	Papd4	
Limd2	Mc4r	Mst1r		
Syt4	Cxxc5	Nap1l1	Hopx	
Adcy9	Rpl6	Rpl10a	Atad2	
Lsamp	Nlgn2	Mboat7	Mafa	
Cnga2	1110002B05Rik	Ostf1	Pola1	
Gipc1	Smarcd1	Hdac1	Fam57b	
Rngtt	Cebpa	Cenpe	Smyd3	
Rps6ka6	Rpl27a	Ctnna2	Ttc12	
Shisa4	Etfdh	Dpp3	Pdia2	
ND3		Atp6v1e2	Ascl1	
Manbal	9630041G16Rik	B3gat2	Unc13a	
Ccl17	Cdh22	Rfc5	Fbxw10	
Snrnp40	Vwa5b2	Prdm1	Sdcbp	
Prpmp5	Mboat7	Kif17	Hr	
Ksr1	Eif2ak4		Cckbr	
Rgs4	Abca7	Ssr3	Adcyap1r1	
Hibch	Synj2	Greb1	Haus4	
Phf5a	D130043K22Rik	Camk1g	Rasgrf2	
Bean1	Polg2	Ramp3	2410006H16Rik	
Dzip1	Rybp	Ndp	Padi2	
Lrrc8d	Grik1	Kcna6	Arpc5	
Gpc4	Fam36a	Mapk1	Usf2	
Synm	Dgat2	Cyp11a1	Lrrc59	
Ece2	Ctnnb1	Sln	Gng10	
Mapk1	Spint1	Pvalb	Rchy1	
Sema5a	Ccdc90b	Slc39a11	Klk8	
Hsd17b10	Actr6	Cd24a	Hecw2	
Golim4	Ptk2b	Coro1a	5430405G05Rik	
Hsd17b11	Nudt10	Fut9	Hey2	
Zfp948	Rasgrp2	Fyn	Pard3	
Papss2	Rspo3	Dpysl3	Dlk2	
Thoc6	Wbp1	Sag	Cyb561d1	
Gucy1b3	BC048355	Ngf	Cetn2	
Hmgb3	Tmem47	Lrrc4c	Rpf1	
Htr3a	Stab2	Acta1	Scmh1	
Sipa1l2	Cpxm1	Cox6b2	Gfap	
Mafb		Pip4k2b	Ttc8	
Cabp1	Gucy1b3	Tiam1	Mysm1	
Csf2rb2	Prkaa2	D3Ertd751e	Gtf2e1	
Klhl26	Ip6k3	Dio2	Acap3	
Plp2	Brsk1	Nme1	Pla2g5	
Lck	Abcf2	Nmb	Basp1	
Hddc2	Mff	Gm5292	Adamts14	
Rnf38	Manbal	Slc22a1	Tns3	
Gm4953	Rplp2	Xrcc3	Rab3d	
Rps15a	Spcs3	Synj2		
Med17	Dpp4	Dusp9	Ppip5k1	
Disp1	Gin1	Pcdha12		
P2rx4	Tcp11	Stxbp1	LOC100505283	
	Zfp879	Krt1	Wrap53	
Rnf2	Fbxw10	P2rx4	Glcci1	
Lrrc4b	Smpd2	Chrna7	Ftsj1	
Gtf2f2	Mylk	Rpe	Oprk1	
Sec14l2	Ppap2c	Ezh1	Marcksl1	
Adrm1	Ift172	Igfbp4	Ipmk	
Rhob	Zhx1	Stab2	Blcap	
Rhobtb3	Mafa	Pdzd3	Celsr1	
Lrrc20	Cdr2	Smarcc2	Rnf19b	
Gabrg3	Myh2	Neto2	Eml6	
Ivns1abp	Cdh12	Tlr12	Lrrc23	
Htra1	Gm12824	Kif6	Ddx54	
Myo1b	Phlda3	Tnnc2	Pdp1	
Poglut1	Ccdc88b	Baiap2	Scn4b	
Zc3h15	Nrp1	Rnf19b	Ogfr	
Srsf6	Mapk8	Ascl1	Nup35	
Spon1	Coch	Psmc3ip	Mylk	
6530401D17Rik	Scaf11	Nr4a1		
Cdc42ep3	Kcng1	Pnck	Necab3	
Hmgn1	Lrrc42	Fnta	Aldh1a3	
Bend6	Ezh1	Bscl2	Krt10	
Sf3b5	Cnih4		Nudt10	
Fgf10	Hmgn1		Smpd2	
Tuba4a	Acta1	Celsr1	Vps33a	
Trhr	Tmem14a	Kifc3	Rpe	
Cyp2r1	Ccdc22	Aff4	Tppp	
Usp51	Hebp1	Lphn1	Zfp167	
Ntpcr	Fmnl1	Eef1b2	Prss12	
Tnnc2	Myh3	Tsga14	Rps24-ps2	
Bloc1s1	Abcc5	Ercc8	Tlr12	
Fam160a2	Igfbp3	Gin1	Lyzl4	
Mas1		Rplp2	Tmem232	
Cthrc1		Ing3	Slc27a3	
Slc26a11	Rbbp9	Acpl2	Trp53rk	
	Bean1	Ovca2	Tubb4	
1190003J15Rik	Eef1b2	Muted	Ppp1r1b	
1810032O08Rik	Pigx	Leprel4	Enpp2	
Cpne4	Dhrs4	Adra2a	Camta1	
Gsg1l	Csnk1g2	Jsrp1	Ppm1m	
Ripk4		Plekho1	Stx3	
Pno1	Atp6v0b	Apitd1	Twf1	
Scube1	Fam96a	Sesn1	Zscan18	
Gm6816	Gria4	Me3	Myh3	
Dck	Hyal2	Papd4	Sorl1	
	Pik3r2	Zfp938	Cenpt	
Fyn	Cd38	Ftsj1	Kctd5	
Fbxo42	Ikbip	Hdgf	Phlda3	
Rpf1	Rps15a		Fut8	
Itpr1	Rab6b	Gmpr	Pigs	
Rasa2	Lrrc8d	Igfbp3	Rasgrf1	
Asb13	Pcsk6	Fam102a	Pvalb	
Pcgf1	Cyb5d2	Rae1	Asb13	
Strap	Cd63	F2rl2	Zkscan17	
Rimkla	Arl9	Ebf4	Zfp444	
Rpl7a-ps5	Ehd3	Pgm5	Rap1gap	
Rrn3	Rdm1	Csnk2a2	Impdh2	
Pms2	Kif17	Zfp295	Tspan5	
1500012F01Rik	Syt4	Mctp1	Gpc4	
Osbpl7	Fxyd7	Syt4	Cwf19l2	
Gria4	Prkd1	Spag4	Lrig1	
Fbxw10	Eif2c4	Cdc42ep4	Cks1b	
Amdhd2	Glud1	Coch	Nrp1	
Il6ra	Pik3r5	Sat2	Fut10	
Tshz3		Cpm	Mrpl52	
Utp20	Tcap	Oprd1	Il1rapl1	
Gin1	Rplp1	Scmh1	Snhg12	
Rad51c	Ankrd50	Rps15a	Rgs14	
Rpl13a	Csnk2a2	Prickle1	Kif22	
Ippk	Cpm	Med27	Mat2b	
Tsc1	Il1rapl1	Tfip11	Pacs1	
Pvrl3	Nf2	Ccdc64	Pax6os1	
Kntc1	Uck2	Hdac1	Tpp1	
Rtn4r	3632451O06Rik	Hyal2	Zbtb34	
C030046E11Rik	Camk2g	Tcp11l2	Grik1	
Igf1	Zeb2	Flrt3	Ccl17	
Arhgef10l	Ctnna2	Cdk9	Clcn2	
Map2k1	Mat2b	Unc5a	BC048355	
Sart1	Chchd5	Igfbp5	Trip4	
Chrna7	Tcp11l2	Fzd8	A230046K03Rik	
Arpp21	Klhdc3	Ppp1r16a	Polr1b	
Slc25a17	Orai1	Mat2b	Crispld1	
Smyd3	AI413582	Tfrc	Myh2	
Clstn2	Pnmal2	Mapk8	Tsc1	
Smap2	Atp11c	Polg2	Itm2b	
Park7			Ehd1	
Hopx	Ykt6	Tgs1	Acadsb	
Rpl36	Kif3c	Vwa5b2	Bai3	
ND2	Stat3	Pdcd4	C1qtnf7	
Slc7a14	Usf2	Maml2	D330045A20Rik	
Rpl34	Il33	Phlpp1	Nod1	
Gpc3	Sorcs2	Ppip5k1	Zfp963	
Gmeb2	Katnb1	2610035D17Rik	Prickle1	
St8sia5	Lmo3	Hrsp12	Eif1b	
Zeb2	Ilf3	Rab40b	Ppfia3	
Api5	Rcbtb1	Impdh1	Tnfrsf12a	
Amigo2	Fut9	Slc27a3	Cish	
Cd81	Nol7	Nod1	Akt3	
Zfp963	Ccdc82	Amdhd2	Adrbk1	
Tox4	St5	Dysf	Creg1	
Kcna6	Mast2	Pes1	Cstf1	
Pgpep1	Peci	Prkaa2	Fam13b	
Cngb1	Slc25a29	Cd276	Dnm1	
Car12	Pkia	Tpp1	Rdx	
Gabrg2	Shd	Gstm1	Mageh1	
Emx1	Aif1l	3110040N11Rik	Pcsk6	
Cpm	Abca1	Klhl9	Col23a1	
Adcy2	Nmt2	3200002M19Rik	Tiam1	
Adora1	Arhgdia	Lrig1	Manbal	
	Adora2b	Etv4	Klhl9	
Wdfy4	Cat	Stk33	Nrl	
Mageh1	Ipmk	Cdk10	Cdc42ep4	
Hip1	Gm4825	Lrrc47	Acot2	
Arpc1a	Scp2	Adnp	C230096C10Rik	
Fdx1	Polg	Gsg1l	Caly	
Gstm1	Dnmt3a	Ankrd50	Matn4	
Glt8d1	Pmaip1	Adrbk1	Rasa2	
6330403A02Rik		Cckbr	Rbm24	
Snx6	Git1	Rpl6	Dgat2	
Rmnd5b	Kcnh2	Ncdn	Ostf1	
Erlin2	Gpr153	Tlk1	Lgals8	
Tomm22	Gng13	Grk6	Cdk10	
Maea	Dmrtb1	Unc13a	Aph1b	
Nrsn2	Psme2	Ccdc113	2410042D21Rik	
Mki67ip	Hecw2	Zfp593	Ncdn	
Rps11	Cdkn3	Capza2	Ssb	
Hr	Tns3	Dkk3	Fyn	
Fam102a	Zfp521	Elp4	Ece2	
Tsks	Tnk2	Ampd2	Rps15a	
Adcyap1r1	Rapgef4	Dlg1	Hspbp1	
	Bmpr1b	Tcap	Tceal3	
Gnl1	Arap2	C230096C10Rik	Ykt6	
Rrm2b	Arpc5	Cct7	Cdkn3	
Ankrd13b	Stk11ip	Tmem25	Spdya	
Ifi203	Ccdc64	Col4a2	B3gnt1	
Aldh1a7		2500003M10Rik		
S100a10	Srek1ip1	Cebpa	Rybp	
Dohh	Lrrc3	Nfib	Gm4953	
Nf2	Cyb561d1	Zfp961	Rplp1	
Gm11127		Nr2c1		
Gng13	Stk32c	Neurod1	Hebp1	
Pemt	Tlk1	BC003331	Maml2	
Smc1a	Rps5	Gpn3	Plaur	
Ednra	Trim3	Drap1	Llgl2	
Ints3	Rabggta	Smpd2	Cat	
1810006K21Rik	Pbxip1	1110002B05Rik	Zfp105	
Adcyap1	Gnl1	Prkd1		
	Rpl10a	Rpl11	Folh1	
Npy	Ap3s2	Marcksl1	Slc25a29	
Dcun1d4	Nacc1	Hip1	Slit1	
Bhlhe40	Gamt	Cdh22	Rb1	
Orc3	Lrrc47	Jmjd7		
Sat2	Zfyve21	Tmem29	Rps15a	
1700027D21Rik	Sesn1	Zbtb8a	Mospd3	
Cog6	Kndc1	Mrpl41		
Dnahc9	Tlr12	Csdc2	Polr2a	
	Nr2c1	Pola1	Slc6a15	
Il17d	Folh1	Necab3	Pnmal2	
Rbbp5	Pak6	Gucy1b3	Stk11ip	
Frem3	Zc3h8	Rpl27a	Limch1	
Derl1	Kbtbd11	Rpl7a-ps5		
Fgf12	Tceal3	Clu	Egr2	
Ncs1	Ttc39b	Sox11	Ugcg	
Smc2	Poln	Shd	Sema3a	
Eif4a2	Mib2		Hdgf	
Tmem150c	Ergic1	Nup35	Mib2	
D2hgdh	Rdx	9630041G16Rik	Dmd	
Rec8	Plp2	Cyb561d1	Spry2	
Hpse	Fads2	LOC100504710	Prkaa2	
Cetn4	Pdlim4	Rgs14	Cacnb4	
Gchfr	Galnt3	Stk3	Psph	
Ogfr	Ogg1	Arl9	Ppih	
Fbxl3	Spata21	Id4	Lsamp	
Orai1	Usp51	Rgs19	Lck	
Pcgf6	Gnal	Rps29	Prok2	
St8sia4		Leprot	Rab13	
Lig1	Cux2	Abca1	Adra2a	
Lrp5	Mctp1	Rpl10a	Mc4r	
Nde1	Rnf24	Cdr2	Rplp2	
Clec2e	Loxl1	Tspan7	Bcl6	
2610002I17Rik	Ppp1r16a	Ppap2c	Map3k11	
Pcsk1	Cttnbp2	Sgta	Apitd1	
Camk1d	Neurod1	Kif1c	Sesn1	
Rpl37	Nfia	A230051G13Rik	1700009P17Rik	
Pmaip1		Stag1		
Stmn1	Mavs	Foxg1	Smad7	
Ap3s2	Rb1	Rb1	Kcnt1	
Stard5	Per2	Pik3r2	Cenpq	
Kcnip3	Gabarap	Rps4x	Mki67ip	
Smpd3	Mrpl41	Ccpg1	Hsf4	
	Ate1	Ehd3	Tcap	
Tap2	Rab40b	Ergic1	Get4	
Ppargc1b	Hsf4	Rps27	Lap3	
Bpgm	Kifc3	Tns3	Capn9	
Mtus2	Baiap2	Agl	Qrfpr	
Spryd4	Rps9	Arf6	Bscl2	
3632451O06Rik	Dcaf12	Abcb4	Psma1	
Nkd2	Cstf1	Egr2	Gmpr	
